region_type,region,year,week,total_specimens,a_2009_h1n1,a_h3,a_subtyping_not_performed,b,bvic,byam,h3n2v,wk_date
HHS Regions,Region 7,2018,45,52,2,3,0,0,0,3,0,2018-11-04
HHS Regions,Region 8,2018,45,58,15,0,0,0,0,0,0,2018-11-04
HHS Regions,Region 9,2018,45,170,30,3,13,3,2,2,0,2018-11-04
HHS Regions,Region 10,2018,45,73,4,3,0,0,0,0,0,2018-11-04
HHS Regions,Region 1,2018,46,34,4,0,0,0,0,0,0,2018-11-11
HHS Regions,Region 2,2018,46,57,17,1,0,0,0,0,0,2018-11-11
HHS Regions,Region 3,2018,46,281,23,4,0,0,0,0,0,2018-11-11
HHS Regions,Region 4,2018,46,198,15,14,0,0,0,2,0,2018-11-11
HHS Regions,Region 5,2018,46,252,21,8,0,0,1,0,0,2018-11-11
HHS Regions,Region 6,2018,46,120,9,2,0,0,0,0,0,2018-11-11
HHS Regions,Region 7,2018,46,51,4,0,0,0,0,0,0,2018-11-11
HHS Regions,Region 8,2018,46,49,12,2,0,0,0,0,0,2018-11-11
HHS Regions,Region 9,2018,46,230,35,8,9,0,0,1,0,2018-11-11
HHS Regions,Region 10,2018,46,90,5,1,0,0,1,0,0,2018-11-11
HHS Regions,Region 1,2018,47,30,3,1,0,0,0,0,0,2018-11-18
HHS Regions,Region 2,2018,47,45,20,5,0,0,0,0,0,2018-11-18
HHS Regions,Region 3,2018,47,240,32,3,0,0,1,0,0,2018-11-18
HHS Regions,Region 4,2018,47,129,11,16,1,0,0,2,0,2018-11-18
HHS Regions,Region 5,2018,47,212,20,8,3,0,0,1,0,2018-11-18
HHS Regions,Region 6,2018,47,61,8,4,0,0,0,1,0,2018-11-18
HHS Regions,Region 7,2018,47,29,4,2,0,0,0,0,0,2018-11-18
HHS Regions,Region 8,2018,47,36,7,1,0,0,1,0,0,2018-11-18
HHS Regions,Region 9,2018,47,217,97,11,8,1,0,1,0,2018-11-18
HHS Regions,Region 10,2018,47,72,3,2,0,0,0,0,0,2018-11-18
HHS Regions,Region 1,2018,48,44,7,5,0,0,0,0,0,2018-11-25
HHS Regions,Region 2,2018,48,74,26,3,0,0,0,0,0,2018-11-25
HHS Regions,Region 3,2018,48,321,37,7,1,0,0,2,0,2018-11-25
HHS Regions,Region 4,2018,48,256,30,21,0,0,0,4,0,2018-11-25
HHS Regions,Region 5,2018,48,290,32,3,4,0,0,0,0,2018-11-25
HHS Regions,Region 6,2018,48,170,22,8,0,0,0,1,0,2018-11-25
HHS Regions,Region 7,2018,48,48,6,1,1,0,0,0,0,2018-11-25
HHS Regions,Region 8,2018,48,82,23,2,0,0,2,1,0,2018-11-25
HHS Regions,Region 9,2018,48,297,112,13,6,1,0,2,0,2018-11-25
HHS Regions,Region 10,2018,48,60,14,0,1,0,0,0,0,2018-11-25
HHS Regions,Region 1,2018,49,64,15,12,0,0,0,0,0,2018-12-02
HHS Regions,Region 2,2018,49,74,32,3,0,0,0,0,0,2018-12-02
HHS Regions,Region 3,2018,49,349,39,9,1,2,1,1,0,2018-12-02
HHS Regions,Region 4,2018,49,237,20,33,2,0,0,0,0,2018-12-02
HHS Regions,Region 5,2018,49,282,32,8,3,2,0,0,0,2018-12-02
HHS Regions,Region 6,2018,49,115,31,4,0,0,0,0,0,2018-12-02
HHS Regions,Region 7,2018,49,38,4,1,0,0,0,0,0,2018-12-02
HHS Regions,Region 8,2018,49,92,38,5,0,2,2,1,0,2018-12-02
HHS Regions,Region 9,2018,49,298,114,10,11,0,0,5,0,2018-12-02
HHS Regions,Region 10,2018,49,61,10,1,1,0,0,1,0,2018-12-02
HHS Regions,Region 1,2018,50,74,22,10,0,0,0,0,0,2018-12-09
HHS Regions,Region 2,2018,50,113,50,12,0,0,0,0,0,2018-12-09
HHS Regions,Region 3,2018,50,417,68,20,0,1,2,1,0,2018-12-09
HHS Regions,Region 4,2018,50,222,27,75,0,1,0,0,0,2018-12-09
HHS Regions,Region 5,2018,50,294,37,11,13,0,2,2,0,2018-12-09
HHS Regions,Region 6,2018,50,215,98,8,1,0,1,1,0,2018-12-09
HHS Regions,Region 7,2018,50,61,24,4,1,0,0,0,0,2018-12-09
HHS Regions,Region 8,2018,50,137,65,5,0,0,2,2,0,2018-12-09
HHS Regions,Region 9,2018,50,344,177,13,8,1,0,0,0,2018-12-09
HHS Regions,Region 10,2018,50,136,50,2,0,0,0,0,0,2018-12-09
HHS Regions,Region 1,2018,51,86,50,6,1,0,0,2,0,2018-12-16
HHS Regions,Region 2,2018,51,142,84,10,0,0,0,0,0,2018-12-16
HHS Regions,Region 3,2018,51,381,122,9,5,2,12,0,0,2018-12-16
HHS Regions,Region 4,2018,51,214,32,79,1,1,0,0,0,2018-12-16
HHS Regions,Region 5,2018,51,316,53,15,19,0,3,2,0,2018-12-16
HHS Regions,Region 6,2018,51,223,146,4,0,0,0,0,0,2018-12-16
HHS Regions,Region 7,2018,51,85,41,12,0,0,0,0,0,2018-12-16
HHS Regions,Region 8,2018,51,193,116,13,0,0,5,0,0,2018-12-16
HHS Regions,Region 9,2018,51,467,207,28,65,6,0,0,0,2018-12-16
HHS Regions,Region 10,2018,51,128,57,8,0,1,0,0,0,2018-12-16
HHS Regions,Region 1,2018,52,142,106,2,3,0,0,3,0,2018-12-23
HHS Regions,Region 2,2018,52,143,105,7,0,1,0,0,0,2018-12-23
HHS Regions,Region 3,2018,52,310,128,25,1,0,11,1,0,2018-12-23
HHS Regions,Region 4,2018,52,222,45,96,0,0,1,1,0,2018-12-23
HHS Regions,Region 5,2018,52,188,57,10,7,3,2,0,0,2018-12-23
HHS Regions,Region 6,2018,52,88,37,14,1,1,1,0,0,2018-12-23
HHS Regions,Region 7,2018,52,107,44,17,0,0,0,0,0,2018-12-23
HHS Regions,Region 8,2018,52,191,107,12,0,0,3,0,0,2018-12-23
HHS Regions,Region 9,2018,52,403,201,13,88,5,1,1,0,2018-12-23
HHS Regions,Region 10,2018,52,167,75,4,0,0,0,0,0,2018-12-23
HHS Regions,Region 1,2019,1,122,77,10,0,0,0,2,0,2018-12-30
HHS Regions,Region 2,2019,1,73,46,9,3,0,0,0,0,2018-12-30
HHS Regions,Region 3,2019,1,364,151,31,6,0,1,0,0,2018-12-30
HHS Regions,Region 4,2019,1,199,28,55,3,0,0,0,0,2018-12-30
HHS Regions,Region 5,2019,1,225,67,21,14,0,2,2,0,2018-12-30
HHS Regions,Region 6,2019,1,74,22,12,1,0,0,1,0,2018-12-30
HHS Regions,Region 7,2019,1,88,27,14,3,0,0,0,0,2018-12-30
HHS Regions,Region 8,2019,1,122,72,19,1,0,0,0,0,2018-12-30
HHS Regions,Region 9,2019,1,365,235,5,5,2,0,1,0,2018-12-30
HHS Regions,Region 10,2019,1,110,54,11,0,0,0,0,0,2018-12-30
HHS Regions,Region 1,2019,2,108,71,3,0,0,0,1,0,2019-01-06
HHS Regions,Region 2,2019,2,39,18,0,0,0,0,0,0,2019-01-06
HHS Regions,Region 3,2019,2,251,83,13,1,0,0,0,0,2019-01-06
HHS Regions,Region 4,2019,2,90,19,15,8,0,0,0,0,2019-01-06
HHS Regions,Region 5,2019,2,158,45,12,24,1,0,1,0,2019-01-06
HHS Regions,Region 6,2019,2,88,29,10,0,1,0,1,0,2019-01-06
HHS Regions,Region 7,2019,2,91,30,4,4,0,0,0,0,2019-01-06
HHS Regions,Region 8,2019,2,131,69,5,0,2,0,1,0,2019-01-06
HHS Regions,Region 9,2019,2,394,212,11,25,1,0,0,0,2019-01-06
HHS Regions,Region 10,2019,2,49,29,1,2,0,0,0,0,2019-01-06
