region_type,region,year,week,total_specimens,a_2009_h1n1,a_h3,a_subtyping_not_performed,b,bvic,byam,h3n2v,wk_date
HHS Regions,Region 7,2018,45,52,2,3,0,0,0,3,0,2018-11-04
HHS Regions,Region 8,2018,45,61,15,0,0,0,0,0,0,2018-11-04
HHS Regions,Region 9,2018,45,179,30,3,13,3,2,2,0,2018-11-04
HHS Regions,Region 10,2018,45,76,4,3,0,0,0,0,0,2018-11-04
HHS Regions,Region 1,2018,46,34,4,0,0,0,0,0,0,2018-11-11
HHS Regions,Region 2,2018,46,58,17,1,0,0,0,0,0,2018-11-11
HHS Regions,Region 3,2018,46,287,23,4,0,0,0,0,0,2018-11-11
HHS Regions,Region 4,2018,46,200,16,14,0,0,0,2,0,2018-11-11
HHS Regions,Region 5,2018,46,258,21,8,0,0,1,0,0,2018-11-11
HHS Regions,Region 6,2018,46,123,9,2,0,0,0,0,0,2018-11-11
HHS Regions,Region 7,2018,46,52,4,0,0,0,0,0,0,2018-11-11
HHS Regions,Region 8,2018,46,52,13,2,0,0,0,0,0,2018-11-11
HHS Regions,Region 9,2018,46,239,35,8,9,0,0,1,0,2018-11-11
HHS Regions,Region 10,2018,46,95,5,1,0,0,1,0,0,2018-11-11
HHS Regions,Region 1,2018,47,30,3,1,0,0,0,0,0,2018-11-18
HHS Regions,Region 2,2018,47,48,20,5,0,0,0,0,0,2018-11-18
HHS Regions,Region 3,2018,47,246,33,3,0,0,1,0,0,2018-11-18
HHS Regions,Region 4,2018,47,130,12,16,1,0,0,2,0,2018-11-18
HHS Regions,Region 5,2018,47,223,23,8,0,0,0,1,0,2018-11-18
HHS Regions,Region 6,2018,47,63,8,4,0,0,0,1,0,2018-11-18
HHS Regions,Region 7,2018,47,29,4,2,0,0,0,0,0,2018-11-18
HHS Regions,Region 8,2018,47,36,7,1,0,0,1,0,0,2018-11-18
HHS Regions,Region 9,2018,47,224,98,11,7,1,0,1,0,2018-11-18
HHS Regions,Region 10,2018,47,77,4,2,0,0,0,0,0,2018-11-18
HHS Regions,Region 1,2018,48,44,7,5,0,0,0,0,0,2018-11-25
HHS Regions,Region 2,2018,48,77,27,4,0,0,0,0,0,2018-11-25
HHS Regions,Region 3,2018,48,331,39,8,1,0,0,2,0,2018-11-25
HHS Regions,Region 4,2018,48,259,31,21,0,0,0,4,0,2018-11-25
HHS Regions,Region 5,2018,48,303,37,3,0,0,0,0,0,2018-11-25
HHS Regions,Region 6,2018,48,172,22,7,0,0,0,1,0,2018-11-25
HHS Regions,Region 7,2018,48,48,6,1,1,0,0,0,0,2018-11-25
HHS Regions,Region 8,2018,48,82,23,2,0,0,2,1,0,2018-11-25
HHS Regions,Region 9,2018,48,307,118,13,6,1,0,2,0,2018-11-25
HHS Regions,Region 10,2018,48,62,14,0,1,0,0,0,0,2018-11-25
HHS Regions,Region 1,2018,49,64,15,12,0,0,0,0,0,2018-12-02
HHS Regions,Region 2,2018,49,74,32,3,0,0,0,0,0,2018-12-02
HHS Regions,Region 3,2018,49,379,40,9,1,3,1,1,0,2018-12-02
HHS Regions,Region 4,2018,49,241,21,33,2,0,0,0,0,2018-12-02
HHS Regions,Region 5,2018,49,295,36,8,0,2,0,0,0,2018-12-02
HHS Regions,Region 6,2018,49,119,31,5,0,1,0,0,0,2018-12-02
HHS Regions,Region 7,2018,49,38,4,1,0,0,0,0,0,2018-12-02
HHS Regions,Region 8,2018,49,92,38,5,0,2,2,1,0,2018-12-02
HHS Regions,Region 9,2018,49,317,127,11,11,0,0,4,0,2018-12-02
HHS Regions,Region 10,2018,49,74,12,2,0,0,0,1,0,2018-12-02
HHS Regions,Region 1,2018,50,75,23,10,0,0,0,0,0,2018-12-09
HHS Regions,Region 2,2018,50,116,51,12,1,0,0,0,0,2018-12-09
HHS Regions,Region 3,2018,50,438,68,20,0,1,2,1,0,2018-12-09
HHS Regions,Region 4,2018,50,241,29,79,0,1,0,0,0,2018-12-09
HHS Regions,Region 5,2018,50,303,49,11,3,0,2,2,0,2018-12-09
HHS Regions,Region 6,2018,50,218,100,8,1,0,1,1,0,2018-12-09
HHS Regions,Region 7,2018,50,61,24,4,1,0,0,0,0,2018-12-09
HHS Regions,Region 8,2018,50,142,65,5,3,0,2,2,0,2018-12-09
HHS Regions,Region 9,2018,50,402,207,15,8,1,0,0,0,2018-12-09
HHS Regions,Region 10,2018,50,154,52,2,0,0,0,0,0,2018-12-09
HHS Regions,Region 1,2018,51,93,52,9,1,1,0,2,0,2018-12-16
HHS Regions,Region 2,2018,51,147,84,11,0,1,0,0,0,2018-12-16
HHS Regions,Region 3,2018,51,403,125,10,4,1,12,1,0,2018-12-16
HHS Regions,Region 4,2018,51,286,36,118,1,1,0,1,0,2018-12-16
HHS Regions,Region 5,2018,51,361,85,21,2,0,3,2,0,2018-12-16
HHS Regions,Region 6,2018,51,300,208,5,2,0,0,1,0,2018-12-16
HHS Regions,Region 7,2018,51,85,41,12,0,0,0,0,0,2018-12-16
HHS Regions,Region 8,2018,51,197,117,14,0,0,5,0,0,2018-12-16
HHS Regions,Region 9,2018,51,578,293,31,68,6,0,0,0,2018-12-16
HHS Regions,Region 10,2018,51,180,64,12,0,0,0,0,0,2018-12-16
HHS Regions,Region 1,2018,52,159,116,6,3,0,0,3,0,2018-12-23
HHS Regions,Region 2,2018,52,163,109,7,1,1,0,0,0,2018-12-23
HHS Regions,Region 3,2018,52,359,133,28,3,0,11,2,0,2018-12-23
HHS Regions,Region 4,2018,52,289,52,131,0,0,1,1,0,2018-12-23
HHS Regions,Region 5,2018,52,302,107,19,11,2,2,3,0,2018-12-23
HHS Regions,Region 6,2018,52,165,103,16,3,0,1,0,0,2018-12-23
HHS Regions,Region 7,2018,52,111,48,17,0,0,0,0,0,2018-12-23
HHS Regions,Region 8,2018,52,240,129,24,4,0,3,0,0,2018-12-23
HHS Regions,Region 9,2018,52,550,338,15,90,5,0,0,0,2018-12-23
HHS Regions,Region 10,2018,52,200,87,6,0,1,0,0,0,2018-12-23
HHS Regions,Region 1,2019,1,150,95,11,0,0,0,2,0,2018-12-30
HHS Regions,Region 2,2019,1,160,87,16,3,2,0,0,0,2018-12-30
HHS Regions,Region 3,2019,1,502,163,34,8,0,2,1,0,2018-12-30
HHS Regions,Region 4,2019,1,280,46,89,0,0,0,0,0,2018-12-30
HHS Regions,Region 5,2019,1,378,122,31,9,0,2,6,0,2018-12-30
HHS Regions,Region 6,2019,1,99,33,15,1,0,0,2,0,2018-12-30
HHS Regions,Region 7,2019,1,100,29,17,3,0,0,0,0,2018-12-30
HHS Regions,Region 8,2019,1,197,104,24,6,0,2,0,0,2018-12-30
HHS Regions,Region 9,2019,1,711,381,22,137,4,0,2,0,2018-12-30
HHS Regions,Region 10,2019,1,204,77,12,0,0,0,1,0,2018-12-30
HHS Regions,Region 1,2019,2,205,130,11,1,0,0,2,0,2019-01-06
HHS Regions,Region 2,2019,2,163,82,8,4,2,0,0,0,2019-01-06
HHS Regions,Region 3,2019,2,471,158,37,5,1,0,1,0,2019-01-06
HHS Regions,Region 4,2019,2,262,59,50,0,0,0,1,0,2019-01-06
HHS Regions,Region 5,2019,2,456,149,28,3,0,0,3,0,2019-01-06
HHS Regions,Region 6,2019,2,211,81,15,0,1,0,3,0,2019-01-06
HHS Regions,Region 7,2019,2,105,37,7,1,0,0,0,0,2019-01-06
HHS Regions,Region 8,2019,2,272,139,15,8,2,2,1,0,2019-01-06
HHS Regions,Region 9,2019,2,770,426,39,86,5,0,3,0,2019-01-06
HHS Regions,Region 10,2019,2,235,96,11,0,1,0,2,0,2019-01-06
HHS Regions,Region 1,2019,3,283,192,20,0,0,0,3,0,2019-01-13
HHS Regions,Region 2,2019,3,157,76,19,1,0,0,0,0,2019-01-13
HHS Regions,Region 3,2019,3,441,172,48,4,2,3,2,0,2019-01-13
HHS Regions,Region 4,2019,3,282,54,59,0,0,1,1,0,2019-01-13
HHS Regions,Region 5,2019,3,430,128,46,5,0,0,2,0,2019-01-13
HHS Regions,Region 6,2019,3,235,61,27,0,2,1,1,0,2019-01-13
HHS Regions,Region 7,2019,3,119,28,25,2,0,1,1,0,2019-01-13
HHS Regions,Region 8,2019,3,327,189,33,4,0,7,2,0,2019-01-13
HHS Regions,Region 9,2019,3,604,311,26,96,6,3,1,0,2019-01-13
HHS Regions,Region 10,2019,3,271,155,20,2,0,1,1,0,2019-01-13
HHS Regions,Region 1,2019,4,276,180,26,0,0,0,0,0,2019-01-20
HHS Regions,Region 2,2019,4,180,84,29,5,1,0,1,0,2019-01-20
HHS Regions,Region 3,2019,4,515,236,61,5,3,9,2,0,2019-01-20
HHS Regions,Region 4,2019,4,341,38,120,0,1,0,1,0,2019-01-20
HHS Regions,Region 5,2019,4,470,157,65,19,1,1,1,0,2019-01-20
HHS Regions,Region 6,2019,4,200,49,33,0,3,0,1,0,2019-01-20
HHS Regions,Region 7,2019,4,116,30,29,1,0,0,0,0,2019-01-20
HHS Regions,Region 8,2019,4,325,189,40,3,1,4,2,0,2019-01-20
HHS Regions,Region 9,2019,4,551,243,17,88,9,1,0,0,2019-01-20
HHS Regions,Region 10,2019,4,292,162,37,0,0,0,1,0,2019-01-20
HHS Regions,Region 1,2019,5,294,175,41,0,0,0,5,0,2019-01-27
HHS Regions,Region 2,2019,5,195,83,39,3,1,0,1,0,2019-01-27
HHS Regions,Region 3,2019,5,623,267,110,5,1,5,2,0,2019-01-27
HHS Regions,Region 4,2019,5,474,57,173,0,1,2,1,0,2019-01-27
HHS Regions,Region 5,2019,5,436,162,68,7,0,1,1,0,2019-01-27
HHS Regions,Region 6,2019,5,308,84,62,0,4,2,2,0,2019-01-27
HHS Regions,Region 7,2019,5,138,35,34,1,0,0,0,0,2019-01-27
HHS Regions,Region 8,2019,5,412,187,85,2,1,11,1,0,2019-01-27
HHS Regions,Region 9,2019,5,531,242,41,42,2,3,1,0,2019-01-27
HHS Regions,Region 10,2019,5,237,141,44,1,0,0,4,0,2019-01-27
HHS Regions,Region 1,2019,6,315,219,35,0,0,2,0,0,2019-02-03
HHS Regions,Region 2,2019,6,237,76,87,4,2,0,0,0,2019-02-03
HHS Regions,Region 3,2019,6,853,415,191,3,2,3,0,0,2019-02-03
HHS Regions,Region 4,2019,6,495,81,162,1,0,2,0,0,2019-02-03
HHS Regions,Region 5,2019,6,558,193,84,3,0,1,4,0,2019-02-03
HHS Regions,Region 6,2019,6,416,69,124,0,4,0,0,0,2019-02-03
HHS Regions,Region 7,2019,6,146,35,41,1,0,1,0,0,2019-02-03
HHS Regions,Region 8,2019,6,373,169,107,4,2,3,1,0,2019-02-03
HHS Regions,Region 9,2019,6,462,187,56,18,8,3,1,0,2019-02-03
HHS Regions,Region 10,2019,6,238,128,56,4,0,0,1,0,2019-02-03
HHS Regions,Region 1,2019,7,217,137,35,0,0,0,0,0,2019-02-10
HHS Regions,Region 2,2019,7,234,74,83,1,2,0,0,0,2019-02-10
HHS Regions,Region 3,2019,7,808,332,206,6,0,1,5,0,2019-02-10
HHS Regions,Region 4,2019,7,416,100,121,1,0,1,2,0,2019-02-10
HHS Regions,Region 5,2019,7,628,223,144,6,1,0,3,0,2019-02-10
HHS Regions,Region 6,2019,7,392,53,136,0,2,3,0,0,2019-02-10
HHS Regions,Region 7,2019,7,158,39,64,2,1,1,2,0,2019-02-10
HHS Regions,Region 8,2019,7,392,112,113,56,5,6,0,0,2019-02-10
HHS Regions,Region 9,2019,7,403,164,62,15,3,0,0,0,2019-02-10
HHS Regions,Region 10,2019,7,205,107,61,0,0,0,0,0,2019-02-10
HHS Regions,Region 1,2019,8,181,94,36,3,0,0,2,0,2019-02-17
HHS Regions,Region 2,2019,8,173,38,83,1,1,0,0,0,2019-02-17
HHS Regions,Region 3,2019,8,653,287,186,6,3,1,0,0,2019-02-17
HHS Regions,Region 4,2019,8,352,47,120,0,0,2,1,0,2019-02-17
HHS Regions,Region 5,2019,8,693,183,165,3,1,1,4,0,2019-02-17
HHS Regions,Region 6,2019,8,392,51,148,3,5,2,0,0,2019-02-17
HHS Regions,Region 7,2019,8,156,36,48,2,0,0,1,0,2019-02-17
HHS Regions,Region 8,2019,8,420,107,146,46,4,7,0,0,2019-02-17
HHS Regions,Region 9,2019,8,296,111,67,10,1,1,0,0,2019-02-17
HHS Regions,Region 10,2019,8,94,34,38,1,1,0,0,0,2019-02-17
HHS Regions,Region 1,2019,9,125,46,45,0,1,4,0,0,2019-02-24
HHS Regions,Region 2,2019,9,94,19,42,0,0,0,0,0,2019-02-24
HHS Regions,Region 3,2019,9,271,58,89,2,0,0,0,0,2019-02-24
HHS Regions,Region 4,2019,9,190,29,44,1,0,3,0,0,2019-02-24
HHS Regions,Region 5,2019,9,369,73,112,2,0,0,0,0,2019-02-24
HHS Regions,Region 6,2019,9,190,21,89,0,4,0,0,0,2019-02-24
HHS Regions,Region 7,2019,9,158,33,53,12,1,1,0,0,2019-02-24
HHS Regions,Region 8,2019,9,300,70,131,34,2,3,1,0,2019-02-24
HHS Regions,Region 9,2019,9,264,70,78,7,2,0,1,0,2019-02-24
HHS Regions,Region 10,2019,9,34,10,16,0,0,0,0,0,2019-02-24
