region_type,region,year,week,total_specimens,a_2009_h1n1,a_h3,a_subtyping_not_performed,b,bvic,byam,h3n2v,wk_date
HHS Regions,Region 7,2018,45,52,2,3,0,0,0,3,0,2018-11-04
HHS Regions,Region 8,2018,45,48,14,0,0,0,0,0,0,2018-11-04
HHS Regions,Region 9,2018,45,152,26,3,13,3,2,1,0,2018-11-04
HHS Regions,Region 10,2018,45,73,4,3,0,0,0,0,0,2018-11-04
HHS Regions,Region 1,2018,46,27,2,0,0,0,0,0,0,2018-11-11
HHS Regions,Region 2,2018,46,40,17,1,0,0,0,0,0,2018-11-11
HHS Regions,Region 3,2018,46,269,21,3,0,0,0,0,0,2018-11-11
HHS Regions,Region 4,2018,46,160,15,9,0,0,0,2,0,2018-11-11
HHS Regions,Region 5,2018,46,125,14,2,0,0,1,0,0,2018-11-11
HHS Regions,Region 6,2018,46,68,8,2,0,0,0,0,0,2018-11-11
HHS Regions,Region 7,2018,46,44,4,0,0,0,0,0,0,2018-11-11
HHS Regions,Region 8,2018,46,24,10,0,0,0,0,0,0,2018-11-11
HHS Regions,Region 9,2018,46,181,28,6,9,0,0,0,0,2018-11-11
HHS Regions,Region 10,2018,46,80,5,0,0,0,1,0,0,2018-11-11
HHS Regions,Region 1,2018,47,28,2,1,0,0,0,0,0,2018-11-18
HHS Regions,Region 2,2018,47,25,17,4,0,0,0,0,0,2018-11-18
HHS Regions,Region 3,2018,47,210,32,2,0,0,1,0,0,2018-11-18
HHS Regions,Region 4,2018,47,88,8,10,1,0,0,2,0,2018-11-18
HHS Regions,Region 5,2018,47,128,13,5,0,0,0,1,0,2018-11-18
HHS Regions,Region 6,2018,47,33,8,3,0,0,0,1,0,2018-11-18
HHS Regions,Region 7,2018,47,29,4,2,0,0,0,0,0,2018-11-18
HHS Regions,Region 8,2018,47,19,7,0,0,0,1,0,0,2018-11-18
HHS Regions,Region 9,2018,47,141,64,6,7,1,0,0,0,2018-11-18
HHS Regions,Region 10,2018,47,61,3,2,0,0,0,0,0,2018-11-18
HHS Regions,Region 1,2018,48,33,4,4,0,0,0,0,0,2018-11-25
HHS Regions,Region 2,2018,48,34,20,1,0,0,0,0,0,2018-11-25
HHS Regions,Region 3,2018,48,245,34,5,1,0,0,2,0,2018-11-25
HHS Regions,Region 4,2018,48,148,17,10,0,0,0,3,0,2018-11-25
HHS Regions,Region 5,2018,48,158,19,2,3,0,0,0,0,2018-11-25
HHS Regions,Region 6,2018,48,45,11,6,0,0,0,1,0,2018-11-25
HHS Regions,Region 7,2018,48,46,5,1,0,0,0,0,0,2018-11-25
HHS Regions,Region 8,2018,48,37,19,1,0,0,1,1,0,2018-11-25
HHS Regions,Region 9,2018,48,201,69,6,6,2,0,0,0,2018-11-25
HHS Regions,Region 10,2018,48,22,8,0,0,0,0,0,0,2018-11-25
HHS Regions,Region 1,2018,49,38,11,8,0,0,0,0,0,2018-12-02
HHS Regions,Region 2,2018,49,52,26,2,0,0,0,0,0,2018-12-02
HHS Regions,Region 3,2018,49,190,20,6,3,2,1,1,0,2018-12-02
HHS Regions,Region 4,2018,49,103,9,6,3,0,0,0,0,2018-12-02
HHS Regions,Region 5,2018,49,148,8,1,4,0,0,0,0,2018-12-02
HHS Regions,Region 6,2018,49,38,9,6,0,1,0,0,0,2018-12-02
HHS Regions,Region 7,2018,49,29,1,0,0,0,0,0,0,2018-12-02
HHS Regions,Region 8,2018,49,42,23,3,0,0,1,1,0,2018-12-02
HHS Regions,Region 9,2018,49,122,36,2,3,2,0,1,0,2018-12-02
HHS Regions,Region 10,2018,49,10,5,1,0,0,0,1,0,2018-12-02
