region_type,region,year,week,total_specimens,a_2009_h1n1,a_h3,a_subtyping_not_performed,b,bvic,byam,h3n2v,wk_date
HHS Regions,Region 7,2018,45,52,2,3,0,0,0,3,0,2018-11-04
HHS Regions,Region 8,2018,45,61,15,0,0,0,0,0,0,2018-11-04
HHS Regions,Region 9,2018,45,170,30,3,13,3,2,2,0,2018-11-04
HHS Regions,Region 10,2018,45,76,4,3,0,0,0,0,0,2018-11-04
HHS Regions,Region 1,2018,46,34,4,0,0,0,0,0,0,2018-11-11
HHS Regions,Region 2,2018,46,58,17,1,0,0,0,0,0,2018-11-11
HHS Regions,Region 3,2018,46,281,23,4,0,0,0,0,0,2018-11-11
HHS Regions,Region 4,2018,46,201,16,14,0,0,0,2,0,2018-11-11
HHS Regions,Region 5,2018,46,258,21,8,0,0,1,0,0,2018-11-11
HHS Regions,Region 6,2018,46,123,9,2,0,0,0,0,0,2018-11-11
HHS Regions,Region 7,2018,46,52,4,0,0,0,0,0,0,2018-11-11
HHS Regions,Region 8,2018,46,52,13,2,0,0,0,0,0,2018-11-11
HHS Regions,Region 9,2018,46,231,35,8,9,0,0,1,0,2018-11-11
HHS Regions,Region 10,2018,46,95,5,1,0,0,1,0,0,2018-11-11
HHS Regions,Region 1,2018,47,30,3,1,0,0,0,0,0,2018-11-18
HHS Regions,Region 2,2018,47,48,20,5,0,0,0,0,0,2018-11-18
HHS Regions,Region 3,2018,47,240,32,3,0,0,1,0,0,2018-11-18
HHS Regions,Region 4,2018,47,129,11,16,1,0,0,2,0,2018-11-18
HHS Regions,Region 5,2018,47,224,23,8,0,0,0,1,0,2018-11-18
HHS Regions,Region 6,2018,47,63,8,4,0,0,0,1,0,2018-11-18
HHS Regions,Region 7,2018,47,29,4,2,0,0,0,0,0,2018-11-18
HHS Regions,Region 8,2018,47,36,7,1,0,0,1,0,0,2018-11-18
HHS Regions,Region 9,2018,47,217,97,11,8,1,0,1,0,2018-11-18
HHS Regions,Region 10,2018,47,77,4,2,0,0,0,0,0,2018-11-18
HHS Regions,Region 1,2018,48,44,7,5,0,0,0,0,0,2018-11-25
HHS Regions,Region 2,2018,48,76,26,4,0,0,0,0,0,2018-11-25
HHS Regions,Region 3,2018,48,325,37,7,1,0,0,2,0,2018-11-25
HHS Regions,Region 4,2018,48,259,31,21,0,0,0,4,0,2018-11-25
HHS Regions,Region 5,2018,48,302,37,3,0,0,0,0,0,2018-11-25
HHS Regions,Region 6,2018,48,172,22,7,0,0,0,1,0,2018-11-25
HHS Regions,Region 7,2018,48,48,6,1,1,0,0,0,0,2018-11-25
HHS Regions,Region 8,2018,48,82,23,2,0,0,2,1,0,2018-11-25
HHS Regions,Region 9,2018,48,299,113,13,6,1,0,2,0,2018-11-25
HHS Regions,Region 10,2018,48,62,14,0,1,0,0,0,0,2018-11-25
HHS Regions,Region 1,2018,49,64,15,12,0,0,0,0,0,2018-12-02
HHS Regions,Region 2,2018,49,74,32,3,0,0,0,0,0,2018-12-02
HHS Regions,Region 3,2018,49,349,39,9,1,2,1,1,0,2018-12-02
HHS Regions,Region 4,2018,49,237,21,33,2,0,0,0,0,2018-12-02
HHS Regions,Region 5,2018,49,291,35,8,0,2,0,0,0,2018-12-02
HHS Regions,Region 6,2018,49,119,31,5,0,1,0,0,0,2018-12-02
HHS Regions,Region 7,2018,49,38,4,1,0,0,0,0,0,2018-12-02
HHS Regions,Region 8,2018,49,92,38,5,0,2,2,1,0,2018-12-02
HHS Regions,Region 9,2018,49,299,115,10,11,0,0,4,0,2018-12-02
HHS Regions,Region 10,2018,49,65,12,2,0,0,0,1,0,2018-12-02
HHS Regions,Region 1,2018,50,75,23,10,0,0,0,0,0,2018-12-09
HHS Regions,Region 2,2018,50,114,50,12,0,0,0,0,0,2018-12-09
HHS Regions,Region 3,2018,50,432,68,20,0,1,2,1,0,2018-12-09
HHS Regions,Region 4,2018,50,224,27,75,0,1,0,0,0,2018-12-09
HHS Regions,Region 5,2018,50,301,47,11,3,0,2,2,0,2018-12-09
HHS Regions,Region 6,2018,50,219,100,8,1,0,1,1,0,2018-12-09
HHS Regions,Region 7,2018,50,61,24,4,1,0,0,0,0,2018-12-09
HHS Regions,Region 8,2018,50,139,65,5,0,0,2,2,0,2018-12-09
HHS Regions,Region 9,2018,50,355,184,13,8,1,0,0,0,2018-12-09
HHS Regions,Region 10,2018,50,143,52,2,0,0,0,0,0,2018-12-09
HHS Regions,Region 1,2018,51,92,51,9,1,1,0,2,0,2018-12-16
HHS Regions,Region 2,2018,51,147,84,11,0,0,0,0,0,2018-12-16
HHS Regions,Region 3,2018,51,400,123,9,4,1,12,1,0,2018-12-16
HHS Regions,Region 4,2018,51,219,33,79,1,1,0,1,0,2018-12-16
HHS Regions,Region 5,2018,51,324,70,15,2,0,3,2,0,2018-12-16
HHS Regions,Region 6,2018,51,286,198,4,1,0,0,1,0,2018-12-16
HHS Regions,Region 7,2018,51,85,41,12,0,0,0,0,0,2018-12-16
HHS Regions,Region 8,2018,51,194,116,13,0,0,5,0,0,2018-12-16
HHS Regions,Region 9,2018,51,503,233,30,67,6,0,0,0,2018-12-16
HHS Regions,Region 10,2018,51,148,63,11,0,0,0,0,0,2018-12-16
HHS Regions,Region 1,2018,52,143,106,2,3,0,0,3,0,2018-12-23
HHS Regions,Region 2,2018,52,145,106,7,0,1,0,0,0,2018-12-23
HHS Regions,Region 3,2018,52,356,130,28,3,0,11,2,0,2018-12-23
HHS Regions,Region 4,2018,52,250,47,112,0,0,1,1,0,2018-12-23
HHS Regions,Region 5,2018,52,203,73,10,2,3,2,0,0,2018-12-23
HHS Regions,Region 6,2018,52,116,61,14,1,0,1,0,0,2018-12-23
HHS Regions,Region 7,2018,52,107,44,17,0,0,0,0,0,2018-12-23
HHS Regions,Region 8,2018,52,191,108,11,0,0,3,0,0,2018-12-23
HHS Regions,Region 9,2018,52,525,316,14,89,5,0,0,0,2018-12-23
HHS Regions,Region 10,2018,52,185,84,6,0,1,0,0,0,2018-12-23
HHS Regions,Region 1,2019,1,127,81,10,0,0,0,2,0,2018-12-30
HHS Regions,Region 2,2019,1,130,80,16,3,2,0,0,0,2018-12-30
HHS Regions,Region 3,2019,1,495,160,33,8,0,2,1,0,2018-12-30
HHS Regions,Region 4,2019,1,254,38,79,0,0,0,0,0,2018-12-30
HHS Regions,Region 5,2019,1,291,98,26,2,0,2,2,0,2018-12-30
HHS Regions,Region 6,2019,1,95,32,13,1,0,0,2,0,2018-12-30
HHS Regions,Region 7,2019,1,100,29,17,3,0,0,0,0,2018-12-30
HHS Regions,Region 8,2019,1,150,87,21,2,0,0,0,0,2018-12-30
HHS Regions,Region 9,2019,1,672,348,21,139,4,0,2,0,2018-12-30
HHS Regions,Region 10,2019,1,185,73,12,0,0,0,1,0,2018-12-30
HHS Regions,Region 1,2019,2,199,126,9,1,0,0,2,0,2019-01-06
HHS Regions,Region 2,2019,2,136,74,5,1,1,0,0,0,2019-01-06
HHS Regions,Region 3,2019,2,455,151,37,4,1,0,0,0,2019-01-06
HHS Regions,Region 4,2019,2,252,56,46,0,0,0,1,0,2019-01-06
HHS Regions,Region 5,2019,2,415,142,27,3,2,0,1,0,2019-01-06
HHS Regions,Region 6,2019,2,209,81,15,0,1,0,2,0,2019-01-06
HHS Regions,Region 7,2019,2,105,37,7,1,0,0,0,0,2019-01-06
HHS Regions,Region 8,2019,2,254,132,14,3,2,1,1,0,2019-01-06
HHS Regions,Region 9,2019,2,603,353,24,29,3,0,1,0,2019-01-06
HHS Regions,Region 10,2019,2,193,86,10,1,0,0,0,0,2019-01-06
HHS Regions,Region 1,2019,3,271,182,19,0,0,0,3,0,2019-01-13
HHS Regions,Region 2,2019,3,121,64,16,1,0,0,0,0,2019-01-13
HHS Regions,Region 3,2019,3,395,161,47,4,3,2,2,0,2019-01-13
HHS Regions,Region 4,2019,3,229,42,38,0,0,1,1,0,2019-01-13
HHS Regions,Region 5,2019,3,402,125,41,5,0,0,2,0,2019-01-13
HHS Regions,Region 6,2019,3,206,57,25,0,2,1,1,0,2019-01-13
HHS Regions,Region 7,2019,3,111,26,23,2,0,1,1,0,2019-01-13
HHS Regions,Region 8,2019,3,291,175,33,2,0,7,2,0,2019-01-13
HHS Regions,Region 9,2019,3,322,171,16,20,4,0,1,0,2019-01-13
HHS Regions,Region 10,2019,3,204,122,19,1,0,0,1,0,2019-01-13
HHS Regions,Region 1,2019,4,228,141,24,0,0,0,0,0,2019-01-20
HHS Regions,Region 2,2019,4,92,53,16,1,2,0,0,0,2019-01-20
HHS Regions,Region 3,2019,4,434,185,43,8,2,9,1,0,2019-01-20
HHS Regions,Region 4,2019,4,225,23,74,0,0,0,1,0,2019-01-20
HHS Regions,Region 5,2019,4,344,126,50,17,1,0,1,0,2019-01-20
HHS Regions,Region 6,2019,4,119,34,20,0,3,0,1,0,2019-01-20
HHS Regions,Region 7,2019,4,106,28,28,1,0,0,0,0,2019-01-20
HHS Regions,Region 8,2019,4,235,148,32,0,1,4,2,0,2019-01-20
HHS Regions,Region 9,2019,4,254,124,6,18,2,0,0,0,2019-01-20
HHS Regions,Region 10,2019,4,173,102,23,2,0,0,1,0,2019-01-20
HHS Regions,Region 1,2019,5,129,68,28,0,0,0,1,0,2019-01-27
HHS Regions,Region 2,2019,5,50,17,17,0,1,0,0,0,2019-01-27
HHS Regions,Region 3,2019,5,287,104,52,4,0,1,0,0,2019-01-27
HHS Regions,Region 4,2019,5,194,23,64,3,0,0,0,0,2019-01-27
HHS Regions,Region 5,2019,5,137,44,20,5,1,0,0,0,2019-01-27
HHS Regions,Region 6,2019,5,102,28,26,0,3,1,0,0,2019-01-27
HHS Regions,Region 7,2019,5,106,24,26,3,0,0,0,0,2019-01-27
HHS Regions,Region 8,2019,5,204,117,32,0,1,3,1,0,2019-01-27
HHS Regions,Region 9,2019,5,212,88,12,8,1,0,0,0,2019-01-27
HHS Regions,Region 10,2019,5,21,11,5,0,0,0,0,0,2019-01-27
