region_type,region,year,week,total_specimens,a_2009_h1n1,a_h3,a_subtyping_not_performed,b,bvic,byam,h3n2v,wk_date
HHS Regions,Region 7,2018,45,52,2,3,0,0,0,3,0,2018-11-04
HHS Regions,Region 8,2018,45,58,15,0,0,0,0,0,0,2018-11-04
HHS Regions,Region 9,2018,45,168,30,3,13,3,2,2,0,2018-11-04
HHS Regions,Region 10,2018,45,73,4,3,0,0,0,0,0,2018-11-04
HHS Regions,Region 1,2018,46,33,4,0,0,0,0,0,0,2018-11-11
HHS Regions,Region 2,2018,46,55,17,1,0,0,0,0,0,2018-11-11
HHS Regions,Region 3,2018,46,281,23,4,0,0,0,0,0,2018-11-11
HHS Regions,Region 4,2018,46,198,15,14,0,0,0,2,0,2018-11-11
HHS Regions,Region 5,2018,46,252,21,8,0,0,1,0,0,2018-11-11
HHS Regions,Region 6,2018,46,120,9,2,0,0,0,0,0,2018-11-11
HHS Regions,Region 7,2018,46,51,4,0,0,0,0,0,0,2018-11-11
HHS Regions,Region 8,2018,46,49,12,2,0,0,0,0,0,2018-11-11
HHS Regions,Region 9,2018,46,230,35,8,9,0,0,1,0,2018-11-11
HHS Regions,Region 10,2018,46,90,5,1,0,0,1,0,0,2018-11-11
HHS Regions,Region 1,2018,47,30,3,1,0,0,0,0,0,2018-11-18
HHS Regions,Region 2,2018,47,45,20,5,0,0,0,0,0,2018-11-18
HHS Regions,Region 3,2018,47,240,32,3,0,0,1,0,0,2018-11-18
HHS Regions,Region 4,2018,47,129,11,16,1,0,0,2,0,2018-11-18
HHS Regions,Region 5,2018,47,212,20,8,3,0,0,1,0,2018-11-18
HHS Regions,Region 6,2018,47,61,8,4,0,0,0,1,0,2018-11-18
HHS Regions,Region 7,2018,47,29,4,2,0,0,0,0,0,2018-11-18
HHS Regions,Region 8,2018,47,36,7,1,0,0,1,0,0,2018-11-18
HHS Regions,Region 9,2018,47,217,97,11,8,1,0,1,0,2018-11-18
HHS Regions,Region 10,2018,47,72,3,2,0,0,0,0,0,2018-11-18
HHS Regions,Region 1,2018,48,43,7,5,0,0,0,0,0,2018-11-25
HHS Regions,Region 2,2018,48,71,26,3,0,0,0,0,0,2018-11-25
HHS Regions,Region 3,2018,48,321,37,7,1,0,0,2,0,2018-11-25
HHS Regions,Region 4,2018,48,256,30,21,0,0,0,4,0,2018-11-25
HHS Regions,Region 5,2018,48,290,32,3,4,0,0,0,0,2018-11-25
HHS Regions,Region 6,2018,48,167,19,8,0,0,0,1,0,2018-11-25
HHS Regions,Region 7,2018,48,48,6,1,1,0,0,0,0,2018-11-25
HHS Regions,Region 8,2018,48,82,23,2,0,0,2,1,0,2018-11-25
HHS Regions,Region 9,2018,48,296,111,13,6,1,0,2,0,2018-11-25
HHS Regions,Region 10,2018,48,60,14,0,1,0,0,0,0,2018-11-25
HHS Regions,Region 1,2018,49,64,15,12,0,0,0,0,0,2018-12-02
HHS Regions,Region 2,2018,49,68,31,2,0,0,0,0,0,2018-12-02
HHS Regions,Region 3,2018,49,348,39,9,1,2,1,1,0,2018-12-02
HHS Regions,Region 4,2018,49,236,20,33,1,0,0,0,0,2018-12-02
HHS Regions,Region 5,2018,49,282,32,8,3,2,0,0,0,2018-12-02
HHS Regions,Region 6,2018,49,113,29,4,0,0,0,0,0,2018-12-02
HHS Regions,Region 7,2018,49,38,4,1,0,0,0,0,0,2018-12-02
HHS Regions,Region 8,2018,49,92,38,5,0,2,2,1,0,2018-12-02
HHS Regions,Region 9,2018,49,295,111,10,11,0,0,5,0,2018-12-02
HHS Regions,Region 10,2018,49,60,10,1,1,0,0,1,0,2018-12-02
HHS Regions,Region 1,2018,50,74,22,10,0,0,0,0,0,2018-12-09
HHS Regions,Region 2,2018,50,86,37,8,0,0,0,0,0,2018-12-09
HHS Regions,Region 3,2018,50,413,66,20,0,1,1,1,0,2018-12-09
HHS Regions,Region 4,2018,50,220,26,75,0,1,0,0,0,2018-12-09
HHS Regions,Region 5,2018,50,292,37,11,13,1,1,2,0,2018-12-09
HHS Regions,Region 6,2018,50,194,79,6,1,0,1,1,0,2018-12-09
HHS Regions,Region 7,2018,50,61,24,4,1,0,0,0,0,2018-12-09
HHS Regions,Region 8,2018,50,137,65,5,0,0,2,2,0,2018-12-09
HHS Regions,Region 9,2018,50,342,175,13,9,1,0,0,0,2018-12-09
HHS Regions,Region 10,2018,50,135,49,2,0,0,0,0,0,2018-12-09
HHS Regions,Region 1,2018,51,84,49,6,1,0,0,2,0,2018-12-16
HHS Regions,Region 2,2018,51,87,49,7,0,0,0,0,0,2018-12-16
HHS Regions,Region 3,2018,51,363,114,9,5,2,12,0,0,2018-12-16
HHS Regions,Region 4,2018,51,173,25,50,1,1,0,0,0,2018-12-16
HHS Regions,Region 5,2018,51,314,52,15,19,2,1,2,0,2018-12-16
HHS Regions,Region 6,2018,51,123,65,3,0,0,0,0,0,2018-12-16
HHS Regions,Region 7,2018,51,85,41,11,1,0,0,0,0,2018-12-16
HHS Regions,Region 8,2018,51,191,116,13,0,0,5,0,0,2018-12-16
HHS Regions,Region 9,2018,51,412,181,28,65,6,0,0,0,2018-12-16
HHS Regions,Region 10,2018,51,109,54,7,0,1,0,0,0,2018-12-16
HHS Regions,Region 1,2018,52,132,100,2,3,0,0,1,0,2018-12-23
HHS Regions,Region 2,2018,52,99,70,3,0,1,0,0,0,2018-12-23
HHS Regions,Region 3,2018,52,288,111,23,2,0,11,1,0,2018-12-23
HHS Regions,Region 4,2018,52,147,34,48,0,0,1,1,0,2018-12-23
HHS Regions,Region 5,2018,52,147,41,7,7,4,0,0,0,2018-12-23
HHS Regions,Region 6,2018,52,24,0,7,0,1,1,0,0,2018-12-23
HHS Regions,Region 7,2018,52,107,39,17,5,0,0,0,0,2018-12-23
HHS Regions,Region 8,2018,52,186,104,12,0,0,3,0,0,2018-12-23
HHS Regions,Region 9,2018,52,257,182,4,3,1,1,1,0,2018-12-23
HHS Regions,Region 10,2018,52,94,54,3,0,0,0,0,0,2018-12-23
HHS Regions,Region 1,2019,1,46,26,5,0,0,0,0,0,2018-12-30
HHS Regions,Region 2,2019,1,13,5,1,0,0,0,0,0,2018-12-30
HHS Regions,Region 3,2019,1,209,80,17,5,0,1,0,0,2018-12-30
HHS Regions,Region 4,2019,1,85,10,24,0,0,0,0,0,2018-12-30
HHS Regions,Region 5,2019,1,88,9,2,11,0,1,0,0,2018-12-30
HHS Regions,Region 6,2019,1,25,4,4,0,0,0,0,0,2018-12-30
HHS Regions,Region 7,2019,1,82,9,4,27,0,0,0,0,2018-12-30
HHS Regions,Region 8,2019,1,76,52,5,0,0,0,0,0,2018-12-30
HHS Regions,Region 9,2019,1,188,113,4,7,2,0,0,0,2018-12-30
HHS Regions,Region 10,2019,1,21,14,2,0,0,0,0,0,2018-12-30
