region_type,region,year,week,total_specimens,total_a,total_b,percent_positive,percent_a,percent_b,wk_date
HHS Regions,Region 2,2018,42,2394,7,0,0.292398,0.292398,0,2018-10-14
HHS Regions,Region 3,2018,42,1265,9,0,0.711462,0.711462,0,2018-10-14
HHS Regions,Region 4,2018,42,4685,246,57,6.46745,5.2508,1.21665,2018-10-14
HHS Regions,Region 5,2018,42,4024,10,5,0.372763,0.248509,0.124254,2018-10-14
HHS Regions,Region 6,2018,42,2337,19,18,1.58323,0.813008,0.770218,2018-10-14
HHS Regions,Region 7,2018,42,1144,3,0,0.262238,0.262238,0,2018-10-14
HHS Regions,Region 8,2018,42,1161,4,0,0.344531,0.344531,0,2018-10-14
HHS Regions,Region 9,2018,42,777,5,5,1.287,0.643501,0.643501,2018-10-14
HHS Regions,Region 10,2018,42,1046,6,3,0.860421,0.573614,0.286807,2018-10-14
HHS Regions,Region 1,2018,43,1152,12,4,1.38889,1.04167,0.347222,2018-10-21
HHS Regions,Region 2,2018,43,2511,11,3,0.557547,0.438072,0.119474,2018-10-21
HHS Regions,Region 3,2018,43,1434,7,1,0.55788,0.488145,0.069735,2018-10-21
HHS Regions,Region 4,2018,43,4923,248,64,6.3376,5.03758,1.30002,2018-10-21
HHS Regions,Region 5,2018,43,4246,21,8,0.682996,0.494583,0.188413,2018-10-21
HHS Regions,Region 6,2018,43,2436,19,14,1.35468,0.779967,0.574713,2018-10-21
HHS Regions,Region 7,2018,43,1202,3,0,0.249584,0.249584,0,2018-10-21
HHS Regions,Region 8,2018,43,1262,4,1,0.396197,0.316957,0.0792393,2018-10-21
HHS Regions,Region 9,2018,43,812,4,0,0.492611,0.492611,0,2018-10-21
HHS Regions,Region 10,2018,43,1084,6,3,0.830258,0.553506,0.276753,2018-10-21
HHS Regions,Region 1,2018,44,1279,19,5,1.87647,1.48554,0.39093,2018-10-28
HHS Regions,Region 2,2018,44,2438,12,2,0.574241,0.492207,0.0820345,2018-10-28
HHS Regions,Region 3,2018,44,1518,2,1,0.197628,0.131752,0.0658762,2018-10-28
HHS Regions,Region 4,2018,44,4850,247,47,6.06186,5.09278,0.969072,2018-10-28
HHS Regions,Region 5,2018,44,4369,36,6,0.961318,0.823987,0.137331,2018-10-28
HHS Regions,Region 6,2018,44,2849,29,21,1.755,1.0179,0.737101,2018-10-28
HHS Regions,Region 7,2018,44,1238,0,0,0,0,0,2018-10-28
HHS Regions,Region 8,2018,44,1290,8,4,0.930233,0.620155,0.310078,2018-10-28
HHS Regions,Region 9,2018,44,908,14,3,1.87225,1.54185,0.330396,2018-10-28
HHS Regions,Region 10,2018,44,946,8,2,1.05708,0.845666,0.211416,2018-10-28
HHS Regions,Region 1,2018,45,1268,25,0,1.97161,1.97161,0,2018-11-04
HHS Regions,Region 2,2018,45,2456,25,1,1.05863,1.01792,0.0407166,2018-11-04
HHS Regions,Region 3,2018,45,1554,4,4,0.514801,0.2574,0.2574,2018-11-04
HHS Regions,Region 4,2018,45,5091,363,57,8.24985,7.13023,1.11962,2018-11-04
HHS Regions,Region 5,2018,45,4504,49,10,1.30995,1.08792,0.222025,2018-11-04
HHS Regions,Region 6,2018,45,3014,30,15,1.49303,0.995355,0.497678,2018-11-04
HHS Regions,Region 7,2018,45,1257,5,0,0.397772,0.397772,0,2018-11-04
HHS Regions,Region 8,2018,45,1351,12,1,0.96225,0.888231,0.0740192,2018-11-04
HHS Regions,Region 9,2018,45,973,14,2,1.6444,1.43885,0.20555,2018-11-04
HHS Regions,Region 10,2018,45,1222,8,4,0.981997,0.654664,0.327332,2018-11-04
HHS Regions,Region 1,2018,46,1234,14,4,1.45867,1.13452,0.324149,2018-11-11
HHS Regions,Region 2,2018,46,2492,32,1,1.32424,1.28411,0.0401284,2018-11-11
HHS Regions,Region 3,2018,46,1625,9,0,0.553846,0.553846,0,2018-11-11
HHS Regions,Region 4,2018,46,5196,403,54,8.79523,7.75597,1.03926,2018-11-11
HHS Regions,Region 5,2018,46,4806,80,12,1.91427,1.66459,0.249688,2018-11-11
HHS Regions,Region 6,2018,46,3122,36,18,1.72966,1.15311,0.576553,2018-11-11
HHS Regions,Region 7,2018,46,994,21,0,2.11268,2.11268,0,2018-11-11
HHS Regions,Region 8,2018,46,1347,23,1,1.78174,1.7075,0.074239,2018-11-11
HHS Regions,Region 9,2018,46,853,15,0,1.7585,1.7585,0,2018-11-11
HHS Regions,Region 10,2018,46,1191,13,4,1.42737,1.09152,0.335852,2018-11-11
HHS Regions,Region 1,2018,47,1256,24,0,1.91083,1.91083,0,2018-11-18
HHS Regions,Region 2,2018,47,2563,40,4,1.71674,1.56067,0.156067,2018-11-18
HHS Regions,Region 3,2018,47,1411,11,1,0.850461,0.779589,0.0708717,2018-11-18
HHS Regions,Region 4,2018,47,5174,482,34,9.97294,9.31581,0.657132,2018-11-18
HHS Regions,Region 5,2018,47,3685,47,6,1.43826,1.27544,0.162822,2018-11-18
HHS Regions,Region 6,2018,47,3187,91,13,3.26326,2.85535,0.407907,2018-11-18
HHS Regions,Region 7,2018,47,1236,35,0,2.83172,2.83172,0,2018-11-18
HHS Regions,Region 8,2018,47,1358,25,3,2.06186,1.84094,0.220913,2018-11-18
HHS Regions,Region 9,2018,47,839,37,1,4.5292,4.41001,0.11919,2018-11-18
HHS Regions,Region 10,2018,47,1263,25,1,2.05859,1.97941,0.0791766,2018-11-18
HHS Regions,Region 1,2018,48,1493,36,3,2.61219,2.41125,0.200938,2018-11-25
HHS Regions,Region 2,2018,48,2779,67,7,2.66283,2.41094,0.251889,2018-11-25
HHS Regions,Region 3,2018,48,960,16,2,1.875,1.66667,0.208333,2018-11-25
HHS Regions,Region 4,2018,48,4808,435,52,10.129,9.04742,1.08153,2018-11-25
HHS Regions,Region 5,2018,48,3960,82,5,2.19697,2.07071,0.126263,2018-11-25
HHS Regions,Region 6,2018,48,2546,59,5,2.51375,2.31736,0.196386,2018-11-25
HHS Regions,Region 7,2018,48,1433,30,0,2.09351,2.09351,0,2018-11-25
HHS Regions,Region 8,2018,48,1546,44,0,2.84605,2.84605,0,2018-11-25
HHS Regions,Region 9,2018,48,872,58,3,6.99541,6.65138,0.344037,2018-11-25
HHS Regions,Region 10,2018,48,1454,19,2,1.44429,1.30674,0.137552,2018-11-25
