component_model_id,season,location,target,weight
Historical Average,2010/2011,HHS Region 10,1 wk ahead,6.38113196322379e-09
Subtype Historical Average,2010/2011,HHS Region 10,1 wk ahead,6.25793668703493e-08
Dynamic Harmonic Model,2011/2012,HHS Region 10,1 wk ahead,0.999999922333291
Historical Average,2011/2012,HHS Region 10,1 wk ahead,6.60311084910516e-09
Subtype Historical Average,2011/2012,HHS Region 10,1 wk ahead,7.10635983779797e-08
Dynamic Harmonic Model,2012/2013,HHS Region 10,1 wk ahead,0.999999946311716
Historical Average,2012/2013,HHS Region 10,1 wk ahead,1.03154367187717e-08
Subtype Historical Average,2012/2013,HHS Region 10,1 wk ahead,4.33728471973809e-08
Dynamic Harmonic Model,2013/2014,HHS Region 10,1 wk ahead,0.999999949890723
Historical Average,2013/2014,HHS Region 10,1 wk ahead,5.78868164193542e-09
Subtype Historical Average,2013/2014,HHS Region 10,1 wk ahead,4.4320595574341e-08
Dynamic Harmonic Model,2014/2015,HHS Region 10,1 wk ahead,0.999999940584477
Historical Average,2014/2015,HHS Region 10,1 wk ahead,1.50188062132281e-08
Subtype Historical Average,2014/2015,HHS Region 10,1 wk ahead,4.43967164538054e-08
Dynamic Harmonic Model,2015/2016,HHS Region 10,1 wk ahead,0.999999939778722
Historical Average,2015/2016,HHS Region 10,1 wk ahead,3.90511955299283e-09
Subtype Historical Average,2015/2016,HHS Region 10,1 wk ahead,5.6316158522994e-08
Dynamic Harmonic Model,2016/2017,HHS Region 10,1 wk ahead,0.999999944222324
Historical Average,2016/2017,HHS Region 10,1 wk ahead,3.55830442946454e-09
Subtype Historical Average,2016/2017,HHS Region 10,1 wk ahead,5.22193713326768e-08
Dynamic Harmonic Model,2017/2018,HHS Region 10,1 wk ahead,0.999999953400325
Historical Average,2017/2018,HHS Region 10,1 wk ahead,3.06742832697364e-09
Subtype Historical Average,2017/2018,HHS Region 10,1 wk ahead,4.3532246598923e-08
Dynamic Harmonic Model,2010/2011,HHS Region 2,1 wk ahead,0.999999798626045
Historical Average,2010/2011,HHS Region 2,1 wk ahead,7.86440470840219e-09
Subtype Historical Average,2010/2011,HHS Region 2,1 wk ahead,1.93509550526235e-07
Dynamic Harmonic Model,2011/2012,HHS Region 2,1 wk ahead,0.99999935390897
Historical Average,2011/2012,HHS Region 2,1 wk ahead,1.2291826789123e-09
Subtype Historical Average,2011/2012,HHS Region 2,1 wk ahead,6.44861847635751e-07
Dynamic Harmonic Model,2012/2013,HHS Region 2,1 wk ahead,0.999999611864609
Historical Average,2012/2013,HHS Region 2,1 wk ahead,2.39630148799356e-09
Subtype Historical Average,2012/2013,HHS Region 2,1 wk ahead,3.85739089253131e-07
Dynamic Harmonic Model,2013/2014,HHS Region 2,1 wk ahead,0.999999655891723
Historical Average,2013/2014,HHS Region 2,1 wk ahead,1.10082454124147e-08
Subtype Historical Average,2013/2014,HHS Region 2,1 wk ahead,3.33100031423789e-07
Dynamic Harmonic Model,2014/2015,HHS Region 2,1 wk ahead,0.999999752811879
Historical Average,2014/2015,HHS Region 2,1 wk ahead,1.2453613499264e-08
Subtype Historical Average,2014/2015,HHS Region 2,1 wk ahead,2.34734507696248e-07
Dynamic Harmonic Model,2015/2016,HHS Region 2,1 wk ahead,0.999999934696559
Historical Average,2015/2016,HHS Region 2,1 wk ahead,1.98747982157036e-09
Subtype Historical Average,2015/2016,HHS Region 2,1 wk ahead,6.33159612535566e-08
Dynamic Harmonic Model,2016/2017,HHS Region 2,1 wk ahead,0.999999712153354
Historical Average,2016/2017,HHS Region 2,1 wk ahead,1.00411027435391e-09
Subtype Historical Average,2016/2017,HHS Region 2,1 wk ahead,2.86842535229481e-07
Dynamic Harmonic Model,2017/2018,HHS Region 2,1 wk ahead,0.999999342596291
Historical Average,2017/2018,HHS Region 2,1 wk ahead,1.10224888745465e-09
Subtype Historical Average,2017/2018,HHS Region 2,1 wk ahead,6.56301460250532e-07
Dynamic Harmonic Model,2010/2011,HHS Region 3,1 wk ahead,0.999998843519206
Historical Average,2010/2011,HHS Region 3,1 wk ahead,2.78755266484178e-14
Subtype Historical Average,2010/2011,HHS Region 3,1 wk ahead,1.15648076584485e-06
Dynamic Harmonic Model,2011/2012,HHS Region 3,1 wk ahead,0.999995382724794
Historical Average,2011/2012,HHS Region 3,1 wk ahead,4.39474194735128e-19
Subtype Historical Average,2011/2012,HHS Region 3,1 wk ahead,4.61727520577595e-06
Dynamic Harmonic Model,2012/2013,HHS Region 3,1 wk ahead,0.999999874572315
Historical Average,2012/2013,HHS Region 3,1 wk ahead,7.20773304920422e-11
Subtype Historical Average,2012/2013,HHS Region 3,1 wk ahead,1.25355607661616e-07
Dynamic Harmonic Model,2013/2014,HHS Region 3,1 wk ahead,0.999999019798178
Historical Average,2013/2014,HHS Region 3,1 wk ahead,1.34538091452931e-13
Subtype Historical Average,2013/2014,HHS Region 3,1 wk ahead,9.80201687215805e-07
Dynamic Harmonic Model,2014/2015,HHS Region 3,1 wk ahead,0.999999884499143
Historical Average,2014/2015,HHS Region 3,1 wk ahead,2.84771592353413e-09
Subtype Historical Average,2014/2015,HHS Region 3,1 wk ahead,1.12653140942264e-07
Dynamic Harmonic Model,2015/2016,HHS Region 3,1 wk ahead,0.999998552757464
Historical Average,2015/2016,HHS Region 3,1 wk ahead,1.85609779042345e-15
Subtype Historical Average,2015/2016,HHS Region 3,1 wk ahead,1.44724253373146e-06
Dynamic Harmonic Model,2016/2017,HHS Region 3,1 wk ahead,0.999999259698622
Historical Average,2016/2017,HHS Region 3,1 wk ahead,8.67778550157701e-14
Subtype Historical Average,2016/2017,HHS Region 3,1 wk ahead,7.40301291585986e-07
Dynamic Harmonic Model,2017/2018,HHS Region 3,1 wk ahead,0.999998646480545
Historical Average,2017/2018,HHS Region 3,1 wk ahead,6.56648932797794e-15
Subtype Historical Average,2017/2018,HHS Region 3,1 wk ahead,1.35351944888057e-06
Dynamic Harmonic Model,2010/2011,HHS Region 4,1 wk ahead,0.985274277062911
Historical Average,2010/2011,HHS Region 4,1 wk ahead,1.69907447926188e-07
Subtype Historical Average,2010/2011,HHS Region 4,1 wk ahead,0.0147255530296408
Dynamic Harmonic Model,2011/2012,HHS Region 4,1 wk ahead,0.986404229951672
Historical Average,2011/2012,HHS Region 4,1 wk ahead,1.15313194067502e-07
Subtype Historical Average,2011/2012,HHS Region 4,1 wk ahead,0.0135956547351342
Dynamic Harmonic Model,2012/2013,HHS Region 4,1 wk ahead,0.999999966530933
Historical Average,2012/2013,HHS Region 4,1 wk ahead,7.1301942605063e-10
Subtype Historical Average,2012/2013,HHS Region 4,1 wk ahead,3.275604774648e-08
Dynamic Harmonic Model,2013/2014,HHS Region 4,1 wk ahead,0.986555617989283
Historical Average,2013/2014,HHS Region 4,1 wk ahead,1.87506980423937e-07
Subtype Historical Average,2013/2014,HHS Region 4,1 wk ahead,0.013444194503737
Dynamic Harmonic Model,2014/2015,HHS Region 4,1 wk ahead,0.987749356663506
Historical Average,2014/2015,HHS Region 4,1 wk ahead,1.99599238533612e-07
Subtype Historical Average,2014/2015,HHS Region 4,1 wk ahead,0.0122504437372554
Dynamic Harmonic Model,2015/2016,HHS Region 4,1 wk ahead,0.985947158819464
Historical Average,2015/2016,HHS Region 4,1 wk ahead,1.37242213683808e-07
Subtype Historical Average,2015/2016,HHS Region 4,1 wk ahead,0.0140527039383219
Dynamic Harmonic Model,2016/2017,HHS Region 4,1 wk ahead,0.983921541066563
Historical Average,2016/2017,HHS Region 4,1 wk ahead,1.63198296219464e-07
Subtype Historical Average,2016/2017,HHS Region 4,1 wk ahead,0.0160782957351411
Dynamic Harmonic Model,2017/2018,HHS Region 4,1 wk ahead,0.984843000056735
Historical Average,2017/2018,HHS Region 4,1 wk ahead,1.29418760865295e-07
Subtype Historical Average,2017/2018,HHS Region 4,1 wk ahead,0.0151568705245039
Dynamic Harmonic Model,2010/2011,HHS Region 5,1 wk ahead,0.999999717579775
Historical Average,2010/2011,HHS Region 5,1 wk ahead,8.37494393440316e-17
Subtype Historical Average,2010/2011,HHS Region 5,1 wk ahead,2.82420224890812e-07
Dynamic Harmonic Model,2011/2012,HHS Region 5,1 wk ahead,0.999999637384632
Historical Average,2011/2012,HHS Region 5,1 wk ahead,3.98069686666273e-17
Subtype Historical Average,2011/2012,HHS Region 5,1 wk ahead,3.62615368116539e-07
Dynamic Harmonic Model,2012/2013,HHS Region 5,1 wk ahead,0.999999375469048
Historical Average,2012/2013,HHS Region 5,1 wk ahead,2.13159499799967e-19
Subtype Historical Average,2012/2013,HHS Region 5,1 wk ahead,6.24530952277121e-07
Dynamic Harmonic Model,2013/2014,HHS Region 5,1 wk ahead,0.999999811587079
Historical Average,2013/2014,HHS Region 5,1 wk ahead,2.57841404982499e-14
Subtype Historical Average,2013/2014,HHS Region 5,1 wk ahead,1.88412895475998e-07
Dynamic Harmonic Model,2014/2015,HHS Region 5,1 wk ahead,0.999999961258835
Historical Average,2014/2015,HHS Region 5,1 wk ahead,2.84398172041377e-09
Subtype Historical Average,2014/2015,HHS Region 5,1 wk ahead,3.58971830428734e-08
Dynamic Harmonic Model,2015/2016,HHS Region 5,1 wk ahead,0.999999652769335
Historical Average,2015/2016,HHS Region 5,1 wk ahead,4.81818204394626e-17
Subtype Historical Average,2015/2016,HHS Region 5,1 wk ahead,3.47230664489778e-07
Dynamic Harmonic Model,2016/2017,HHS Region 5,1 wk ahead,0.99999967379814
Historical Average,2016/2017,HHS Region 5,1 wk ahead,1.84115612582317e-17
Subtype Historical Average,2016/2017,HHS Region 5,1 wk ahead,3.26201859725106e-07
Dynamic Harmonic Model,2017/2018,HHS Region 5,1 wk ahead,0.999999349812135
Historical Average,2017/2018,HHS Region 5,1 wk ahead,2.14052833616907e-19
Subtype Historical Average,2017/2018,HHS Region 5,1 wk ahead,6.50187864769227e-07
Dynamic Harmonic Model,2010/2011,HHS Region 6,1 wk ahead,0.999999977451812
Historical Average,2010/2011,HHS Region 6,1 wk ahead,1.89321261532599e-09
Subtype Historical Average,2010/2011,HHS Region 6,1 wk ahead,2.06549754003062e-08
Dynamic Harmonic Model,2011/2012,HHS Region 6,1 wk ahead,0.999999981106282
Historical Average,2011/2012,HHS Region 6,1 wk ahead,1.00201525379663e-09
Subtype Historical Average,2011/2012,HHS Region 6,1 wk ahead,1.7891703167083e-08
Dynamic Harmonic Model,2012/2013,HHS Region 6,1 wk ahead,0.999999980284826
Historical Average,2012/2013,HHS Region 6,1 wk ahead,9.3776218979231e-10
Subtype Historical Average,2012/2013,HHS Region 6,1 wk ahead,1.8777411806657e-08
Dynamic Harmonic Model,2013/2014,HHS Region 6,1 wk ahead,0.999999986978024
Historical Average,2013/2014,HHS Region 6,1 wk ahead,2.14549357701992e-09
Subtype Historical Average,2013/2014,HHS Region 6,1 wk ahead,1.08764824435602e-08
Dynamic Harmonic Model,2014/2015,HHS Region 6,1 wk ahead,0.999999987001905
Historical Average,2014/2015,HHS Region 6,1 wk ahead,4.08838438015778e-09
Subtype Historical Average,2014/2015,HHS Region 6,1 wk ahead,8.9097106213816e-09
Dynamic Harmonic Model,2015/2016,HHS Region 6,1 wk ahead,0.999999978947792
Historical Average,2015/2016,HHS Region 6,1 wk ahead,1.30937463039587e-09
Subtype Historical Average,2015/2016,HHS Region 6,1 wk ahead,1.97428329227011e-08
Dynamic Harmonic Model,2016/2017,HHS Region 6,1 wk ahead,0.999999973569772
Historical Average,2016/2017,HHS Region 6,1 wk ahead,1.67211552427121e-09
Subtype Historical Average,2016/2017,HHS Region 6,1 wk ahead,2.47581126689236e-08
Dynamic Harmonic Model,2017/2018,HHS Region 6,1 wk ahead,0.99999998298544
Historical Average,2017/2018,HHS Region 6,1 wk ahead,9.59112216968072e-10
Subtype Historical Average,2017/2018,HHS Region 6,1 wk ahead,1.60554482142858e-08
Dynamic Harmonic Model,2010/2011,HHS Region 7,1 wk ahead,0.999999946121673
Historical Average,2010/2011,HHS Region 7,1 wk ahead,2.62215401657681e-10
Subtype Historical Average,2010/2011,HHS Region 7,1 wk ahead,5.36161113720947e-08
Dynamic Harmonic Model,2011/2012,HHS Region 7,1 wk ahead,0.999999940601884
Historical Average,2011/2012,HHS Region 7,1 wk ahead,3.49328623196894e-10
Subtype Historical Average,2011/2012,HHS Region 7,1 wk ahead,5.90487877526531e-08
Dynamic Harmonic Model,2012/2013,HHS Region 7,1 wk ahead,0.999999919734043
Historical Average,2012/2013,HHS Region 7,1 wk ahead,1.84089493064793e-10
Subtype Historical Average,2012/2013,HHS Region 7,1 wk ahead,8.00818678999582e-08
Dynamic Harmonic Model,2013/2014,HHS Region 7,1 wk ahead,0.999999974535261
Historical Average,2013/2014,HHS Region 7,1 wk ahead,2.3464412860549e-09
Subtype Historical Average,2013/2014,HHS Region 7,1 wk ahead,2.31182977731608e-08
Dynamic Harmonic Model,2014/2015,HHS Region 7,1 wk ahead,0.999999974669401
Historical Average,2014/2015,HHS Region 7,1 wk ahead,1.23579930264361e-09
Subtype Historical Average,2014/2015,HHS Region 7,1 wk ahead,2.40947999340262e-08
Dynamic Harmonic Model,2015/2016,HHS Region 7,1 wk ahead,0.999999941083439
Historical Average,2015/2016,HHS Region 7,1 wk ahead,2.71098814983765e-10
Subtype Historical Average,2015/2016,HHS Region 7,1 wk ahead,5.86454625197769e-08
Dynamic Harmonic Model,2016/2017,HHS Region 7,1 wk ahead,0.999999960101005
Historical Average,2016/2017,HHS Region 7,1 wk ahead,1.33029864128605e-10
Subtype Historical Average,2016/2017,HHS Region 7,1 wk ahead,3.97659654421958e-08
Dynamic Harmonic Model,2017/2018,HHS Region 7,1 wk ahead,0.99999993316642
Historical Average,2017/2018,HHS Region 7,1 wk ahead,1.18540325648534e-10
Subtype Historical Average,2017/2018,HHS Region 7,1 wk ahead,6.67150399052108e-08
Dynamic Harmonic Model,2010/2011,HHS Region 8,1 wk ahead,0.999999883456377
Historical Average,2010/2011,HHS Region 8,1 wk ahead,1.18551202002449e-08
Subtype Historical Average,2010/2011,HHS Region 8,1 wk ahead,1.04688502736053e-07
Dynamic Harmonic Model,2011/2012,HHS Region 8,1 wk ahead,0.999999866152219
Historical Average,2011/2012,HHS Region 8,1 wk ahead,7.64969829510796e-09
Subtype Historical Average,2011/2012,HHS Region 8,1 wk ahead,1.26198083045232e-07
Dynamic Harmonic Model,2012/2013,HHS Region 8,1 wk ahead,0.999999793062858
Historical Average,2012/2013,HHS Region 8,1 wk ahead,1.51791024986285e-08
Subtype Historical Average,2012/2013,HHS Region 8,1 wk ahead,1.91758039369458e-07
Dynamic Harmonic Model,2013/2014,HHS Region 8,1 wk ahead,0.999999888323793
Historical Average,2013/2014,HHS Region 8,1 wk ahead,2.26270908451056e-08
Subtype Historical Average,2013/2014,HHS Region 8,1 wk ahead,8.90491161044013e-08
Dynamic Harmonic Model,2014/2015,HHS Region 8,1 wk ahead,0.999999903813541
Historical Average,2014/2015,HHS Region 8,1 wk ahead,2.55251672660225e-08
Subtype Historical Average,2014/2015,HHS Region 8,1 wk ahead,7.06612916883759e-08
Dynamic Harmonic Model,2015/2016,HHS Region 8,1 wk ahead,0.999999843944248
Historical Average,2015/2016,HHS Region 8,1 wk ahead,1.02356887654809e-08
Subtype Historical Average,2015/2016,HHS Region 8,1 wk ahead,1.45820063498035e-07
Dynamic Harmonic Model,2016/2017,HHS Region 8,1 wk ahead,0.999999877236483
Historical Average,2016/2017,HHS Region 8,1 wk ahead,9.78906552916062e-09
Subtype Historical Average,2016/2017,HHS Region 8,1 wk ahead,1.12974451866895e-07
Dynamic Harmonic Model,2017/2018,HHS Region 8,1 wk ahead,0.999999855978073
Historical Average,2017/2018,HHS Region 8,1 wk ahead,8.75980329482779e-09
Subtype Historical Average,2017/2018,HHS Region 8,1 wk ahead,1.3526212350498e-07
Dynamic Harmonic Model,2010/2011,HHS Region 9,1 wk ahead,0.771614250116879
Historical Average,2010/2011,HHS Region 9,1 wk ahead,2.82806213680769e-06
Subtype Historical Average,2010/2011,HHS Region 9,1 wk ahead,0.228382921820985
Dynamic Harmonic Model,2011/2012,HHS Region 9,1 wk ahead,0.771546194745892
Historical Average,2011/2012,HHS Region 9,1 wk ahead,1.7072633868914e-06
Subtype Historical Average,2011/2012,HHS Region 9,1 wk ahead,0.228452097990721
Dynamic Harmonic Model,2012/2013,HHS Region 9,1 wk ahead,0.82316421343053
Historical Average,2012/2013,HHS Region 9,1 wk ahead,2.67784623695183e-06
Subtype Historical Average,2012/2013,HHS Region 9,1 wk ahead,0.176833108723233
Dynamic Harmonic Model,2013/2014,HHS Region 9,1 wk ahead,0.772085212482915
Historical Average,2013/2014,HHS Region 9,1 wk ahead,1.75196437759092e-05
Subtype Historical Average,2013/2014,HHS Region 9,1 wk ahead,0.227897267873309
Dynamic Harmonic Model,2014/2015,HHS Region 9,1 wk ahead,0.763548251142085
Historical Average,2014/2015,HHS Region 9,1 wk ahead,5.53744550919358e-06
Subtype Historical Average,2014/2015,HHS Region 9,1 wk ahead,0.236446211412406
Dynamic Harmonic Model,2015/2016,HHS Region 9,1 wk ahead,0.742207131956851
Historical Average,2015/2016,HHS Region 9,1 wk ahead,3.01852501917037e-06
Subtype Historical Average,2015/2016,HHS Region 9,1 wk ahead,0.25778984951813
Dynamic Harmonic Model,2016/2017,HHS Region 9,1 wk ahead,0.686099483364906
Historical Average,2016/2017,HHS Region 9,1 wk ahead,3.51997855724872e-06
Subtype Historical Average,2016/2017,HHS Region 9,1 wk ahead,0.313896996656537
Dynamic Harmonic Model,2017/2018,HHS Region 9,1 wk ahead,0.682228129046474
Historical Average,2017/2018,HHS Region 9,1 wk ahead,3.29213499280196e-06
Subtype Historical Average,2017/2018,HHS Region 9,1 wk ahead,0.317768578818533
Dynamic Harmonic Model,2010/2011,US National,1 wk ahead,0.983748252906948
Historical Average,2010/2011,US National,1 wk ahead,2.2658418763624e-07
Subtype Historical Average,2010/2011,US National,1 wk ahead,0.0162515205088639
Dynamic Harmonic Model,2011/2012,US National,1 wk ahead,0.981782402525648
Historical Average,2011/2012,US National,1 wk ahead,2.45504717469289e-07
Subtype Historical Average,2011/2012,US National,1 wk ahead,0.0182173519696348
Dynamic Harmonic Model,2012/2013,US National,1 wk ahead,0.999999903491034
Historical Average,2012/2013,US National,1 wk ahead,1.41640301188481e-10
Subtype Historical Average,2012/2013,US National,1 wk ahead,9.63673253629568e-08
Dynamic Harmonic Model,2013/2014,US National,1 wk ahead,0.986387152851192
Historical Average,2013/2014,US National,1 wk ahead,4.08355978455301e-07
Subtype Historical Average,2013/2014,US National,1 wk ahead,0.0136124387928299
Dynamic Harmonic Model,2014/2015,US National,1 wk ahead,0.983240839086119
Historical Average,2014/2015,US National,1 wk ahead,2.33143533116458e-07
Subtype Historical Average,2014/2015,US National,1 wk ahead,0.0167589277703483
Dynamic Harmonic Model,2015/2016,US National,1 wk ahead,0.983305582866878
Historical Average,2015/2016,US National,1 wk ahead,2.18734255238165e-07
Subtype Historical Average,2015/2016,US National,1 wk ahead,0.016694198398867
Dynamic Harmonic Model,2016/2017,US National,1 wk ahead,0.981681111949036
Historical Average,2016/2017,US National,1 wk ahead,2.07079783305286e-07
Subtype Historical Average,2016/2017,US National,1 wk ahead,0.0183186809711806
Dynamic Harmonic Model,2017/2018,US National,1 wk ahead,0.981186387365649
Historical Average,2017/2018,US National,1 wk ahead,2.31260965500981e-07
Subtype Historical Average,2017/2018,US National,1 wk ahead,0.0188133813733851
Dynamic Harmonic Model,2010/2011,HHS Region 1,2 wk ahead,0.999999810121136
Historical Average,2010/2011,HHS Region 1,2 wk ahead,1.87030649314617e-08
Subtype Historical Average,2010/2011,HHS Region 1,2 wk ahead,1.71175799137858e-07
Dynamic Harmonic Model,2011/2012,HHS Region 1,2 wk ahead,0.999999776664559
Historical Average,2011/2012,HHS Region 1,2 wk ahead,1.41122246236187e-08
Subtype Historical Average,2011/2012,HHS Region 1,2 wk ahead,2.09223216561195e-07
Dynamic Harmonic Model,2012/2013,HHS Region 1,2 wk ahead,0.99999982507963
Historical Average,2012/2013,HHS Region 1,2 wk ahead,1.93323048145043e-08
Subtype Historical Average,2012/2013,HHS Region 1,2 wk ahead,1.55588064994419e-07
Dynamic Harmonic Model,2013/2014,HHS Region 1,2 wk ahead,0.99999982041231
Historical Average,2013/2014,HHS Region 1,2 wk ahead,5.39337391846915e-08
Subtype Historical Average,2013/2014,HHS Region 1,2 wk ahead,1.25653950637165e-07
Dynamic Harmonic Model,2014/2015,HHS Region 1,2 wk ahead,0.999999901263556
Historical Average,2014/2015,HHS Region 1,2 wk ahead,2.18518167685013e-08
Subtype Historical Average,2014/2015,HHS Region 1,2 wk ahead,7.68846273614285e-08
Dynamic Harmonic Model,2015/2016,HHS Region 1,2 wk ahead,0.999999900658747
Historical Average,2015/2016,HHS Region 1,2 wk ahead,7.40616148353564e-09
Subtype Historical Average,2015/2016,HHS Region 1,2 wk ahead,9.19350918878956e-08
Dynamic Harmonic Model,2016/2017,HHS Region 1,2 wk ahead,0.999999758632362
Historical Average,2016/2017,HHS Region 1,2 wk ahead,1.87650569338711e-08
Subtype Historical Average,2016/2017,HHS Region 1,2 wk ahead,2.22602580574415e-07
Dynamic Harmonic Model,2017/2018,HHS Region 1,2 wk ahead,0.999999525646601
Historical Average,2017/2018,HHS Region 1,2 wk ahead,2.0552576573612e-08
Subtype Historical Average,2017/2018,HHS Region 1,2 wk ahead,4.53800822006731e-07
Dynamic Harmonic Model,2010/2011,HHS Region 10,2 wk ahead,0.974280876150139
Historical Average,2010/2011,HHS Region 10,2 wk ahead,4.1394182236411e-06
Subtype Historical Average,2010/2011,HHS Region 10,2 wk ahead,0.0257149844316376
Dynamic Harmonic Model,2011/2012,HHS Region 10,2 wk ahead,0.969372538036209
Historical Average,2011/2012,HHS Region 10,2 wk ahead,4.11162728322372e-06
Subtype Historical Average,2011/2012,HHS Region 10,2 wk ahead,0.0306233503365073
Dynamic Harmonic Model,2012/2013,HHS Region 10,2 wk ahead,0.975071087878193
Historical Average,2012/2013,HHS Region 10,2 wk ahead,9.01363650852837e-06
Subtype Historical Average,2012/2013,HHS Region 10,2 wk ahead,0.024919898485298
Dynamic Harmonic Model,2013/2014,HHS Region 10,2 wk ahead,0.999999774813706
Historical Average,2013/2014,HHS Region 10,2 wk ahead,1.48223624869877e-08
Subtype Historical Average,2013/2014,HHS Region 10,2 wk ahead,2.10363931366571e-07
Dynamic Harmonic Model,2014/2015,HHS Region 10,2 wk ahead,0.972909009917428
Historical Average,2014/2015,HHS Region 10,2 wk ahead,1.17284523823996e-05
Subtype Historical Average,2014/2015,HHS Region 10,2 wk ahead,0.0270792616301895
Dynamic Harmonic Model,2015/2016,HHS Region 10,2 wk ahead,0.970331248168889
Historical Average,2015/2016,HHS Region 10,2 wk ahead,3.82212615240123e-06
Subtype Historical Average,2015/2016,HHS Region 10,2 wk ahead,0.0296649297049588
Dynamic Harmonic Model,2016/2017,HHS Region 10,2 wk ahead,0.977896251611533
Historical Average,2016/2017,HHS Region 10,2 wk ahead,2.78424602174252e-06
Subtype Historical Average,2016/2017,HHS Region 10,2 wk ahead,0.0221009641424456
Dynamic Harmonic Model,2017/2018,HHS Region 10,2 wk ahead,0.971939759666326
Historical Average,2017/2018,HHS Region 10,2 wk ahead,3.50960827344263e-06
Subtype Historical Average,2017/2018,HHS Region 10,2 wk ahead,0.0280567307254008
Dynamic Harmonic Model,2010/2011,HHS Region 2,2 wk ahead,0.999999739979923
Historical Average,2010/2011,HHS Region 2,2 wk ahead,1.05067965206438e-09
Subtype Historical Average,2010/2011,HHS Region 2,2 wk ahead,2.58969397677988e-07
Dynamic Harmonic Model,2011/2012,HHS Region 2,2 wk ahead,0.999999479445411
Historical Average,2011/2012,HHS Region 2,2 wk ahead,1.88770461259339e-10
Subtype Historical Average,2011/2012,HHS Region 2,2 wk ahead,5.20365818937586e-07
Dynamic Harmonic Model,2012/2013,HHS Region 2,2 wk ahead,0.999999709769654
Historical Average,2012/2013,HHS Region 2,2 wk ahead,7.84831598820319e-10
Subtype Historical Average,2012/2013,HHS Region 2,2 wk ahead,2.89445514875041e-07
Dynamic Harmonic Model,2013/2014,HHS Region 2,2 wk ahead,0.999999785209304
Historical Average,2013/2014,HHS Region 2,2 wk ahead,8.83523852052253e-09
Subtype Historical Average,2013/2014,HHS Region 2,2 wk ahead,2.05955457134691e-07
Dynamic Harmonic Model,2014/2015,HHS Region 2,2 wk ahead,0.999999826406782
Historical Average,2014/2015,HHS Region 2,2 wk ahead,6.75482826156044e-09
Subtype Historical Average,2014/2015,HHS Region 2,2 wk ahead,1.66838389409903e-07
Dynamic Harmonic Model,2015/2016,HHS Region 2,2 wk ahead,0.999999826896977
Historical Average,2015/2016,HHS Region 2,2 wk ahead,7.98819149164835e-10
Subtype Historical Average,2015/2016,HHS Region 2,2 wk ahead,1.72304203640319e-07
Dynamic Harmonic Model,2016/2017,HHS Region 2,2 wk ahead,0.999999778707959
Historical Average,2016/2017,HHS Region 2,2 wk ahead,2.52874969161226e-10
Subtype Historical Average,2016/2017,HHS Region 2,2 wk ahead,2.21039166017421e-07
Dynamic Harmonic Model,2017/2018,HHS Region 2,2 wk ahead,0.99999964664093
Historical Average,2017/2018,HHS Region 2,2 wk ahead,3.74670478900383e-10
Subtype Historical Average,2017/2018,HHS Region 2,2 wk ahead,3.52984399684379e-07
Dynamic Harmonic Model,2010/2011,HHS Region 3,2 wk ahead,0.893901250298827
Historical Average,2010/2011,HHS Region 3,2 wk ahead,1.05073535132269e-06
Subtype Historical Average,2010/2011,HHS Region 3,2 wk ahead,0.106097698965822
