component_model_id,season,Model Week,location,weight
Dynamic Harmonic Model,2015/2016,44,HHS Region 1,0.99317663152647
Historical Average,2015/2016,40,HHS Region 1,9.54591609846225e-17
Historical Average,2015/2016,41,HHS Region 1,9.54591609846225e-17
Historical Average,2015/2016,42,HHS Region 1,9.54591609846225e-17
Historical Average,2015/2016,43,HHS Region 1,9.54591609846225e-17
Historical Average,2015/2016,44,HHS Region 1,9.54591609846225e-17
Subtype Historical Average,2015/2016,40,HHS Region 1,0.00682336847352974
Subtype Historical Average,2015/2016,41,HHS Region 1,0.00682336847352974
Subtype Historical Average,2015/2016,42,HHS Region 1,0.00682336847352974
Subtype Historical Average,2015/2016,43,HHS Region 1,0.00682336847352974
Subtype Historical Average,2015/2016,44,HHS Region 1,0.00682336847352974
Dynamic Harmonic Model,2016/2017,40,HHS Region 1,0.906659486753258
Dynamic Harmonic Model,2016/2017,41,HHS Region 1,0.906659486753258
Dynamic Harmonic Model,2016/2017,42,HHS Region 1,0.906659486753258
Dynamic Harmonic Model,2016/2017,43,HHS Region 1,0.906659486753258
Dynamic Harmonic Model,2016/2017,44,HHS Region 1,0.906659486753258
Historical Average,2016/2017,40,HHS Region 1,4.22075047198511e-06
Historical Average,2016/2017,41,HHS Region 1,4.22075047198511e-06
Historical Average,2016/2017,42,HHS Region 1,4.22075047198511e-06
Historical Average,2016/2017,43,HHS Region 1,4.22075047198511e-06
Historical Average,2016/2017,44,HHS Region 1,4.22075047198511e-06
Subtype Historical Average,2016/2017,40,HHS Region 1,0.0933362924962697
Subtype Historical Average,2016/2017,41,HHS Region 1,0.0933362924962697
Subtype Historical Average,2016/2017,42,HHS Region 1,0.0933362924962697
Subtype Historical Average,2016/2017,43,HHS Region 1,0.0933362924962697
Subtype Historical Average,2016/2017,44,HHS Region 1,0.0933362924962697
Dynamic Harmonic Model,2017/2018,40,HHS Region 1,0.751544015049458
Dynamic Harmonic Model,2017/2018,41,HHS Region 1,0.751544015049458
Dynamic Harmonic Model,2017/2018,42,HHS Region 1,0.751544015049458
Dynamic Harmonic Model,2017/2018,43,HHS Region 1,0.751544015049458
Dynamic Harmonic Model,2017/2018,44,HHS Region 1,0.751544015049458
Historical Average,2017/2018,40,HHS Region 1,4.37445415497115e-06
Historical Average,2017/2018,41,HHS Region 1,4.37445415497115e-06
Historical Average,2017/2018,42,HHS Region 1,4.37445415497115e-06
Historical Average,2017/2018,43,HHS Region 1,4.37445415497115e-06
Historical Average,2017/2018,44,HHS Region 1,4.37445415497115e-06
Subtype Historical Average,2017/2018,40,HHS Region 1,0.248451610496387
Subtype Historical Average,2017/2018,41,HHS Region 1,0.248451610496387
Subtype Historical Average,2017/2018,42,HHS Region 1,0.248451610496387
Subtype Historical Average,2017/2018,43,HHS Region 1,0.248451610496387
Subtype Historical Average,2017/2018,44,HHS Region 1,0.248451610496387
Dynamic Harmonic Model,2010/2011,45,HHS Region 1,0.999999592987601
Dynamic Harmonic Model,2010/2011,46,HHS Region 1,0.999999592987601
Dynamic Harmonic Model,2010/2011,47,HHS Region 1,0.999999592987601
Dynamic Harmonic Model,2010/2011,48,HHS Region 1,0.999999592987601
Historical Average,2010/2011,45,HHS Region 1,2.91812412022263e-09
Historical Average,2010/2011,46,HHS Region 1,2.91812412022263e-09
Historical Average,2010/2011,47,HHS Region 1,2.91812412022263e-09
Historical Average,2010/2011,48,HHS Region 1,2.91812412022263e-09
Subtype Historical Average,2010/2011,45,HHS Region 1,4.04094275059367e-07
Subtype Historical Average,2010/2011,46,HHS Region 1,4.04094275059367e-07
Subtype Historical Average,2010/2011,47,HHS Region 1,4.04094275059367e-07
Subtype Historical Average,2010/2011,48,HHS Region 1,4.04094275059367e-07
Dynamic Harmonic Model,2011/2012,45,HHS Region 1,0.999999298602618
Dynamic Harmonic Model,2011/2012,46,HHS Region 1,0.999999298602618
Dynamic Harmonic Model,2011/2012,47,HHS Region 1,0.999999298602618
Dynamic Harmonic Model,2011/2012,48,HHS Region 1,0.999999298602618
Historical Average,2011/2012,45,HHS Region 1,3.15026945997342e-09
Historical Average,2011/2012,46,HHS Region 1,3.15026945997342e-09
Historical Average,2011/2012,47,HHS Region 1,3.15026945997342e-09
Historical Average,2011/2012,48,HHS Region 1,3.15026945997342e-09
Subtype Historical Average,2011/2012,45,HHS Region 1,6.98247112716895e-07
Subtype Historical Average,2011/2012,46,HHS Region 1,6.98247112716895e-07
Subtype Historical Average,2011/2012,47,HHS Region 1,6.98247112716895e-07
Subtype Historical Average,2011/2012,48,HHS Region 1,6.98247112716895e-07
Dynamic Harmonic Model,2012/2013,45,HHS Region 1,0.99999929406867
Dynamic Harmonic Model,2012/2013,46,HHS Region 1,0.99999929406867
Dynamic Harmonic Model,2012/2013,47,HHS Region 1,0.99999929406867
Dynamic Harmonic Model,2012/2013,48,HHS Region 1,0.99999929406867
Historical Average,2012/2013,45,HHS Region 1,5.80204306031833e-09
Historical Average,2012/2013,46,HHS Region 1,5.80204306031833e-09
Historical Average,2012/2013,47,HHS Region 1,5.80204306031833e-09
Historical Average,2012/2013,48,HHS Region 1,5.80204306031833e-09
Subtype Historical Average,2012/2013,45,HHS Region 1,7.00129287126413e-07
Subtype Historical Average,2012/2013,46,HHS Region 1,7.00129287126413e-07
Subtype Historical Average,2012/2013,47,HHS Region 1,7.00129287126413e-07
Subtype Historical Average,2012/2013,48,HHS Region 1,7.00129287126413e-07
Dynamic Harmonic Model,2013/2014,45,HHS Region 1,0.999999578091627
Dynamic Harmonic Model,2013/2014,46,HHS Region 1,0.999999578091627
Dynamic Harmonic Model,2013/2014,47,HHS Region 1,0.999999578091627
Dynamic Harmonic Model,2013/2014,48,HHS Region 1,0.999999578091627
Historical Average,2013/2014,45,HHS Region 1,2.29419652638946e-08
Historical Average,2013/2014,46,HHS Region 1,2.29419652638946e-08
Historical Average,2013/2014,47,HHS Region 1,2.29419652638946e-08
Historical Average,2013/2014,48,HHS Region 1,2.29419652638946e-08
Subtype Historical Average,2013/2014,45,HHS Region 1,3.98966408010557e-07
Subtype Historical Average,2013/2014,46,HHS Region 1,3.98966408010557e-07
Subtype Historical Average,2013/2014,47,HHS Region 1,3.98966408010557e-07
Subtype Historical Average,2013/2014,48,HHS Region 1,3.98966408010557e-07
Dynamic Harmonic Model,2014/2015,45,HHS Region 1,0.999999806732118
Dynamic Harmonic Model,2014/2015,46,HHS Region 1,0.999999806732118
Dynamic Harmonic Model,2014/2015,47,HHS Region 1,0.999999806732118
Dynamic Harmonic Model,2014/2015,48,HHS Region 1,0.999999806732118
Historical Average,2014/2015,45,HHS Region 1,2.52592082882719e-08
Historical Average,2014/2015,46,HHS Region 1,2.52592082882719e-08
Historical Average,2014/2015,47,HHS Region 1,2.52592082882719e-08
Historical Average,2014/2015,48,HHS Region 1,2.52592082882719e-08
Subtype Historical Average,2014/2015,45,HHS Region 1,1.68008674144226e-07
Subtype Historical Average,2014/2015,46,HHS Region 1,1.68008674144226e-07
Subtype Historical Average,2014/2015,47,HHS Region 1,1.68008674144226e-07
Subtype Historical Average,2014/2015,48,HHS Region 1,1.68008674144226e-07
Dynamic Harmonic Model,2015/2016,45,HHS Region 1,0.999999649029357
Dynamic Harmonic Model,2015/2016,46,HHS Region 1,0.999999649029357
Dynamic Harmonic Model,2015/2016,47,HHS Region 1,0.999999649029357
Dynamic Harmonic Model,2015/2016,48,HHS Region 1,0.999999649029357
Historical Average,2015/2016,45,HHS Region 1,5.37544869776739e-09
Historical Average,2015/2016,46,HHS Region 1,5.37544869776739e-09
Historical Average,2015/2016,47,HHS Region 1,5.37544869776739e-09
Historical Average,2015/2016,48,HHS Region 1,5.37544869776739e-09
Subtype Historical Average,2015/2016,45,HHS Region 1,3.45595194731748e-07
Subtype Historical Average,2015/2016,46,HHS Region 1,3.45595194731748e-07
Subtype Historical Average,2015/2016,47,HHS Region 1,3.45595194731748e-07
Subtype Historical Average,2015/2016,48,HHS Region 1,3.45595194731748e-07
Dynamic Harmonic Model,2016/2017,45,HHS Region 1,0.999999565684335
Dynamic Harmonic Model,2016/2017,46,HHS Region 1,0.999999565684335
Dynamic Harmonic Model,2016/2017,47,HHS Region 1,0.999999565684335
Dynamic Harmonic Model,2016/2017,48,HHS Region 1,0.999999565684335
Historical Average,2016/2017,45,HHS Region 1,5.57423197020689e-09
Historical Average,2016/2017,46,HHS Region 1,5.57423197020689e-09
Historical Average,2016/2017,47,HHS Region 1,5.57423197020689e-09
Historical Average,2016/2017,48,HHS Region 1,5.57423197020689e-09
Subtype Historical Average,2016/2017,45,HHS Region 1,4.28741433401065e-07
Subtype Historical Average,2016/2017,46,HHS Region 1,4.28741433401065e-07
Subtype Historical Average,2016/2017,47,HHS Region 1,4.28741433401065e-07
Subtype Historical Average,2016/2017,48,HHS Region 1,4.28741433401065e-07
Dynamic Harmonic Model,2017/2018,45,HHS Region 1,0.999996886436191
Dynamic Harmonic Model,2017/2018,46,HHS Region 1,0.999996886436191
Dynamic Harmonic Model,2017/2018,47,HHS Region 1,0.999996886436191
Dynamic Harmonic Model,2017/2018,48,HHS Region 1,0.999996886436191
Historical Average,2017/2018,45,HHS Region 1,3.39583039272589e-10
Historical Average,2017/2018,46,HHS Region 1,3.39583039272589e-10
Historical Average,2017/2018,47,HHS Region 1,3.39583039272589e-10
Historical Average,2017/2018,48,HHS Region 1,3.39583039272589e-10
Subtype Historical Average,2017/2018,45,HHS Region 1,3.11322422566837e-06
Subtype Historical Average,2017/2018,46,HHS Region 1,3.11322422566837e-06
Subtype Historical Average,2017/2018,47,HHS Region 1,3.11322422566837e-06
Subtype Historical Average,2017/2018,48,HHS Region 1,3.11322422566837e-06
Dynamic Harmonic Model,2010/2011,49,HHS Region 1,0.940547768004854
Dynamic Harmonic Model,2010/2011,50,HHS Region 1,0.940547768004854
Dynamic Harmonic Model,2010/2011,51,HHS Region 1,0.940547768004854
Dynamic Harmonic Model,2010/2011,52,HHS Region 1,0.940547768004854
Historical Average,2010/2011,49,HHS Region 1,2.84517929853152e-07
Historical Average,2010/2011,50,HHS Region 1,2.84517929853152e-07
Historical Average,2010/2011,51,HHS Region 1,2.84517929853152e-07
Historical Average,2010/2011,52,HHS Region 1,2.84517929853152e-07
Subtype Historical Average,2010/2011,49,HHS Region 1,0.059451947477216
Subtype Historical Average,2010/2011,50,HHS Region 1,0.059451947477216
Subtype Historical Average,2010/2011,51,HHS Region 1,0.059451947477216
Subtype Historical Average,2010/2011,52,HHS Region 1,0.059451947477216
Dynamic Harmonic Model,2011/2012,49,HHS Region 1,0.931757005624515
Dynamic Harmonic Model,2011/2012,50,HHS Region 1,0.931757005624515
Dynamic Harmonic Model,2011/2012,51,HHS Region 1,0.931757005624515
Dynamic Harmonic Model,2011/2012,52,HHS Region 1,0.931757005624515
Historical Average,2011/2012,49,HHS Region 1,4.02206020390275e-07
Historical Average,2011/2012,50,HHS Region 1,4.02206020390275e-07
Historical Average,2011/2012,51,HHS Region 1,4.02206020390275e-07
Historical Average,2011/2012,52,HHS Region 1,4.02206020390275e-07
Subtype Historical Average,2011/2012,49,HHS Region 1,0.0682425921694651
Subtype Historical Average,2011/2012,50,HHS Region 1,0.0682425921694651
Subtype Historical Average,2011/2012,51,HHS Region 1,0.0682425921694651
Subtype Historical Average,2011/2012,52,HHS Region 1,0.0682425921694651
Dynamic Harmonic Model,2012/2013,49,HHS Region 1,0.926801854509672
Dynamic Harmonic Model,2012/2013,50,HHS Region 1,0.926801854509672
Dynamic Harmonic Model,2012/2013,51,HHS Region 1,0.926801854509672
Dynamic Harmonic Model,2012/2013,52,HHS Region 1,0.926801854509672
Historical Average,2012/2013,49,HHS Region 1,3.46492143653546e-07
Historical Average,2012/2013,50,HHS Region 1,3.46492143653546e-07
Historical Average,2012/2013,51,HHS Region 1,3.46492143653546e-07
Historical Average,2012/2013,52,HHS Region 1,3.46492143653546e-07
Subtype Historical Average,2012/2013,49,HHS Region 1,0.0731977989981844
Subtype Historical Average,2012/2013,50,HHS Region 1,0.0731977989981844
Subtype Historical Average,2012/2013,51,HHS Region 1,0.0731977989981844
Subtype Historical Average,2012/2013,52,HHS Region 1,0.0731977989981844
Dynamic Harmonic Model,2013/2014,49,HHS Region 1,0.953109445072997
Dynamic Harmonic Model,2013/2014,50,HHS Region 1,0.953109445072997
Dynamic Harmonic Model,2013/2014,51,HHS Region 1,0.953109445072997
Dynamic Harmonic Model,2013/2014,52,HHS Region 1,0.953109445072997
Historical Average,2013/2014,49,HHS Region 1,4.63816053630413e-07
Historical Average,2013/2014,50,HHS Region 1,4.63816053630413e-07
Historical Average,2013/2014,51,HHS Region 1,4.63816053630413e-07
Historical Average,2013/2014,52,HHS Region 1,4.63816053630413e-07
Subtype Historical Average,2013/2014,49,HHS Region 1,0.0468900911109489
Subtype Historical Average,2013/2014,50,HHS Region 1,0.0468900911109489
Subtype Historical Average,2013/2014,51,HHS Region 1,0.0468900911109489
Subtype Historical Average,2013/2014,52,HHS Region 1,0.0468900911109489
Dynamic Harmonic Model,2014/2015,49,HHS Region 1,0.986668965201497
Dynamic Harmonic Model,2014/2015,50,HHS Region 1,0.986668965201497
Dynamic Harmonic Model,2014/2015,51,HHS Region 1,0.986668965201497
Dynamic Harmonic Model,2014/2015,52,HHS Region 1,0.986668965201497
Historical Average,2014/2015,49,HHS Region 1,1.76775518568554e-07
Historical Average,2014/2015,50,HHS Region 1,1.76775518568554e-07
Historical Average,2014/2015,51,HHS Region 1,1.76775518568554e-07
Historical Average,2014/2015,52,HHS Region 1,1.76775518568554e-07
Subtype Historical Average,2014/2015,49,HHS Region 1,0.0133308580229841
Subtype Historical Average,2014/2015,50,HHS Region 1,0.0133308580229841
Subtype Historical Average,2014/2015,51,HHS Region 1,0.0133308580229841
Subtype Historical Average,2014/2015,52,HHS Region 1,0.0133308580229841
Dynamic Harmonic Model,2015/2016,49,HHS Region 1,0.940921572543947
Dynamic Harmonic Model,2015/2016,50,HHS Region 1,0.940921572543947
Dynamic Harmonic Model,2015/2016,51,HHS Region 1,0.940921572543947
Dynamic Harmonic Model,2015/2016,52,HHS Region 1,0.940921572543947
Historical Average,2015/2016,49,HHS Region 1,2.92912509447593e-07
Historical Average,2015/2016,50,HHS Region 1,2.92912509447593e-07
Historical Average,2015/2016,51,HHS Region 1,2.92912509447593e-07
Historical Average,2015/2016,52,HHS Region 1,2.92912509447593e-07
Subtype Historical Average,2015/2016,49,HHS Region 1,0.0590781345435437
Subtype Historical Average,2015/2016,50,HHS Region 1,0.0590781345435437
Subtype Historical Average,2015/2016,51,HHS Region 1,0.0590781345435437
Subtype Historical Average,2015/2016,52,HHS Region 1,0.0590781345435437
Dynamic Harmonic Model,2016/2017,49,HHS Region 1,0.934848031496693
Dynamic Harmonic Model,2016/2017,50,HHS Region 1,0.934848031496693
Dynamic Harmonic Model,2016/2017,51,HHS Region 1,0.934848031496693
Dynamic Harmonic Model,2016/2017,52,HHS Region 1,0.934848031496693
Historical Average,2016/2017,49,HHS Region 1,3.58792653836975e-07
Historical Average,2016/2017,50,HHS Region 1,3.58792653836975e-07
Historical Average,2016/2017,51,HHS Region 1,3.58792653836975e-07
Historical Average,2016/2017,52,HHS Region 1,3.58792653836975e-07
Subtype Historical Average,2016/2017,49,HHS Region 1,0.0651516097106534
Subtype Historical Average,2016/2017,50,HHS Region 1,0.0651516097106534
Subtype Historical Average,2016/2017,51,HHS Region 1,0.0651516097106534
Subtype Historical Average,2016/2017,52,HHS Region 1,0.0651516097106534
Dynamic Harmonic Model,2017/2018,49,HHS Region 1,0.924700008420595
Dynamic Harmonic Model,2017/2018,50,HHS Region 1,0.924700008420595
Dynamic Harmonic Model,2017/2018,51,HHS Region 1,0.924700008420595
Dynamic Harmonic Model,2017/2018,52,HHS Region 1,0.924700008420595
Historical Average,2017/2018,49,HHS Region 1,4.44513341498132e-07
Historical Average,2017/2018,50,HHS Region 1,4.44513341498132e-07
Historical Average,2017/2018,51,HHS Region 1,4.44513341498132e-07
Historical Average,2017/2018,52,HHS Region 1,4.44513341498132e-07
Subtype Historical Average,2017/2018,49,HHS Region 1,0.0752995470660635
Subtype Historical Average,2017/2018,50,HHS Region 1,0.0752995470660635
Subtype Historical Average,2017/2018,51,HHS Region 1,0.0752995470660635
Subtype Historical Average,2017/2018,52,HHS Region 1,0.0752995470660635
Dynamic Harmonic Model,2010/2011,53,HHS Region 1,0.97441604271431
Dynamic Harmonic Model,2010/2011,54,HHS Region 1,0.97441604271431
Dynamic Harmonic Model,2010/2011,55,HHS Region 1,0.97441604271431
Dynamic Harmonic Model,2010/2011,56,HHS Region 1,0.97441604271431
Historical Average,2010/2011,53,HHS Region 1,1.27273648614849e-06
Historical Average,2010/2011,54,HHS Region 1,1.27273648614849e-06
Historical Average,2010/2011,55,HHS Region 1,1.27273648614849e-06
Historical Average,2010/2011,56,HHS Region 1,1.27273648614849e-06
Subtype Historical Average,2010/2011,53,HHS Region 1,0.025582684549204
Subtype Historical Average,2010/2011,54,HHS Region 1,0.025582684549204
Subtype Historical Average,2010/2011,55,HHS Region 1,0.025582684549204
Subtype Historical Average,2010/2011,56,HHS Region 1,0.025582684549204
Dynamic Harmonic Model,2011/2012,53,HHS Region 1,0.999998799754424
Dynamic Harmonic Model,2011/2012,54,HHS Region 1,0.999998799754424
Dynamic Harmonic Model,2011/2012,55,HHS Region 1,0.999998799754424
Dynamic Harmonic Model,2011/2012,56,HHS Region 1,0.999998799754424
Historical Average,2011/2012,53,HHS Region 1,3.1856325477655e-10
Historical Average,2011/2012,54,HHS Region 1,3.1856325477655e-10
Historical Average,2011/2012,55,HHS Region 1,3.1856325477655e-10
Historical Average,2011/2012,56,HHS Region 1,3.1856325477655e-10
Subtype Historical Average,2011/2012,53,HHS Region 1,1.19992701292815e-06
Subtype Historical Average,2011/2012,54,HHS Region 1,1.19992701292815e-06
Subtype Historical Average,2011/2012,55,HHS Region 1,1.19992701292815e-06
Subtype Historical Average,2011/2012,56,HHS Region 1,1.19992701292815e-06
Dynamic Harmonic Model,2012/2013,53,HHS Region 1,0.986814997748342
Dynamic Harmonic Model,2012/2013,54,HHS Region 1,0.986814997748342
Dynamic Harmonic Model,2012/2013,55,HHS Region 1,0.986814997748342
Dynamic Harmonic Model,2012/2013,56,HHS Region 1,0.986814997748342
Historical Average,2012/2013,53,HHS Region 1,1.43690184799972e-06
Historical Average,2012/2013,54,HHS Region 1,1.43690184799972e-06
Historical Average,2012/2013,55,HHS Region 1,1.43690184799972e-06
Historical Average,2012/2013,56,HHS Region 1,1.43690184799972e-06
Subtype Historical Average,2012/2013,53,HHS Region 1,0.0131835653498101
Subtype Historical Average,2012/2013,54,HHS Region 1,0.0131835653498101
Subtype Historical Average,2012/2013,55,HHS Region 1,0.0131835653498101
Subtype Historical Average,2012/2013,56,HHS Region 1,0.0131835653498101
Dynamic Harmonic Model,2013/2014,53,HHS Region 1,0.973055589653208
Dynamic Harmonic Model,2013/2014,54,HHS Region 1,0.973055589653208
Dynamic Harmonic Model,2013/2014,55,HHS Region 1,0.973055589653208
Dynamic Harmonic Model,2013/2014,56,HHS Region 1,0.973055589653208
Historical Average,2013/2014,53,HHS Region 1,1.74218161348825e-06
Historical Average,2013/2014,54,HHS Region 1,1.74218161348825e-06
Historical Average,2013/2014,55,HHS Region 1,1.74218161348825e-06
Historical Average,2013/2014,56,HHS Region 1,1.74218161348825e-06
Subtype Historical Average,2013/2014,53,HHS Region 1,0.0269426681651786
Subtype Historical Average,2013/2014,54,HHS Region 1,0.0269426681651786
Subtype Historical Average,2013/2014,55,HHS Region 1,0.0269426681651786
Subtype Historical Average,2013/2014,56,HHS Region 1,0.0269426681651786
Dynamic Harmonic Model,2014/2015,53,HHS Region 1,0.976679780863351
Dynamic Harmonic Model,2014/2015,54,HHS Region 1,0.976679780863351
Dynamic Harmonic Model,2014/2015,55,HHS Region 1,0.976679780863351
Dynamic Harmonic Model,2014/2015,56,HHS Region 1,0.976679780863351
Historical Average,2014/2015,53,HHS Region 1,2.31186256571855e-06
Historical Average,2014/2015,54,HHS Region 1,2.31186256571855e-06
Historical Average,2014/2015,55,HHS Region 1,2.31186256571855e-06
Historical Average,2014/2015,56,HHS Region 1,2.31186256571855e-06
Subtype Historical Average,2014/2015,53,HHS Region 1,0.0233179072740835
Subtype Historical Average,2014/2015,54,HHS Region 1,0.0233179072740835
Subtype Historical Average,2014/2015,55,HHS Region 1,0.0233179072740835
Subtype Historical Average,2014/2015,56,HHS Region 1,0.0233179072740835
Dynamic Harmonic Model,2015/2016,53,HHS Region 1,0.974105557200423
Dynamic Harmonic Model,2015/2016,54,HHS Region 1,0.974105557200423
Dynamic Harmonic Model,2015/2016,55,HHS Region 1,0.974105557200423
Dynamic Harmonic Model,2015/2016,56,HHS Region 1,0.974105557200423
Historical Average,2015/2016,53,HHS Region 1,1.26203407566624e-06
Historical Average,2015/2016,54,HHS Region 1,1.26203407566624e-06
Historical Average,2015/2016,55,HHS Region 1,1.26203407566624e-06
Historical Average,2015/2016,56,HHS Region 1,1.26203407566624e-06
Subtype Historical Average,2015/2016,53,HHS Region 1,0.0258931807655009
Subtype Historical Average,2015/2016,54,HHS Region 1,0.0258931807655009
Subtype Historical Average,2015/2016,55,HHS Region 1,0.0258931807655009
Subtype Historical Average,2015/2016,56,HHS Region 1,0.0258931807655009
Dynamic Harmonic Model,2016/2017,53,HHS Region 1,0.970520429282008
Dynamic Harmonic Model,2016/2017,54,HHS Region 1,0.970520429282008
Dynamic Harmonic Model,2016/2017,55,HHS Region 1,0.970520429282008
Dynamic Harmonic Model,2016/2017,56,HHS Region 1,0.970520429282008
Historical Average,2016/2017,53,HHS Region 1,1.45040479036591e-06
Historical Average,2016/2017,54,HHS Region 1,1.45040479036591e-06
Historical Average,2016/2017,55,HHS Region 1,1.45040479036591e-06
Historical Average,2016/2017,56,HHS Region 1,1.45040479036591e-06
Subtype Historical Average,2016/2017,53,HHS Region 1,0.0294781203132017
Subtype Historical Average,2016/2017,54,HHS Region 1,0.0294781203132017
Subtype Historical Average,2016/2017,55,HHS Region 1,0.0294781203132017
Subtype Historical Average,2016/2017,56,HHS Region 1,0.0294781203132017
