component_model_id,season,Model Week,target,weight
Dynamic Harmonic Model,2014/2015,51,1 wk ahead,0.965410177679935
Dynamic Harmonic Model,2014/2015,52,1 wk ahead,0.965410177679935
Historical Average,2014/2015,49,1 wk ahead,4.25672959363244e-05
Historical Average,2014/2015,50,1 wk ahead,4.25672959363244e-05
Historical Average,2014/2015,51,1 wk ahead,4.25672959363244e-05
Historical Average,2014/2015,52,1 wk ahead,4.25672959363244e-05
Subtype Historical Average,2014/2015,49,1 wk ahead,0.0345472550241282
Subtype Historical Average,2014/2015,50,1 wk ahead,0.0345472550241282
Subtype Historical Average,2014/2015,51,1 wk ahead,0.0345472550241282
Subtype Historical Average,2014/2015,52,1 wk ahead,0.0345472550241282
Dynamic Harmonic Model,2015/2016,49,1 wk ahead,0.9632794962755
Dynamic Harmonic Model,2015/2016,50,1 wk ahead,0.9632794962755
Dynamic Harmonic Model,2015/2016,51,1 wk ahead,0.9632794962755
Dynamic Harmonic Model,2015/2016,52,1 wk ahead,0.9632794962755
Historical Average,2015/2016,49,1 wk ahead,6.56075063373168e-06
Historical Average,2015/2016,50,1 wk ahead,6.56075063373168e-06
Historical Average,2015/2016,51,1 wk ahead,6.56075063373168e-06
Historical Average,2015/2016,52,1 wk ahead,6.56075063373168e-06
Subtype Historical Average,2015/2016,49,1 wk ahead,0.0367139429738658
Subtype Historical Average,2015/2016,50,1 wk ahead,0.0367139429738658
Subtype Historical Average,2015/2016,51,1 wk ahead,0.0367139429738658
Subtype Historical Average,2015/2016,52,1 wk ahead,0.0367139429738658
Dynamic Harmonic Model,2016/2017,49,1 wk ahead,0.956112369371541
Dynamic Harmonic Model,2016/2017,50,1 wk ahead,0.956112369371541
Dynamic Harmonic Model,2016/2017,51,1 wk ahead,0.956112369371541
Dynamic Harmonic Model,2016/2017,52,1 wk ahead,0.956112369371541
Historical Average,2016/2017,49,1 wk ahead,9.06555146441355e-06
Historical Average,2016/2017,50,1 wk ahead,9.06555146441355e-06
Historical Average,2016/2017,51,1 wk ahead,9.06555146441355e-06
Historical Average,2016/2017,52,1 wk ahead,9.06555146441355e-06
Subtype Historical Average,2016/2017,49,1 wk ahead,0.0438785650769943
Subtype Historical Average,2016/2017,50,1 wk ahead,0.0438785650769943
Subtype Historical Average,2016/2017,51,1 wk ahead,0.0438785650769943
Subtype Historical Average,2016/2017,52,1 wk ahead,0.0438785650769943
Dynamic Harmonic Model,2017/2018,49,1 wk ahead,0.966688675708948
Dynamic Harmonic Model,2017/2018,50,1 wk ahead,0.966688675708948
Dynamic Harmonic Model,2017/2018,51,1 wk ahead,0.966688675708948
Dynamic Harmonic Model,2017/2018,52,1 wk ahead,0.966688675708948
Historical Average,2017/2018,49,1 wk ahead,1.01481826894357e-05
Historical Average,2017/2018,50,1 wk ahead,1.01481826894357e-05
Historical Average,2017/2018,51,1 wk ahead,1.01481826894357e-05
Historical Average,2017/2018,52,1 wk ahead,1.01481826894357e-05
Subtype Historical Average,2017/2018,49,1 wk ahead,0.0333011761083625
Subtype Historical Average,2017/2018,50,1 wk ahead,0.0333011761083625
Subtype Historical Average,2017/2018,51,1 wk ahead,0.0333011761083625
Subtype Historical Average,2017/2018,52,1 wk ahead,0.0333011761083625
Dynamic Harmonic Model,2018/2019,49,1 wk ahead,0.950704243399456
Dynamic Harmonic Model,2018/2019,50,1 wk ahead,0.950704243399456
Dynamic Harmonic Model,2018/2019,51,1 wk ahead,0.950704243399456
Dynamic Harmonic Model,2018/2019,52,1 wk ahead,0.950704243399456
Historical Average,2018/2019,49,1 wk ahead,1.37796978854609e-05
Historical Average,2018/2019,50,1 wk ahead,1.37796978854609e-05
Historical Average,2018/2019,51,1 wk ahead,1.37796978854609e-05
Historical Average,2018/2019,52,1 wk ahead,1.37796978854609e-05
Subtype Historical Average,2018/2019,49,1 wk ahead,0.0492819769026586
Subtype Historical Average,2018/2019,50,1 wk ahead,0.0492819769026586
Subtype Historical Average,2018/2019,51,1 wk ahead,0.0492819769026586
Subtype Historical Average,2018/2019,52,1 wk ahead,0.0492819769026586
Dynamic Harmonic Model,2010/2011,53,1 wk ahead,0.992676083945485
Dynamic Harmonic Model,2010/2011,54,1 wk ahead,0.992676083945485
Dynamic Harmonic Model,2010/2011,55,1 wk ahead,0.992676083945485
Dynamic Harmonic Model,2010/2011,56,1 wk ahead,0.992676083945485
Historical Average,2010/2011,53,1 wk ahead,0.00395036267402277
Historical Average,2010/2011,54,1 wk ahead,0.00395036267402277
Historical Average,2010/2011,55,1 wk ahead,0.00395036267402277
Historical Average,2010/2011,56,1 wk ahead,0.00395036267402277
Subtype Historical Average,2010/2011,53,1 wk ahead,0.0033735533804918
Subtype Historical Average,2010/2011,54,1 wk ahead,0.0033735533804918
Subtype Historical Average,2010/2011,55,1 wk ahead,0.0033735533804918
Subtype Historical Average,2010/2011,56,1 wk ahead,0.0033735533804918
Dynamic Harmonic Model,2011/2012,53,1 wk ahead,0.991574968951154
Dynamic Harmonic Model,2011/2012,54,1 wk ahead,0.991574968951154
Dynamic Harmonic Model,2011/2012,55,1 wk ahead,0.991574968951154
Dynamic Harmonic Model,2011/2012,56,1 wk ahead,0.991574968951154
Historical Average,2011/2012,53,1 wk ahead,0.0043705704191569
Historical Average,2011/2012,54,1 wk ahead,0.0043705704191569
Historical Average,2011/2012,55,1 wk ahead,0.0043705704191569
Historical Average,2011/2012,56,1 wk ahead,0.0043705704191569
Subtype Historical Average,2011/2012,53,1 wk ahead,0.00405446062968916
Subtype Historical Average,2011/2012,54,1 wk ahead,0.00405446062968916
Subtype Historical Average,2011/2012,55,1 wk ahead,0.00405446062968916
Subtype Historical Average,2011/2012,56,1 wk ahead,0.00405446062968916
Dynamic Harmonic Model,2012/2013,53,1 wk ahead,0.998908222532582
Dynamic Harmonic Model,2012/2013,54,1 wk ahead,0.998908222532582
Dynamic Harmonic Model,2012/2013,55,1 wk ahead,0.998908222532582
Dynamic Harmonic Model,2012/2013,56,1 wk ahead,0.998908222532582
Historical Average,2012/2013,53,1 wk ahead,3.20462648200527e-06
Historical Average,2012/2013,54,1 wk ahead,3.20462648200527e-06
Historical Average,2012/2013,55,1 wk ahead,3.20462648200527e-06
Historical Average,2012/2013,56,1 wk ahead,3.20462648200527e-06
Subtype Historical Average,2012/2013,53,1 wk ahead,0.00108857284093603
Subtype Historical Average,2012/2013,54,1 wk ahead,0.00108857284093603
Subtype Historical Average,2012/2013,55,1 wk ahead,0.00108857284093603
Subtype Historical Average,2012/2013,56,1 wk ahead,0.00108857284093603
Dynamic Harmonic Model,2013/2014,53,1 wk ahead,0.991864779919594
Dynamic Harmonic Model,2013/2014,54,1 wk ahead,0.991864779919594
Dynamic Harmonic Model,2013/2014,55,1 wk ahead,0.991864779919594
Dynamic Harmonic Model,2013/2014,56,1 wk ahead,0.991864779919594
Historical Average,2013/2014,53,1 wk ahead,0.00396090596543973
Historical Average,2013/2014,54,1 wk ahead,0.00396090596543973
Historical Average,2013/2014,55,1 wk ahead,0.00396090596543973
Historical Average,2013/2014,56,1 wk ahead,0.00396090596543973
Subtype Historical Average,2013/2014,53,1 wk ahead,0.00417431411496583
Subtype Historical Average,2013/2014,54,1 wk ahead,0.00417431411496583
Subtype Historical Average,2013/2014,55,1 wk ahead,0.00417431411496583
