component_model_id,season,Model Week,target,weight
Dynamic Harmonic Model,2012/2013,42,1 wk ahead,0.999999589717423
Historical Average,2012/2013,42,1 wk ahead,1.02888892248665e-07
Subtype Historical Average,2012/2013,42,1 wk ahead,3.07393684943078e-07
Dynamic Harmonic Model,2013/2014,42,1 wk ahead,0.999999582500886
Historical Average,2013/2014,42,1 wk ahead,9.5526496187844e-08
Subtype Historical Average,2013/2014,42,1 wk ahead,3.21972617379833e-07
Dynamic Harmonic Model,2014/2015,42,1 wk ahead,0.999999633992428
Historical Average,2014/2015,42,1 wk ahead,1.17471497902933e-07
Subtype Historical Average,2014/2015,42,1 wk ahead,2.48536074404349e-07
Dynamic Harmonic Model,2015/2016,42,1 wk ahead,0.999999748901374
Historical Average,2015/2016,42,1 wk ahead,4.83584651872604e-08
Subtype Historical Average,2015/2016,42,1 wk ahead,2.02740160955034e-07
Dynamic Harmonic Model,2016/2017,42,1 wk ahead,0.999999595596157
Historical Average,2016/2017,42,1 wk ahead,7.9309187864456e-08
Subtype Historical Average,2016/2017,42,1 wk ahead,3.25094655541154e-07
Dynamic Harmonic Model,2017/2018,42,1 wk ahead,0.999999558138957
Historical Average,2017/2018,42,1 wk ahead,7.69145621671303e-08
Subtype Historical Average,2017/2018,42,1 wk ahead,3.64946480998495e-07
Dynamic Harmonic Model,2010/2011,43,1 wk ahead,0.999999616586309
Historical Average,2010/2011,43,1 wk ahead,1.03298705580602e-07
Subtype Historical Average,2010/2011,43,1 wk ahead,2.80114985662352e-07
Dynamic Harmonic Model,2011/2012,43,1 wk ahead,0.999999684028371
Historical Average,2011/2012,43,1 wk ahead,9.55821873253619e-08
Subtype Historical Average,2011/2012,43,1 wk ahead,2.20389441292191e-07
Dynamic Harmonic Model,2012/2013,43,1 wk ahead,0.99999969225136
Historical Average,2012/2013,43,1 wk ahead,9.8542441381346e-08
Subtype Historical Average,2012/2013,43,1 wk ahead,2.09206199083559e-07
Dynamic Harmonic Model,2013/2014,43,1 wk ahead,0.999999558990534
Historical Average,2013/2014,43,1 wk ahead,2.9138066450923e-07
Subtype Historical Average,2013/2014,43,1 wk ahead,1.49628801228441e-07
Dynamic Harmonic Model,2014/2015,43,1 wk ahead,0.999999484243647
Historical Average,2014/2015,43,1 wk ahead,1.73510443885994e-07
Subtype Historical Average,2014/2015,43,1 wk ahead,3.42245909170319e-07
Dynamic Harmonic Model,2015/2016,43,1 wk ahead,0.999999543073517
Historical Average,2015/2016,43,1 wk ahead,1.50194320279871e-07
Subtype Historical Average,2015/2016,43,1 wk ahead,3.06732163063327e-07
Dynamic Harmonic Model,2016/2017,43,1 wk ahead,0.999999512670316
Historical Average,2016/2017,43,1 wk ahead,1.65498172327168e-07
Subtype Historical Average,2016/2017,43,1 wk ahead,3.21831512202391e-07
Dynamic Harmonic Model,2017/2018,43,1 wk ahead,0.999999433202158
Historical Average,2017/2018,43,1 wk ahead,1.68115294089464e-07
Subtype Historical Average,2017/2018,43,1 wk ahead,3.98682547677474e-07
Dynamic Harmonic Model,2010/2011,44,1 wk ahead,0.999999696184066
Historical Average,2010/2011,44,1 wk ahead,6.41160933207867e-08
Subtype Historical Average,2010/2011,44,1 wk ahead,2.3969984039858e-07
Dynamic Harmonic Model,2011/2012,44,1 wk ahead,0.999999644520265
Historical Average,2011/2012,44,1 wk ahead,7.1957821277883e-08
Subtype Historical Average,2011/2012,44,1 wk ahead,2.83521913897235e-07
Dynamic Harmonic Model,2012/2013,44,1 wk ahead,0.999999705915257
Historical Average,2012/2013,44,1 wk ahead,7.57975408660928e-08
Subtype Historical Average,2012/2013,44,1 wk ahead,2.18287202003983e-07
Dynamic Harmonic Model,2013/2014,44,1 wk ahead,0.999999668710021
Historical Average,2013/2014,44,1 wk ahead,8.34689440324713e-08
Subtype Historical Average,2013/2014,44,1 wk ahead,2.47821035137003e-07
Dynamic Harmonic Model,2014/2015,44,1 wk ahead,0.999999562454071
Historical Average,2014/2015,44,1 wk ahead,1.15398683597297e-07
Subtype Historical Average,2014/2015,44,1 wk ahead,3.22147245773625e-07
Dynamic Harmonic Model,2015/2016,44,1 wk ahead,0.99999974331708
Historical Average,2015/2016,44,1 wk ahead,4.61367958510872e-08
Subtype Historical Average,2015/2016,44,1 wk ahead,2.10546123861791e-07
Dynamic Harmonic Model,2016/2017,44,1 wk ahead,0.999999551825821
Historical Average,2016/2017,44,1 wk ahead,7.68555001190989e-08
Subtype Historical Average,2016/2017,44,1 wk ahead,3.71318679083457e-07
Dynamic Harmonic Model,2017/2018,44,1 wk ahead,0.999999515073321
Historical Average,2017/2018,44,1 wk ahead,6.6566632677266e-08
Subtype Historical Average,2017/2018,44,1 wk ahead,4.1836004594248e-07
Dynamic Harmonic Model,2010/2011,45,1 wk ahead,0.999999864950684
Historical Average,2010/2011,45,1 wk ahead,4.4179872304776e-08
Subtype Historical Average,2010/2011,45,1 wk ahead,9.08694439139139e-08
Dynamic Harmonic Model,2011/2012,45,1 wk ahead,0.999999816466073
Historical Average,2011/2012,45,1 wk ahead,6.02409683200436e-08
Subtype Historical Average,2011/2012,45,1 wk ahead,1.23292958858179e-07
Dynamic Harmonic Model,2012/2013,45,1 wk ahead,0.999999814618667
Historical Average,2012/2013,45,1 wk ahead,6.31271062822697e-08
Subtype Historical Average,2012/2013,45,1 wk ahead,1.22254227150741e-07
Dynamic Harmonic Model,2013/2014,45,1 wk ahead,0.999999861091373
Historical Average,2013/2014,45,1 wk ahead,6.57306301941579e-08
Subtype Historical Average,2013/2014,45,1 wk ahead,7.31779969646281e-08
Dynamic Harmonic Model,2014/2015,45,1 wk ahead,0.999999837537894
Historical Average,2014/2015,45,1 wk ahead,7.34727899104695e-08
Subtype Historical Average,2014/2015,45,1 wk ahead,8.89893164507189e-08
Dynamic Harmonic Model,2015/2016,45,1 wk ahead,0.999999864936411
Historical Average,2015/2016,45,1 wk ahead,4.88322447341792e-08
Subtype Historical Average,2015/2016,45,1 wk ahead,8.62313446665344e-08
Dynamic Harmonic Model,2016/2017,45,1 wk ahead,0.999999824720237
Historical Average,2016/2017,45,1 wk ahead,6.2171426636227e-08
Subtype Historical Average,2016/2017,45,1 wk ahead,1.13108336121108e-07
Dynamic Harmonic Model,2017/2018,45,1 wk ahead,0.999999822264125
Historical Average,2017/2018,45,1 wk ahead,5.90084915389111e-08
Subtype Historical Average,2017/2018,45,1 wk ahead,1.18727383271899e-07
Dynamic Harmonic Model,2010/2011,46,1 wk ahead,0.999999904838612
Historical Average,2010/2011,46,1 wk ahead,3.13856080684606e-08
Subtype Historical Average,2010/2011,46,1 wk ahead,6.37757797444913e-08
Dynamic Harmonic Model,2011/2012,46,1 wk ahead,0.999999625900653
Historical Average,2011/2012,46,1 wk ahead,8.51750048419411e-08
Subtype Historical Average,2011/2012,46,1 wk ahead,2.88924341806187e-07
Dynamic Harmonic Model,2012/2013,46,1 wk ahead,0.999999705724294
Historical Average,2012/2013,46,1 wk ahead,7.49713782114987e-08
Subtype Historical Average,2012/2013,46,1 wk ahead,2.19304327702885e-07
Dynamic Harmonic Model,2013/2014,46,1 wk ahead,0.999999682520769
Historical Average,2013/2014,46,1 wk ahead,1.59598587355408e-07
Subtype Historical Average,2013/2014,46,1 wk ahead,1.57880643823346e-07
Dynamic Harmonic Model,2014/2015,46,1 wk ahead,0.999999701320992
Historical Average,2014/2015,46,1 wk ahead,1.22189761201731e-07
Subtype Historical Average,2014/2015,46,1 wk ahead,1.76489246680149e-07
Dynamic Harmonic Model,2015/2016,46,1 wk ahead,0.9999997244943
Historical Average,2015/2016,46,1 wk ahead,7.79295901171543e-08
Subtype Historical Average,2015/2016,46,1 wk ahead,1.97576110018671e-07
Dynamic Harmonic Model,2016/2017,46,1 wk ahead,0.999999653730656
Historical Average,2016/2017,46,1 wk ahead,1.01389860866578e-07
Subtype Historical Average,2016/2017,46,1 wk ahead,2.4487948354077e-07
Dynamic Harmonic Model,2017/2018,46,1 wk ahead,0.999999727278925
Historical Average,2017/2018,46,1 wk ahead,7.37003784383926e-08
Subtype Historical Average,2017/2018,46,1 wk ahead,1.99020696280245e-07
Dynamic Harmonic Model,2010/2011,47,1 wk ahead,0.999999877050181
Historical Average,2010/2011,47,1 wk ahead,1.43048234062119e-08
Subtype Historical Average,2010/2011,47,1 wk ahead,1.08644995129997e-07
Dynamic Harmonic Model,2011/2012,47,1 wk ahead,0.999999797834878
Historical Average,2011/2012,47,1 wk ahead,2.23206042137186e-08
Subtype Historical Average,2011/2012,47,1 wk ahead,1.79844518165741e-07
Dynamic Harmonic Model,2012/2013,47,1 wk ahead,0.9999997271012
Historical Average,2012/2013,47,1 wk ahead,3.42535151954937e-08
Subtype Historical Average,2012/2013,47,1 wk ahead,2.3864528442381e-07
Dynamic Harmonic Model,2013/2014,47,1 wk ahead,0.999999784583223
Historical Average,2013/2014,47,1 wk ahead,6.80172390899197e-08
Subtype Historical Average,2013/2014,47,1 wk ahead,1.47399538133961e-07
Dynamic Harmonic Model,2014/2015,47,1 wk ahead,0.999999753040199
Historical Average,2014/2015,47,1 wk ahead,9.41374226917008e-08
Subtype Historical Average,2014/2015,47,1 wk ahead,1.52822377892228e-07
Dynamic Harmonic Model,2015/2016,47,1 wk ahead,0.999999842988186
Historical Average,2015/2016,47,1 wk ahead,3.38629276377319e-08
Subtype Historical Average,2015/2016,47,1 wk ahead,1.23148886777965e-07
Dynamic Harmonic Model,2016/2017,47,1 wk ahead,0.999999786813645
Historical Average,2016/2017,47,1 wk ahead,3.42234489767192e-08
Subtype Historical Average,2016/2017,47,1 wk ahead,1.78962906216436e-07
Dynamic Harmonic Model,2017/2018,47,1 wk ahead,0.999999732880625
Historical Average,2017/2018,47,1 wk ahead,3.63742547374971e-08
Subtype Historical Average,2017/2018,47,1 wk ahead,2.30745119724497e-07
Dynamic Harmonic Model,2010/2011,48,1 wk ahead,0.999999896445629
Historical Average,2010/2011,48,1 wk ahead,8.3705538332165e-09
Subtype Historical Average,2010/2011,48,1 wk ahead,9.5183816964457e-08
Dynamic Harmonic Model,2011/2012,48,1 wk ahead,0.999999811664684
Historical Average,2011/2012,48,1 wk ahead,1.23090567985519e-08
Subtype Historical Average,2011/2012,48,1 wk ahead,1.76026259374136e-07
Dynamic Harmonic Model,2012/2013,48,1 wk ahead,0.999999901504818
Historical Average,2012/2013,48,1 wk ahead,1.73219955995906e-08
Subtype Historical Average,2012/2013,48,1 wk ahead,8.11731861588037e-08
Dynamic Harmonic Model,2013/2014,48,1 wk ahead,0.999999811790966
Historical Average,2013/2014,48,1 wk ahead,4.974177014696e-08
Subtype Historical Average,2013/2014,48,1 wk ahead,1.38467263829603e-07
Dynamic Harmonic Model,2014/2015,48,1 wk ahead,0.999999909769184
Historical Average,2014/2015,48,1 wk ahead,1.92862054379751e-08
Subtype Historical Average,2014/2015,48,1 wk ahead,7.09446100977981e-08
Dynamic Harmonic Model,2015/2016,48,1 wk ahead,0.999999865181327
Historical Average,2015/2016,48,1 wk ahead,1.71988481512792e-08
Subtype Historical Average,2015/2016,48,1 wk ahead,1.176198246388e-07
Dynamic Harmonic Model,2016/2017,48,1 wk ahead,0.999999826916169
Historical Average,2016/2017,48,1 wk ahead,1.75999026988941e-08
Subtype Historical Average,2016/2017,48,1 wk ahead,1.55483927958676e-07
Dynamic Harmonic Model,2017/2018,48,1 wk ahead,0.999999736752205
Historical Average,2017/2018,48,1 wk ahead,1.93790586426563e-08
Subtype Historical Average,2017/2018,48,1 wk ahead,2.43868736398878e-07
Dynamic Harmonic Model,2010/2011,49,1 wk ahead,0.986690582802908
Historical Average,2010/2011,49,1 wk ahead,5.04949128670203e-14
Subtype Historical Average,2010/2011,49,1 wk ahead,0.0133094171970413
Dynamic Harmonic Model,2011/2012,49,1 wk ahead,0.985039714086471
Historical Average,2011/2012,49,1 wk ahead,2.65998473870539e-13
Subtype Historical Average,2011/2012,49,1 wk ahead,0.0149602859132628
Dynamic Harmonic Model,2012/2013,49,1 wk ahead,0.979651273075754
Historical Average,2012/2013,49,1 wk ahead,4.10656767611901e-11
Subtype Historical Average,2012/2013,49,1 wk ahead,0.0203487268831805
Dynamic Harmonic Model,2013/2014,49,1 wk ahead,0.986270402223389
Historical Average,2013/2014,49,1 wk ahead,1.61107845294959e-12
Subtype Historical Average,2013/2014,49,1 wk ahead,0.0137295977749996
Dynamic Harmonic Model,2014/2015,49,1 wk ahead,0.999999773673888
Historical Average,2014/2015,49,1 wk ahead,5.23508657483827e-09
Subtype Historical Average,2014/2015,49,1 wk ahead,2.21091025785892e-07
Dynamic Harmonic Model,2015/2016,49,1 wk ahead,0.999998530165119
Historical Average,2015/2016,49,1 wk ahead,1.73440180392802e-27
Subtype Historical Average,2015/2016,49,1 wk ahead,1.46983488056378e-06
Dynamic Harmonic Model,2016/2017,49,1 wk ahead,0.98369442182951
Historical Average,2016/2017,49,1 wk ahead,1.53650385972516e-12
Subtype Historical Average,2016/2017,49,1 wk ahead,0.0163055781689533
Dynamic Harmonic Model,2017/2018,49,1 wk ahead,0.975343901525191
Historical Average,2017/2018,49,1 wk ahead,1.40492089833328e-10
Subtype Historical Average,2017/2018,49,1 wk ahead,0.0246560983343166
Dynamic Harmonic Model,2010/2011,50,1 wk ahead,0.999999843764019
Historical Average,2010/2011,50,1 wk ahead,2.08143055426729e-13
Subtype Historical Average,2010/2011,50,1 wk ahead,1.56235772970351e-07
Dynamic Harmonic Model,2011/2012,50,1 wk ahead,0.99999939888944
Historical Average,2011/2012,50,1 wk ahead,3.48322441489824e-16
Subtype Historical Average,2011/2012,50,1 wk ahead,6.01110559497901e-07
Dynamic Harmonic Model,2012/2013,50,1 wk ahead,0.999999624294788
Historical Average,2012/2013,50,1 wk ahead,9.20095960244406e-15
Subtype Historical Average,2012/2013,50,1 wk ahead,3.75705202433904e-07
Dynamic Harmonic Model,2013/2014,50,1 wk ahead,0.999999742424121
Historical Average,2013/2014,50,1 wk ahead,2.72424159323567e-13
Subtype Historical Average,2013/2014,50,1 wk ahead,2.57575606253527e-07
Dynamic Harmonic Model,2014/2015,50,1 wk ahead,0.999999912889018
Historical Average,2014/2015,50,1 wk ahead,3.49891887529636e-09
Subtype Historical Average,2014/2015,50,1 wk ahead,8.36120629389298e-08
Dynamic Harmonic Model,2015/2016,50,1 wk ahead,0.999999386346961
Historical Average,2015/2016,50,1 wk ahead,5.79210785786244e-16
Subtype Historical Average,2015/2016,50,1 wk ahead,6.13653038292449e-07
Dynamic Harmonic Model,2016/2017,50,1 wk ahead,0.999999434074856
Historical Average,2016/2017,50,1 wk ahead,1.35450497741136e-15
Subtype Historical Average,2016/2017,50,1 wk ahead,5.65925142158657e-07
Dynamic Harmonic Model,2017/2018,50,1 wk ahead,0.999999268240082
Historical Average,2017/2018,50,1 wk ahead,1.71820188620506e-16
Subtype Historical Average,2017/2018,50,1 wk ahead,7.31759917431701e-07
Dynamic Harmonic Model,2010/2011,51,1 wk ahead,0.755159810356248
Historical Average,2010/2011,51,1 wk ahead,3.11467430342144e-07
Subtype Historical Average,2010/2011,51,1 wk ahead,0.244839878176322
Dynamic Harmonic Model,2011/2012,51,1 wk ahead,0.745423667658251
Historical Average,2011/2012,51,1 wk ahead,3.55398812306939e-07
Subtype Historical Average,2011/2012,51,1 wk ahead,0.254575976942937
Dynamic Harmonic Model,2012/2013,51,1 wk ahead,0.771701302420154
Historical Average,2012/2013,51,1 wk ahead,3.74589295145548e-07
Subtype Historical Average,2012/2013,51,1 wk ahead,0.228298322990551
Dynamic Harmonic Model,2013/2014,51,1 wk ahead,0.838656592354124
Historical Average,2013/2014,51,1 wk ahead,7.42201879732764e-07
Subtype Historical Average,2013/2014,51,1 wk ahead,0.161342665443996
Dynamic Harmonic Model,2014/2015,51,1 wk ahead,0.80111826831789
Historical Average,2014/2015,51,1 wk ahead,7.46922709997908e-07
Subtype Historical Average,2014/2015,51,1 wk ahead,0.1988809847594
Dynamic Harmonic Model,2015/2016,51,1 wk ahead,0.739531716386438
Historical Average,2015/2016,51,1 wk ahead,3.40624368918373e-07
Subtype Historical Average,2015/2016,51,1 wk ahead,0.260467942989194
Dynamic Harmonic Model,2016/2017,51,1 wk ahead,0.728284452763722
Historical Average,2016/2017,51,1 wk ahead,3.49785051039754e-07
Subtype Historical Average,2016/2017,51,1 wk ahead,0.271715197451227
Dynamic Harmonic Model,2017/2018,51,1 wk ahead,0.754487816584486
Historical Average,2017/2018,51,1 wk ahead,3.31394151144153e-07
Subtype Historical Average,2017/2018,51,1 wk ahead,0.245511852021363
Dynamic Harmonic Model,2010/2011,52,1 wk ahead,0.880657332231809
Historical Average,2010/2011,52,1 wk ahead,4.4481117645741e-07
Subtype Historical Average,2010/2011,52,1 wk ahead,0.119342222957015
Dynamic Harmonic Model,2011/2012,52,1 wk ahead,0.882868485693257
Historical Average,2011/2012,52,1 wk ahead,4.74291395494374e-07
Subtype Historical Average,2011/2012,52,1 wk ahead,0.117131040015348
Dynamic Harmonic Model,2012/2013,52,1 wk ahead,0.934674274254595
Historical Average,2012/2013,52,1 wk ahead,6.32628479238813e-07
Subtype Historical Average,2012/2013,52,1 wk ahead,0.065325093116926
Dynamic Harmonic Model,2013/2014,52,1 wk ahead,0.869043551701173
Historical Average,2013/2014,52,1 wk ahead,1.29200599092048e-06
Subtype Historical Average,2013/2014,52,1 wk ahead,0.130955156292836
Dynamic Harmonic Model,2014/2015,52,1 wk ahead,0.892574803307413
Historical Average,2014/2015,52,1 wk ahead,2.51887076688069e-06
Subtype Historical Average,2014/2015,52,1 wk ahead,0.10742267782182
Dynamic Harmonic Model,2015/2016,52,1 wk ahead,0.931874273863983
Historical Average,2015/2016,52,1 wk ahead,2.80319017662639e-07
Subtype Historical Average,2015/2016,52,1 wk ahead,0.0681254458169995
Dynamic Harmonic Model,2016/2017,52,1 wk ahead,0.866419155262941
Historical Average,2016/2017,52,1 wk ahead,6.63201535322613e-07
Subtype Historical Average,2016/2017,52,1 wk ahead,0.133580181535524
Dynamic Harmonic Model,2017/2018,52,1 wk ahead,0.82882163297218
Historical Average,2017/2018,52,1 wk ahead,8.44101597661405e-07
Subtype Historical Average,2017/2018,52,1 wk ahead,0.171177522926222
Dynamic Harmonic Model,2010/2011,53,1 wk ahead,0.999999963069508
Historical Average,2010/2011,53,1 wk ahead,9.54472357825598e-10
Subtype Historical Average,2010/2011,53,1 wk ahead,3.59760192712972e-08
Dynamic Harmonic Model,2011/2012,53,1 wk ahead,0.999999804484528
Historical Average,2011/2012,53,1 wk ahead,1.52119188907914e-10
Subtype Historical Average,2011/2012,53,1 wk ahead,1.95363352467215e-07
Dynamic Harmonic Model,2012/2013,53,1 wk ahead,0.999999918652136
Historical Average,2012/2013,53,1 wk ahead,6.0731119147989e-10
Subtype Historical Average,2012/2013,53,1 wk ahead,8.07405525800657e-08
Dynamic Harmonic Model,2013/2014,53,1 wk ahead,0.999999865367897
Historical Average,2013/2014,53,1 wk ahead,1.03318831300107e-08
Subtype Historical Average,2013/2014,53,1 wk ahead,1.24300220075884e-07
Dynamic Harmonic Model,2014/2015,53,1 wk ahead,0.999999878902576
Historical Average,2014/2015,53,1 wk ahead,5.17332312328302e-10
Subtype Historical Average,2014/2015,53,1 wk ahead,1.20580091192925e-07
Dynamic Harmonic Model,2015/2016,53,1 wk ahead,0.999999791126368
Historical Average,2015/2016,53,1 wk ahead,2.08845274950075e-10
Subtype Historical Average,2015/2016,53,1 wk ahead,2.08664786749361e-07
Dynamic Harmonic Model,2016/2017,53,1 wk ahead,0.999999781333451
Historical Average,2016/2017,53,1 wk ahead,1.91372801924508e-10
Subtype Historical Average,2016/2017,53,1 wk ahead,2.18475176365077e-07
Dynamic Harmonic Model,2017/2018,53,1 wk ahead,0.999999584985885
Historical Average,2017/2018,53,1 wk ahead,1.03377732858613e-10
Subtype Historical Average,2017/2018,53,1 wk ahead,4.14910737622456e-07
Dynamic Harmonic Model,2010/2011,54,1 wk ahead,0.999999981187443
Historical Average,2010/2011,54,1 wk ahead,3.22157045546635e-09
Subtype Historical Average,2010/2011,54,1 wk ahead,1.55909862508973e-08
Dynamic Harmonic Model,2011/2012,54,1 wk ahead,0.999999982798076
Historical Average,2011/2012,54,1 wk ahead,2.29456081235003e-09
Subtype Historical Average,2011/2012,54,1 wk ahead,1.49073631412407e-08
Dynamic Harmonic Model,2012/2013,54,1 wk ahead,0.999999982939888
Historical Average,2012/2013,54,1 wk ahead,1.6487013631984e-09
Subtype Historical Average,2012/2013,54,1 wk ahead,1.54114101723023e-08
Dynamic Harmonic Model,2013/2014,54,1 wk ahead,0.999999979910312
Historical Average,2013/2014,54,1 wk ahead,4.75596629680385e-09
Subtype Historical Average,2013/2014,54,1 wk ahead,1.53337216139553e-08
Dynamic Harmonic Model,2014/2015,54,1 wk ahead,0.999999983732659
Historical Average,2014/2015,54,1 wk ahead,5.9396534878005e-09
Subtype Historical Average,2014/2015,54,1 wk ahead,1.03276876987835e-08
Dynamic Harmonic Model,2015/2016,54,1 wk ahead,0.999999980512105
Historical Average,2015/2016,54,1 wk ahead,2.58177269292614e-09
Subtype Historical Average,2015/2016,54,1 wk ahead,1.69061219442698e-08
Dynamic Harmonic Model,2016/2017,54,1 wk ahead,0.999999989487574
Historical Average,2016/2017,54,1 wk ahead,1.29413012400226e-09
Subtype Historical Average,2016/2017,54,1 wk ahead,9.21829601743984e-09
Dynamic Harmonic Model,2017/2018,54,1 wk ahead,0.999999972832019
Historical Average,2017/2018,54,1 wk ahead,3.33277300988607e-09
Subtype Historical Average,2017/2018,54,1 wk ahead,2.38352083982128e-08
Dynamic Harmonic Model,2010/2011,55,1 wk ahead,0.999999969667837
Historical Average,2010/2011,55,1 wk ahead,1.62752121789821e-09
Subtype Historical Average,2010/2011,55,1 wk ahead,2.87046419919507e-08
Dynamic Harmonic Model,2011/2012,55,1 wk ahead,0.999999967108909
Historical Average,2011/2012,55,1 wk ahead,1.5206755940518e-09
Subtype Historical Average,2011/2012,55,1 wk ahead,3.1370415428277e-08
Dynamic Harmonic Model,2012/2013,55,1 wk ahead,0.99999998319245
Historical Average,2012/2013,55,1 wk ahead,1.71357402338137e-09
Subtype Historical Average,2012/2013,55,1 wk ahead,1.50939764834463e-08
Dynamic Harmonic Model,2013/2014,55,1 wk ahead,0.999999953654888
Historical Average,2013/2014,55,1 wk ahead,4.35367975098557e-09
Subtype Historical Average,2013/2014,55,1 wk ahead,4.19914319118052e-08
Dynamic Harmonic Model,2014/2015,55,1 wk ahead,0.999999976057593
Historical Average,2014/2015,55,1 wk ahead,6.71369176402234e-09
Subtype Historical Average,2014/2015,55,1 wk ahead,1.72287153071131e-08
Dynamic Harmonic Model,2015/2016,55,1 wk ahead,0.999999959561861
Historical Average,2015/2016,55,1 wk ahead,2.21328011189641e-09
Subtype Historical Average,2015/2016,55,1 wk ahead,3.82248585238735e-08
Dynamic Harmonic Model,2016/2017,55,1 wk ahead,0.999999947067371
Historical Average,2016/2017,55,1 wk ahead,2.85565268848207e-09
Subtype Historical Average,2016/2017,55,1 wk ahead,5.00769764043325e-08
Dynamic Harmonic Model,2017/2018,55,1 wk ahead,0.999999946705126
Historical Average,2017/2018,55,1 wk ahead,2.22046686709068e-09
Subtype Historical Average,2017/2018,55,1 wk ahead,5.10744073872325e-08
Dynamic Harmonic Model,2010/2011,56,1 wk ahead,0.999999975211442
Historical Average,2010/2011,56,1 wk ahead,2.29396419925669e-09
Subtype Historical Average,2010/2011,56,1 wk ahead,2.2494593850561e-08
Dynamic Harmonic Model,2011/2012,56,1 wk ahead,0.999999968606228
Historical Average,2011/2012,56,1 wk ahead,2.23983045620835e-09
Subtype Historical Average,2011/2012,56,1 wk ahead,2.91539415803956e-08
Dynamic Harmonic Model,2012/2013,56,1 wk ahead,0.999999973558093
Historical Average,2012/2013,56,1 wk ahead,1.84701193285053e-09
Subtype Historical Average,2012/2013,56,1 wk ahead,2.4594894968049e-08
