component_model_id,season,location,target,weight
Subtype Historical Average,2014/2015,HHS Region 1,Season onset,0.0423610489295712
Subtype Historical Average,2014/2015,HHS Region 1,Season peak week,0.0423610489295712
Subtype Historical Average,2014/2015,HHS Region 1,Season peak percentage,0.0423610489295712
Dynamic Harmonic Model,2015/2016,HHS Region 1,Season onset,0.938605870327192
Dynamic Harmonic Model,2015/2016,HHS Region 1,Season peak week,0.938605870327192
Dynamic Harmonic Model,2015/2016,HHS Region 1,Season peak percentage,0.938605870327192
Historical Average,2015/2016,HHS Region 1,Season onset,4.69374235879067e-07
Historical Average,2015/2016,HHS Region 1,Season peak week,4.69374235879067e-07
Historical Average,2015/2016,HHS Region 1,Season peak percentage,4.69374235879067e-07
Subtype Historical Average,2015/2016,HHS Region 1,Season onset,0.061393660298572
Subtype Historical Average,2015/2016,HHS Region 1,Season peak week,0.061393660298572
Subtype Historical Average,2015/2016,HHS Region 1,Season peak percentage,0.061393660298572
Dynamic Harmonic Model,2016/2017,HHS Region 1,Season onset,0.932224828763092
Dynamic Harmonic Model,2016/2017,HHS Region 1,Season peak week,0.932224828763092
Dynamic Harmonic Model,2016/2017,HHS Region 1,Season peak percentage,0.932224828763092
Historical Average,2016/2017,HHS Region 1,Season onset,4.9737251493715e-07
Historical Average,2016/2017,HHS Region 1,Season peak week,4.9737251493715e-07
Historical Average,2016/2017,HHS Region 1,Season peak percentage,4.9737251493715e-07
Subtype Historical Average,2016/2017,HHS Region 1,Season onset,0.0677746738643926
Subtype Historical Average,2016/2017,HHS Region 1,Season peak week,0.0677746738643926
Subtype Historical Average,2016/2017,HHS Region 1,Season peak percentage,0.0677746738643926
Dynamic Harmonic Model,2017/2018,HHS Region 1,Season onset,0.919911790992252
Dynamic Harmonic Model,2017/2018,HHS Region 1,Season peak week,0.919911790992252
Dynamic Harmonic Model,2017/2018,HHS Region 1,Season peak percentage,0.919911790992252
Historical Average,2017/2018,HHS Region 1,Season onset,6.03898566166037e-07
Historical Average,2017/2018,HHS Region 1,Season peak week,6.03898566166037e-07
Historical Average,2017/2018,HHS Region 1,Season peak percentage,6.03898566166037e-07
Subtype Historical Average,2017/2018,HHS Region 1,Season onset,0.0800876051091823
Subtype Historical Average,2017/2018,HHS Region 1,Season peak week,0.0800876051091823
Subtype Historical Average,2017/2018,HHS Region 1,Season peak percentage,0.0800876051091823
Dynamic Harmonic Model,2010/2011,HHS Region 10,Season onset,0.987017675312513
Dynamic Harmonic Model,2010/2011,HHS Region 10,Season peak week,0.987017675312513
Dynamic Harmonic Model,2010/2011,HHS Region 10,Season peak percentage,0.987017675312513
Historical Average,2010/2011,HHS Region 10,Season onset,7.36634753161589e-06
Historical Average,2010/2011,HHS Region 10,Season peak week,7.36634753161589e-06
Historical Average,2010/2011,HHS Region 10,Season peak percentage,7.36634753161589e-06
Subtype Historical Average,2010/2011,HHS Region 10,Season onset,0.012974958339955
Subtype Historical Average,2010/2011,HHS Region 10,Season peak week,0.012974958339955
Subtype Historical Average,2010/2011,HHS Region 10,Season peak percentage,0.012974958339955
Dynamic Harmonic Model,2011/2012,HHS Region 10,Season onset,0.990548583887593
Dynamic Harmonic Model,2011/2012,HHS Region 10,Season peak week,0.990548583887593
Dynamic Harmonic Model,2011/2012,HHS Region 10,Season peak percentage,0.990548583887593
Historical Average,2011/2012,HHS Region 10,Season onset,1.85773300453925e-05
Historical Average,2011/2012,HHS Region 10,Season peak week,1.85773300453925e-05
Historical Average,2011/2012,HHS Region 10,Season peak percentage,1.85773300453925e-05
Subtype Historical Average,2011/2012,HHS Region 10,Season onset,0.00943283878236167
Subtype Historical Average,2011/2012,HHS Region 10,Season peak week,0.00943283878236167
Subtype Historical Average,2011/2012,HHS Region 10,Season peak percentage,0.00943283878236167
Dynamic Harmonic Model,2012/2013,HHS Region 10,Season onset,0.977629514284703
Dynamic Harmonic Model,2012/2013,HHS Region 10,Season peak week,0.977629514284703
Dynamic Harmonic Model,2012/2013,HHS Region 10,Season peak percentage,0.977629514284703
Historical Average,2012/2013,HHS Region 10,Season onset,6.76445386091226e-06
Historical Average,2012/2013,HHS Region 10,Season peak week,6.76445386091226e-06
Historical Average,2012/2013,HHS Region 10,Season peak percentage,6.76445386091226e-06
Subtype Historical Average,2012/2013,HHS Region 10,Season onset,0.0223637212614365
Subtype Historical Average,2012/2013,HHS Region 10,Season peak week,0.0223637212614365
Subtype Historical Average,2012/2013,HHS Region 10,Season peak percentage,0.0223637212614365
Dynamic Harmonic Model,2013/2014,HHS Region 10,Season onset,0.979506941805861
Dynamic Harmonic Model,2013/2014,HHS Region 10,Season peak week,0.979506941805861
Dynamic Harmonic Model,2013/2014,HHS Region 10,Season peak percentage,0.979506941805861
Historical Average,2013/2014,HHS Region 10,Season onset,0.000237412814375381
Historical Average,2013/2014,HHS Region 10,Season peak week,0.000237412814375381
Historical Average,2013/2014,HHS Region 10,Season peak percentage,0.000237412814375381
Subtype Historical Average,2013/2014,HHS Region 10,Season onset,0.0202556453797641
Subtype Historical Average,2013/2014,HHS Region 10,Season peak week,0.0202556453797641
Subtype Historical Average,2013/2014,HHS Region 10,Season peak percentage,0.0202556453797641
Dynamic Harmonic Model,2014/2015,HHS Region 10,Season onset,0.97817295632519
Dynamic Harmonic Model,2014/2015,HHS Region 10,Season peak week,0.97817295632519
Dynamic Harmonic Model,2014/2015,HHS Region 10,Season peak percentage,0.97817295632519
Historical Average,2014/2015,HHS Region 10,Season onset,2.38680491327178e-05
Historical Average,2014/2015,HHS Region 10,Season peak week,2.38680491327178e-05
Historical Average,2014/2015,HHS Region 10,Season peak percentage,2.38680491327178e-05
Subtype Historical Average,2014/2015,HHS Region 10,Season onset,0.0218031756256772
Subtype Historical Average,2014/2015,HHS Region 10,Season peak week,0.0218031756256772
Subtype Historical Average,2014/2015,HHS Region 10,Season peak percentage,0.0218031756256772
Dynamic Harmonic Model,2015/2016,HHS Region 10,Season onset,0.978039513364601
Dynamic Harmonic Model,2015/2016,HHS Region 10,Season peak week,0.978039513364601
Dynamic Harmonic Model,2015/2016,HHS Region 10,Season peak percentage,0.978039513364601
Historical Average,2015/2016,HHS Region 10,Season onset,1.5229111602373e-05
Historical Average,2015/2016,HHS Region 10,Season peak week,1.5229111602373e-05
Historical Average,2015/2016,HHS Region 10,Season peak percentage,1.5229111602373e-05
Subtype Historical Average,2015/2016,HHS Region 10,Season onset,0.021945257523797
Subtype Historical Average,2015/2016,HHS Region 10,Season peak week,0.021945257523797
Subtype Historical Average,2015/2016,HHS Region 10,Season peak percentage,0.021945257523797
Dynamic Harmonic Model,2016/2017,HHS Region 10,Season onset,0.978234602038794
Dynamic Harmonic Model,2016/2017,HHS Region 10,Season peak week,0.978234602038794
Dynamic Harmonic Model,2016/2017,HHS Region 10,Season peak percentage,0.978234602038794
Historical Average,2016/2017,HHS Region 10,Season onset,1.32529473529026e-05
Historical Average,2016/2017,HHS Region 10,Season peak week,1.32529473529026e-05
Historical Average,2016/2017,HHS Region 10,Season peak percentage,1.32529473529026e-05
Subtype Historical Average,2016/2017,HHS Region 10,Season onset,0.0217521450138533
Subtype Historical Average,2016/2017,HHS Region 10,Season peak week,0.0217521450138533
Subtype Historical Average,2016/2017,HHS Region 10,Season peak percentage,0.0217521450138533
Dynamic Harmonic Model,2017/2018,HHS Region 10,Season onset,0.976719178760497
Dynamic Harmonic Model,2017/2018,HHS Region 10,Season peak week,0.976719178760497
Dynamic Harmonic Model,2017/2018,HHS Region 10,Season peak percentage,0.976719178760497
Historical Average,2017/2018,HHS Region 10,Season onset,1.23536404626228e-05
Historical Average,2017/2018,HHS Region 10,Season peak week,1.23536404626228e-05
Historical Average,2017/2018,HHS Region 10,Season peak percentage,1.23536404626228e-05
Subtype Historical Average,2017/2018,HHS Region 10,Season onset,0.0232684675990409
Subtype Historical Average,2017/2018,HHS Region 10,Season peak week,0.0232684675990409
Subtype Historical Average,2017/2018,HHS Region 10,Season peak percentage,0.0232684675990409
Dynamic Harmonic Model,2010/2011,HHS Region 2,Season onset,0.823245832579838
Dynamic Harmonic Model,2010/2011,HHS Region 2,Season peak week,0.823245832579838
Dynamic Harmonic Model,2010/2011,HHS Region 2,Season peak percentage,0.823245832579838
Historical Average,2010/2011,HHS Region 2,Season onset,7.15750507176277e-07
Historical Average,2010/2011,HHS Region 2,Season peak week,7.15750507176277e-07
Historical Average,2010/2011,HHS Region 2,Season peak percentage,7.15750507176277e-07
Subtype Historical Average,2010/2011,HHS Region 2,Season onset,0.176753451669654
Subtype Historical Average,2010/2011,HHS Region 2,Season peak week,0.176753451669654
Subtype Historical Average,2010/2011,HHS Region 2,Season peak percentage,0.176753451669654
Dynamic Harmonic Model,2011/2012,HHS Region 2,Season onset,0.799537253639849
Dynamic Harmonic Model,2011/2012,HHS Region 2,Season peak week,0.799537253639849
Dynamic Harmonic Model,2011/2012,HHS Region 2,Season peak percentage,0.799537253639849
Historical Average,2011/2012,HHS Region 2,Season onset,5.3276524530628e-07
Historical Average,2011/2012,HHS Region 2,Season peak week,5.3276524530628e-07
Historical Average,2011/2012,HHS Region 2,Season peak percentage,5.3276524530628e-07
Subtype Historical Average,2011/2012,HHS Region 2,Season onset,0.200462213594906
Subtype Historical Average,2011/2012,HHS Region 2,Season peak week,0.200462213594906
Subtype Historical Average,2011/2012,HHS Region 2,Season peak percentage,0.200462213594906
Dynamic Harmonic Model,2012/2013,HHS Region 2,Season onset,0.791702168210363
Dynamic Harmonic Model,2012/2013,HHS Region 2,Season peak week,0.791702168210363
Dynamic Harmonic Model,2012/2013,HHS Region 2,Season peak percentage,0.791702168210363
Historical Average,2012/2013,HHS Region 2,Season onset,8.10524808099446e-07
Historical Average,2012/2013,HHS Region 2,Season peak week,8.10524808099446e-07
Historical Average,2012/2013,HHS Region 2,Season peak percentage,8.10524808099446e-07
Subtype Historical Average,2012/2013,HHS Region 2,Season onset,0.208297021264828
Subtype Historical Average,2012/2013,HHS Region 2,Season peak week,0.208297021264828
Subtype Historical Average,2012/2013,HHS Region 2,Season peak percentage,0.208297021264828
Dynamic Harmonic Model,2013/2014,HHS Region 2,Season onset,0.799897884121339
Dynamic Harmonic Model,2013/2014,HHS Region 2,Season peak week,0.799897884121339
Dynamic Harmonic Model,2013/2014,HHS Region 2,Season peak percentage,0.799897884121339
Historical Average,2013/2014,HHS Region 2,Season onset,1.48402081696336e-06
Historical Average,2013/2014,HHS Region 2,Season peak week,1.48402081696336e-06
Historical Average,2013/2014,HHS Region 2,Season peak percentage,1.48402081696336e-06
Subtype Historical Average,2013/2014,HHS Region 2,Season onset,0.200100631857844
Subtype Historical Average,2013/2014,HHS Region 2,Season peak week,0.200100631857844
Subtype Historical Average,2013/2014,HHS Region 2,Season peak percentage,0.200100631857844
Dynamic Harmonic Model,2014/2015,HHS Region 2,Season onset,0.81615032898677
Dynamic Harmonic Model,2014/2015,HHS Region 2,Season peak week,0.81615032898677
Dynamic Harmonic Model,2014/2015,HHS Region 2,Season peak percentage,0.81615032898677
Historical Average,2014/2015,HHS Region 2,Season onset,8.31771090505921e-07
Historical Average,2014/2015,HHS Region 2,Season peak week,8.31771090505921e-07
Historical Average,2014/2015,HHS Region 2,Season peak percentage,8.31771090505921e-07
Subtype Historical Average,2014/2015,HHS Region 2,Season onset,0.18384883924214
Subtype Historical Average,2014/2015,HHS Region 2,Season peak week,0.18384883924214
Subtype Historical Average,2014/2015,HHS Region 2,Season peak percentage,0.18384883924214
Dynamic Harmonic Model,2015/2016,HHS Region 2,Season onset,0.85832189679178
Dynamic Harmonic Model,2015/2016,HHS Region 2,Season peak week,0.85832189679178
Dynamic Harmonic Model,2015/2016,HHS Region 2,Season peak percentage,0.85832189679178
Historical Average,2015/2016,HHS Region 2,Season onset,7.75005469936278e-07
Historical Average,2015/2016,HHS Region 2,Season peak week,7.75005469936278e-07
Historical Average,2015/2016,HHS Region 2,Season peak percentage,7.75005469936278e-07
Subtype Historical Average,2015/2016,HHS Region 2,Season onset,0.14167732820275
Subtype Historical Average,2015/2016,HHS Region 2,Season peak week,0.14167732820275
Subtype Historical Average,2015/2016,HHS Region 2,Season peak percentage,0.14167732820275
Dynamic Harmonic Model,2016/2017,HHS Region 2,Season onset,0.778034521780148
Dynamic Harmonic Model,2016/2017,HHS Region 2,Season peak week,0.778034521780148
Dynamic Harmonic Model,2016/2017,HHS Region 2,Season peak percentage,0.778034521780148
Historical Average,2016/2017,HHS Region 2,Season onset,5.9801889934328e-07
Historical Average,2016/2017,HHS Region 2,Season peak week,5.9801889934328e-07
Historical Average,2016/2017,HHS Region 2,Season peak percentage,5.9801889934328e-07
Subtype Historical Average,2016/2017,HHS Region 2,Season onset,0.221964880200953
Subtype Historical Average,2016/2017,HHS Region 2,Season peak week,0.221964880200953
Subtype Historical Average,2016/2017,HHS Region 2,Season peak percentage,0.221964880200953
Dynamic Harmonic Model,2017/2018,HHS Region 2,Season onset,0.768860285042777
Dynamic Harmonic Model,2017/2018,HHS Region 2,Season peak week,0.768860285042777
Dynamic Harmonic Model,2017/2018,HHS Region 2,Season peak percentage,0.768860285042777
Historical Average,2017/2018,HHS Region 2,Season onset,7.02178525399053e-07
Historical Average,2017/2018,HHS Region 2,Season peak week,7.02178525399053e-07
Historical Average,2017/2018,HHS Region 2,Season peak percentage,7.02178525399053e-07
Subtype Historical Average,2017/2018,HHS Region 2,Season onset,0.231139012778697
Subtype Historical Average,2017/2018,HHS Region 2,Season peak week,0.231139012778697
Subtype Historical Average,2017/2018,HHS Region 2,Season peak percentage,0.231139012778697
Dynamic Harmonic Model,2010/2011,HHS Region 3,Season onset,0.954527744292639
Dynamic Harmonic Model,2010/2011,HHS Region 3,Season peak week,0.954527744292639
Dynamic Harmonic Model,2010/2011,HHS Region 3,Season peak percentage,0.954527744292639
Historical Average,2010/2011,HHS Region 3,Season onset,2.99187561142213e-06
Historical Average,2010/2011,HHS Region 3,Season peak week,2.99187561142213e-06
Historical Average,2010/2011,HHS Region 3,Season peak percentage,2.99187561142213e-06
Subtype Historical Average,2010/2011,HHS Region 3,Season onset,0.0454692638317497
Subtype Historical Average,2010/2011,HHS Region 3,Season peak week,0.0454692638317497
Subtype Historical Average,2010/2011,HHS Region 3,Season peak percentage,0.0454692638317497
Dynamic Harmonic Model,2011/2012,HHS Region 3,Season onset,0.944389278171527
Dynamic Harmonic Model,2011/2012,HHS Region 3,Season peak week,0.944389278171527
Dynamic Harmonic Model,2011/2012,HHS Region 3,Season peak percentage,0.944389278171527
Historical Average,2011/2012,HHS Region 3,Season onset,2.94670625574168e-06
Historical Average,2011/2012,HHS Region 3,Season peak week,2.94670625574168e-06
Historical Average,2011/2012,HHS Region 3,Season peak percentage,2.94670625574168e-06
Subtype Historical Average,2011/2012,HHS Region 3,Season onset,0.0556077751222177
Subtype Historical Average,2011/2012,HHS Region 3,Season peak week,0.0556077751222177
Subtype Historical Average,2011/2012,HHS Region 3,Season peak percentage,0.0556077751222177
Dynamic Harmonic Model,2012/2013,HHS Region 3,Season onset,0.972432576973879
Dynamic Harmonic Model,2012/2013,HHS Region 3,Season peak week,0.972432576973879
Dynamic Harmonic Model,2012/2013,HHS Region 3,Season peak percentage,0.972432576973879
Historical Average,2012/2013,HHS Region 3,Season onset,5.63359934911213e-06
Historical Average,2012/2013,HHS Region 3,Season peak week,5.63359934911213e-06
Historical Average,2012/2013,HHS Region 3,Season peak percentage,5.63359934911213e-06
Subtype Historical Average,2012/2013,HHS Region 3,Season onset,0.0275617894267721
Subtype Historical Average,2012/2013,HHS Region 3,Season peak week,0.0275617894267721
Subtype Historical Average,2012/2013,HHS Region 3,Season peak percentage,0.0275617894267721
Dynamic Harmonic Model,2013/2014,HHS Region 3,Season onset,0.956755648333181
Dynamic Harmonic Model,2013/2014,HHS Region 3,Season peak week,0.956755648333181
Dynamic Harmonic Model,2013/2014,HHS Region 3,Season peak percentage,0.956755648333181
Historical Average,2013/2014,HHS Region 3,Season onset,5.25145325659154e-06
Historical Average,2013/2014,HHS Region 3,Season peak week,5.25145325659154e-06
Historical Average,2013/2014,HHS Region 3,Season peak percentage,5.25145325659154e-06
Subtype Historical Average,2013/2014,HHS Region 3,Season onset,0.0432391002135622
Subtype Historical Average,2013/2014,HHS Region 3,Season peak week,0.0432391002135622
Subtype Historical Average,2013/2014,HHS Region 3,Season peak percentage,0.0432391002135622
Dynamic Harmonic Model,2014/2015,HHS Region 3,Season onset,0.97586303689644
Dynamic Harmonic Model,2014/2015,HHS Region 3,Season peak week,0.97586303689644
Dynamic Harmonic Model,2014/2015,HHS Region 3,Season peak percentage,0.97586303689644
Historical Average,2014/2015,HHS Region 3,Season onset,0.0238995660471899
Historical Average,2014/2015,HHS Region 3,Season peak week,0.0238995660471899
Historical Average,2014/2015,HHS Region 3,Season peak percentage,0.0238995660471899
Subtype Historical Average,2014/2015,HHS Region 3,Season onset,0.000237397056370267
Subtype Historical Average,2014/2015,HHS Region 3,Season peak week,0.000237397056370267
Subtype Historical Average,2014/2015,HHS Region 3,Season peak percentage,0.000237397056370267
Dynamic Harmonic Model,2015/2016,HHS Region 3,Season onset,0.999996998649434
Dynamic Harmonic Model,2015/2016,HHS Region 3,Season peak week,0.999996998649434
Dynamic Harmonic Model,2015/2016,HHS Region 3,Season peak percentage,0.999996998649434
Historical Average,2015/2016,HHS Region 3,Season onset,2.51469743478172e-11
Historical Average,2015/2016,HHS Region 3,Season peak week,2.51469743478172e-11
Historical Average,2015/2016,HHS Region 3,Season peak percentage,2.51469743478172e-11
Subtype Historical Average,2015/2016,HHS Region 3,Season onset,3.00132541921831e-06
Subtype Historical Average,2015/2016,HHS Region 3,Season peak week,3.00132541921831e-06
Subtype Historical Average,2015/2016,HHS Region 3,Season peak percentage,3.00132541921831e-06
Dynamic Harmonic Model,2016/2017,HHS Region 3,Season onset,0.954926864451188
Dynamic Harmonic Model,2016/2017,HHS Region 3,Season peak week,0.954926864451188
Dynamic Harmonic Model,2016/2017,HHS Region 3,Season peak percentage,0.954926864451188
Historical Average,2016/2017,HHS Region 3,Season onset,3.0677173448667e-06
Historical Average,2016/2017,HHS Region 3,Season peak week,3.0677173448667e-06
Historical Average,2016/2017,HHS Region 3,Season peak percentage,3.0677173448667e-06
Subtype Historical Average,2016/2017,HHS Region 3,Season onset,0.0450700678314676
Subtype Historical Average,2016/2017,HHS Region 3,Season peak week,0.0450700678314676
Subtype Historical Average,2016/2017,HHS Region 3,Season peak percentage,0.0450700678314676
Dynamic Harmonic Model,2017/2018,HHS Region 3,Season onset,0.9723737803301
Dynamic Harmonic Model,2017/2018,HHS Region 3,Season peak week,0.9723737803301
Dynamic Harmonic Model,2017/2018,HHS Region 3,Season peak percentage,0.9723737803301
Historical Average,2017/2018,HHS Region 3,Season onset,1.48297975282896e-06
Historical Average,2017/2018,HHS Region 3,Season peak week,1.48297975282896e-06
Historical Average,2017/2018,HHS Region 3,Season peak percentage,1.48297975282896e-06
Subtype Historical Average,2017/2018,HHS Region 3,Season onset,0.027624736690147
Subtype Historical Average,2017/2018,HHS Region 3,Season peak week,0.027624736690147
Subtype Historical Average,2017/2018,HHS Region 3,Season peak percentage,0.027624736690147
Dynamic Harmonic Model,2010/2011,HHS Region 4,Season onset,0.924204291893504
Dynamic Harmonic Model,2010/2011,HHS Region 4,Season peak week,0.924204291893504
Dynamic Harmonic Model,2010/2011,HHS Region 4,Season peak percentage,0.924204291893504
Historical Average,2010/2011,HHS Region 4,Season onset,3.53722863890316e-06
Historical Average,2010/2011,HHS Region 4,Season peak week,3.53722863890316e-06
Historical Average,2010/2011,HHS Region 4,Season peak percentage,3.53722863890316e-06
Subtype Historical Average,2010/2011,HHS Region 4,Season onset,0.0757921708778568
Subtype Historical Average,2010/2011,HHS Region 4,Season peak week,0.0757921708778568
Subtype Historical Average,2010/2011,HHS Region 4,Season peak percentage,0.0757921708778568
Dynamic Harmonic Model,2011/2012,HHS Region 4,Season onset,0.910633731823972
Dynamic Harmonic Model,2011/2012,HHS Region 4,Season peak week,0.910633731823972
Dynamic Harmonic Model,2011/2012,HHS Region 4,Season peak percentage,0.910633731823972
Historical Average,2011/2012,HHS Region 4,Season onset,3.48855627209543e-06
Historical Average,2011/2012,HHS Region 4,Season peak week,3.48855627209543e-06
Historical Average,2011/2012,HHS Region 4,Season peak percentage,3.48855627209543e-06
Subtype Historical Average,2011/2012,HHS Region 4,Season onset,0.0893627796197564
Subtype Historical Average,2011/2012,HHS Region 4,Season peak week,0.0893627796197564
Subtype Historical Average,2011/2012,HHS Region 4,Season peak percentage,0.0893627796197564
Dynamic Harmonic Model,2012/2013,HHS Region 4,Season onset,0.934402969896605
Dynamic Harmonic Model,2012/2013,HHS Region 4,Season peak week,0.934402969896605
Dynamic Harmonic Model,2012/2013,HHS Region 4,Season peak percentage,0.934402969896605
Historical Average,2012/2013,HHS Region 4,Season onset,5.34171748978018e-06
Historical Average,2012/2013,HHS Region 4,Season peak week,5.34171748978018e-06
Historical Average,2012/2013,HHS Region 4,Season peak percentage,5.34171748978018e-06
Subtype Historical Average,2012/2013,HHS Region 4,Season onset,0.0655916883859054
Subtype Historical Average,2012/2013,HHS Region 4,Season peak week,0.0655916883859054
Subtype Historical Average,2012/2013,HHS Region 4,Season peak percentage,0.0655916883859054
Dynamic Harmonic Model,2013/2014,HHS Region 4,Season onset,0.931095069769506
Dynamic Harmonic Model,2013/2014,HHS Region 4,Season peak week,0.931095069769506
Dynamic Harmonic Model,2013/2014,HHS Region 4,Season peak percentage,0.931095069769506
Historical Average,2013/2014,HHS Region 4,Season onset,1.21748899417553e-05
Historical Average,2013/2014,HHS Region 4,Season peak week,1.21748899417553e-05
Historical Average,2013/2014,HHS Region 4,Season peak percentage,1.21748899417553e-05
Subtype Historical Average,2013/2014,HHS Region 4,Season onset,0.0688927553405524
Subtype Historical Average,2013/2014,HHS Region 4,Season peak week,0.0688927553405524
Subtype Historical Average,2013/2014,HHS Region 4,Season peak percentage,0.0688927553405524
Dynamic Harmonic Model,2014/2015,HHS Region 4,Season onset,0.932085061923104
Dynamic Harmonic Model,2014/2015,HHS Region 4,Season peak week,0.932085061923104
Dynamic Harmonic Model,2014/2015,HHS Region 4,Season peak percentage,0.932085061923104
Historical Average,2014/2015,HHS Region 4,Season onset,1.31350488715708e-05
Historical Average,2014/2015,HHS Region 4,Season peak week,1.31350488715708e-05
Historical Average,2014/2015,HHS Region 4,Season peak percentage,1.31350488715708e-05
Subtype Historical Average,2014/2015,HHS Region 4,Season onset,0.0679018030280241
Subtype Historical Average,2014/2015,HHS Region 4,Season peak week,0.0679018030280241
Subtype Historical Average,2014/2015,HHS Region 4,Season peak percentage,0.0679018030280241
Dynamic Harmonic Model,2015/2016,HHS Region 4,Season onset,0.994331390092225
Dynamic Harmonic Model,2015/2016,HHS Region 4,Season peak week,0.994331390092225
Dynamic Harmonic Model,2015/2016,HHS Region 4,Season peak percentage,0.994331390092225
Historical Average,2015/2016,HHS Region 4,Season onset,5.11478170054162e-07
Historical Average,2015/2016,HHS Region 4,Season peak week,5.11478170054162e-07
Historical Average,2015/2016,HHS Region 4,Season peak percentage,5.11478170054162e-07
Subtype Historical Average,2015/2016,HHS Region 4,Season onset,0.0056680984296047
Subtype Historical Average,2015/2016,HHS Region 4,Season peak week,0.0056680984296047
Subtype Historical Average,2015/2016,HHS Region 4,Season peak percentage,0.0056680984296047
Dynamic Harmonic Model,2016/2017,HHS Region 4,Season onset,0.926262052253096
Dynamic Harmonic Model,2016/2017,HHS Region 4,Season peak week,0.926262052253096
Dynamic Harmonic Model,2016/2017,HHS Region 4,Season peak percentage,0.926262052253096
Historical Average,2016/2017,HHS Region 4,Season onset,3.20671818981434e-06
Historical Average,2016/2017,HHS Region 4,Season peak week,3.20671818981434e-06
Historical Average,2016/2017,HHS Region 4,Season peak percentage,3.20671818981434e-06
Subtype Historical Average,2016/2017,HHS Region 4,Season onset,0.0737347410287142
Subtype Historical Average,2016/2017,HHS Region 4,Season peak week,0.0737347410287142
Subtype Historical Average,2016/2017,HHS Region 4,Season peak percentage,0.0737347410287142
Dynamic Harmonic Model,2017/2018,HHS Region 4,Season onset,0.91994451482456
Dynamic Harmonic Model,2017/2018,HHS Region 4,Season peak week,0.91994451482456
Dynamic Harmonic Model,2017/2018,HHS Region 4,Season peak percentage,0.91994451482456
Historical Average,2017/2018,HHS Region 4,Season onset,3.19515611523242e-06
Historical Average,2017/2018,HHS Region 4,Season peak week,3.19515611523242e-06
