region_type,region,year,week,total_specimens,a_2009_h1n1,a_h3,a_subtyping_not_performed,b,bvic,byam,h3n2v,wk_date
HHS Regions,Region 4,2019,44,194,7,6,0,8,26,3,0,2019-10-27
HHS Regions,Region 5,2019,44,229,5,4,1,15,10,2,0,2019-10-27
HHS Regions,Region 6,2019,44,134,4,0,0,5,16,0,0,2019-10-27
HHS Regions,Region 7,2019,44,63,6,0,0,0,0,0,0,2019-10-27
HHS Regions,Region 8,2019,44,71,2,10,0,1,6,0,0,2019-10-27
HHS Regions,Region 9,2019,44,225,22,12,1,9,45,0,0,2019-10-27
HHS Regions,Region 10,2019,44,112,3,8,0,0,7,0,0,2019-10-27
HHS Regions,Region 1,2019,45,59,1,0,0,0,3,0,0,2019-11-03
HHS Regions,Region 2,2019,45,84,0,3,0,0,1,0,0,2019-11-03
HHS Regions,Region 3,2019,45,340,7,4,0,2,7,1,0,2019-11-03
HHS Regions,Region 4,2019,45,297,21,4,2,5,59,3,0,2019-11-03
HHS Regions,Region 5,2019,45,273,7,1,2,25,9,2,0,2019-11-03
HHS Regions,Region 6,2019,45,168,3,12,0,7,18,0,0,2019-11-03
HHS Regions,Region 7,2019,45,75,14,1,1,0,3,1,0,2019-11-03
HHS Regions,Region 8,2019,45,94,5,15,0,0,19,0,0,2019-11-03
HHS Regions,Region 9,2019,45,397,56,27,2,32,107,2,0,2019-11-03
HHS Regions,Region 10,2019,45,135,7,6,0,6,5,1,0,2019-11-03
HHS Regions,Region 1,2019,46,38,1,0,0,0,1,0,0,2019-11-10
HHS Regions,Region 2,2019,46,90,3,1,0,0,5,0,0,2019-11-10
HHS Regions,Region 3,2019,46,278,11,2,0,8,27,0,0,2019-11-10
HHS Regions,Region 4,2019,46,279,25,7,0,6,61,2,0,2019-11-10
HHS Regions,Region 5,2019,46,258,16,8,1,7,21,2,0,2019-11-10
HHS Regions,Region 6,2019,46,181,12,3,1,11,31,0,0,2019-11-10
HHS Regions,Region 7,2019,46,82,14,2,0,1,7,1,0,2019-11-10
HHS Regions,Region 8,2019,46,99,7,8,0,2,30,0,0,2019-11-10
HHS Regions,Region 9,2019,46,393,53,16,1,40,119,5,0,2019-11-10
HHS Regions,Region 10,2019,46,160,5,9,1,18,20,0,0,2019-11-10
HHS Regions,Region 1,2019,47,63,10,3,0,1,5,0,0,2019-11-17
HHS Regions,Region 2,2019,47,74,4,4,0,0,6,0,0,2019-11-17
HHS Regions,Region 3,2019,47,340,19,10,0,21,39,0,0,2019-11-17
HHS Regions,Region 4,2019,47,375,24,8,1,5,100,0,0,2019-11-17
HHS Regions,Region 5,2019,47,346,35,5,2,10,38,5,0,2019-11-17
HHS Regions,Region 6,2019,47,295,21,13,2,36,38,0,0,2019-11-17
HHS Regions,Region 7,2019,47,116,13,2,0,1,5,0,0,2019-11-17
HHS Regions,Region 8,2019,47,119,21,5,0,3,30,0,0,2019-11-17
HHS Regions,Region 9,2019,47,482,86,21,1,75,104,3,0,2019-11-17
HHS Regions,Region 10,2019,47,202,17,5,1,47,18,1,0,2019-11-17
HHS Regions,Region 1,2019,48,63,16,5,0,0,6,0,0,2019-11-24
HHS Regions,Region 2,2019,48,53,10,9,0,2,6,0,0,2019-11-24
HHS Regions,Region 3,2019,48,342,32,12,0,16,62,0,0,2019-11-24
HHS Regions,Region 4,2019,48,304,56,7,3,13,82,1,0,2019-11-24
HHS Regions,Region 5,2019,48,345,49,6,3,9,74,2,0,2019-11-24
HHS Regions,Region 6,2019,48,171,32,1,1,23,31,0,0,2019-11-24
HHS Regions,Region 7,2019,48,90,19,4,0,0,16,0,0,2019-11-24
HHS Regions,Region 8,2019,48,127,28,11,0,2,44,0,0,2019-11-24
HHS Regions,Region 9,2019,48,386,101,14,2,37,100,2,0,2019-11-24
HHS Regions,Region 10,2019,48,206,12,11,0,51,34,5,0,2019-11-24
HHS Regions,Region 1,2019,49,102,32,8,0,0,11,0,0,2019-12-01
HHS Regions,Region 2,2019,49,85,11,12,0,3,6,0,0,2019-12-01
HHS Regions,Region 3,2019,49,438,39,7,0,32,90,2,0,2019-12-01
HHS Regions,Region 4,2019,49,438,100,7,2,8,84,1,0,2019-12-01
HHS Regions,Region 5,2019,49,430,46,9,1,15,76,3,0,2019-12-01
HHS Regions,Region 6,2019,49,311,45,3,0,36,46,0,0,2019-12-01
HHS Regions,Region 7,2019,49,155,25,3,0,4,24,0,0,2019-12-01
HHS Regions,Region 8,2019,49,173,31,7,0,4,70,0,0,2019-12-01
HHS Regions,Region 9,2019,49,580,149,15,1,41,152,5,0,2019-12-01
HHS Regions,Region 10,2019,49,233,16,12,1,80,34,1,0,2019-12-01
HHS Regions,Region 1,2019,50,120,43,10,0,1,23,2,0,2019-12-08
HHS Regions,Region 2,2019,50,98,16,5,0,10,16,1,0,2019-12-08
HHS Regions,Region 3,2019,50,563,69,10,0,54,153,3,0,2019-12-08
HHS Regions,Region 4,2019,50,442,98,12,12,17,97,1,0,2019-12-08
HHS Regions,Region 5,2019,50,474,55,9,0,11,83,2,0,2019-12-08
HHS Regions,Region 6,2019,50,250,33,4,2,58,12,0,0,2019-12-08
HHS Regions,Region 7,2019,50,153,28,4,0,1,43,1,0,2019-12-08
HHS Regions,Region 8,2019,50,189,46,3,0,9,62,0,0,2019-12-08
HHS Regions,Region 9,2019,50,549,142,13,1,72,137,5,0,2019-12-08
HHS Regions,Region 10,2019,50,325,18,7,0,121,71,0,0,2019-12-08
HHS Regions,Region 1,2019,51,147,58,5,0,2,32,2,0,2019-12-15
HHS Regions,Region 2,2019,51,106,20,5,1,7,7,0,0,2019-12-15
HHS Regions,Region 3,2019,51,579,94,5,1,45,202,2,0,2019-12-15
HHS Regions,Region 4,2019,51,531,148,5,14,36,109,2,0,2019-12-15
HHS Regions,Region 5,2019,51,422,59,2,3,21,98,4,0,2019-12-15
HHS Regions,Region 6,2019,51,264,41,0,0,70,24,0,0,2019-12-15
HHS Regions,Region 7,2019,51,208,68,4,2,2,50,1,0,2019-12-15
HHS Regions,Region 8,2019,51,292,92,6,1,9,103,0,0,2019-12-15
HHS Regions,Region 9,2019,51,472,133,7,5,28,152,1,0,2019-12-15
HHS Regions,Region 10,2019,51,335,26,7,7,95,103,0,0,2019-12-15
HHS Regions,Region 1,2019,52,142,53,3,0,0,45,0,0,2019-12-22
HHS Regions,Region 2,2019,52,78,19,5,0,6,3,8,0,2019-12-22
HHS Regions,Region 3,2019,52,586,160,17,3,21,241,2,0,2019-12-22
HHS Regions,Region 4,2019,52,291,127,4,15,8,50,0,0,2019-12-22
HHS Regions,Region 5,2019,52,500,142,7,6,38,123,6,0,2019-12-22
HHS Regions,Region 6,2019,52,168,46,0,0,33,9,0,0,2019-12-22
HHS Regions,Region 7,2019,52,204,46,4,1,2,94,0,0,2019-12-22
HHS Regions,Region 8,2019,52,309,86,8,0,15,118,1,0,2019-12-22
HHS Regions,Region 9,2019,52,607,164,16,6,102,175,2,0,2019-12-22
HHS Regions,Region 10,2019,52,211,20,0,7,73,62,0,0,2019-12-22
HHS Regions,Region 1,2020,1,103,48,5,0,0,22,0,0,2019-12-29
HHS Regions,Region 2,2020,1,35,11,1,0,1,4,0,0,2019-12-29
HHS Regions,Region 3,2020,1,170,37,0,1,8,45,0,0,2019-12-29
HHS Regions,Region 4,2020,1,128,48,8,8,2,13,1,0,2019-12-29
HHS Regions,Region 5,2020,1,295,69,4,5,22,81,2,0,2019-12-29
HHS Regions,Region 6,2020,1,77,18,0,0,12,5,0,0,2019-12-29
HHS Regions,Region 7,2020,1,139,10,1,11,34,37,0,0,2019-12-29
HHS Regions,Region 8,2020,1,163,42,4,0,14,65,0,0,2019-12-29
HHS Regions,Region 9,2020,1,305,127,9,11,37,32,0,0,2019-12-29
HHS Regions,Region 10,2020,1,44,1,0,8,15,2,0,0,2019-12-29
