region_type,region,year,week,total_specimens,a_2009_h1n1,a_h3,a_subtyping_not_performed,b,bvic,byam,h3n2v,wk_date
HHS Regions,Region 1,2019,43,30,0,1,0,0,2,0,0,2019-10-20
HHS Regions,Region 2,2019,43,50,1,7,0,1,0,1,0,2019-10-20
HHS Regions,Region 3,2019,43,298,2,4,0,3,4,0,0,2019-10-20
HHS Regions,Region 4,2019,43,178,7,6,0,2,45,2,0,2019-10-20
HHS Regions,Region 5,2019,43,209,6,4,1,5,3,0,0,2019-10-20
HHS Regions,Region 6,2019,43,118,1,7,0,3,14,0,0,2019-10-20
HHS Regions,Region 7,2019,43,75,5,4,0,0,2,0,0,2019-10-20
HHS Regions,Region 8,2019,43,69,4,11,0,0,3,0,0,2019-10-20
HHS Regions,Region 9,2019,43,203,17,25,2,4,20,2,0,2019-10-20
HHS Regions,Region 10,2019,43,129,10,9,0,2,3,0,0,2019-10-20
HHS Regions,Region 1,2019,44,52,1,5,0,0,0,0,0,2019-10-27
HHS Regions,Region 2,2019,44,52,1,8,0,1,0,0,0,2019-10-27
HHS Regions,Region 3,2019,44,298,2,6,0,0,10,0,0,2019-10-27
HHS Regions,Region 4,2019,44,194,7,6,0,8,26,3,0,2019-10-27
HHS Regions,Region 5,2019,44,229,5,4,1,15,10,2,0,2019-10-27
HHS Regions,Region 6,2019,44,134,3,0,1,5,16,0,0,2019-10-27
HHS Regions,Region 7,2019,44,63,6,0,0,0,0,0,0,2019-10-27
HHS Regions,Region 8,2019,44,71,2,10,0,1,6,0,0,2019-10-27
HHS Regions,Region 9,2019,44,226,22,13,1,9,45,0,0,2019-10-27
HHS Regions,Region 10,2019,44,114,3,9,0,0,7,0,0,2019-10-27
HHS Regions,Region 1,2019,45,62,1,0,0,0,4,0,0,2019-11-03
HHS Regions,Region 2,2019,45,85,0,3,0,0,1,0,0,2019-11-03
HHS Regions,Region 3,2019,45,340,7,4,0,2,7,1,0,2019-11-03
HHS Regions,Region 4,2019,45,296,21,4,2,5,59,3,0,2019-11-03
HHS Regions,Region 5,2019,45,273,7,1,2,25,9,2,0,2019-11-03
HHS Regions,Region 6,2019,45,168,3,12,0,4,21,0,0,2019-11-03
HHS Regions,Region 7,2019,45,75,14,1,1,0,3,1,0,2019-11-03
HHS Regions,Region 8,2019,45,94,5,15,0,0,19,0,0,2019-11-03
HHS Regions,Region 9,2019,45,397,56,27,2,32,107,2,0,2019-11-03
HHS Regions,Region 10,2019,45,136,7,7,0,6,5,1,0,2019-11-03
HHS Regions,Region 1,2019,46,39,1,0,0,0,1,0,0,2019-11-10
HHS Regions,Region 2,2019,46,91,3,1,0,0,5,0,0,2019-11-10
HHS Regions,Region 3,2019,46,278,11,2,0,8,27,0,0,2019-11-10
HHS Regions,Region 4,2019,46,279,25,7,0,6,61,2,0,2019-11-10
HHS Regions,Region 5,2019,46,257,16,8,1,7,21,2,0,2019-11-10
HHS Regions,Region 6,2019,46,181,12,3,1,7,35,0,0,2019-11-10
HHS Regions,Region 7,2019,46,82,14,2,0,1,7,1,0,2019-11-10
HHS Regions,Region 8,2019,46,99,7,8,0,2,30,0,0,2019-11-10
HHS Regions,Region 9,2019,46,393,53,16,1,40,119,5,0,2019-11-10
HHS Regions,Region 10,2019,46,166,6,11,2,18,20,0,0,2019-11-10
HHS Regions,Region 1,2019,47,64,10,3,0,1,5,0,0,2019-11-17
HHS Regions,Region 2,2019,47,77,4,4,0,0,6,0,0,2019-11-17
HHS Regions,Region 3,2019,47,340,19,10,0,21,39,0,0,2019-11-17
HHS Regions,Region 4,2019,47,375,24,8,1,5,100,0,0,2019-11-17
HHS Regions,Region 5,2019,47,347,35,5,2,10,38,5,0,2019-11-17
HHS Regions,Region 6,2019,47,304,22,15,2,13,66,1,0,2019-11-17
HHS Regions,Region 7,2019,47,116,13,2,0,1,5,0,0,2019-11-17
HHS Regions,Region 8,2019,47,120,21,5,0,3,31,0,0,2019-11-17
HHS Regions,Region 9,2019,47,491,89,21,1,73,106,3,0,2019-11-17
HHS Regions,Region 10,2019,47,208,19,5,1,47,20,1,0,2019-11-17
HHS Regions,Region 1,2019,48,64,17,5,0,0,6,0,0,2019-11-24
HHS Regions,Region 2,2019,48,55,10,9,0,2,6,0,0,2019-11-24
HHS Regions,Region 3,2019,48,342,32,12,0,16,62,0,0,2019-11-24
HHS Regions,Region 4,2019,48,311,56,7,3,14,88,1,0,2019-11-24
HHS Regions,Region 5,2019,48,345,49,6,3,9,74,2,0,2019-11-24
HHS Regions,Region 6,2019,48,194,37,3,1,11,57,0,0,2019-11-24
HHS Regions,Region 7,2019,48,90,19,4,0,0,16,0,0,2019-11-24
HHS Regions,Region 8,2019,48,127,28,11,0,2,44,0,0,2019-11-24
HHS Regions,Region 9,2019,48,399,105,14,3,37,104,2,0,2019-11-24
HHS Regions,Region 10,2019,48,215,12,11,0,51,41,5,0,2019-11-24
HHS Regions,Region 1,2019,49,105,33,8,0,0,11,0,0,2019-12-01
HHS Regions,Region 2,2019,49,89,11,12,0,3,7,0,0,2019-12-01
HHS Regions,Region 3,2019,49,441,39,7,0,34,90,2,0,2019-12-01
HHS Regions,Region 4,2019,49,448,103,7,0,8,86,1,0,2019-12-01
HHS Regions,Region 5,2019,49,433,46,9,1,15,77,3,0,2019-12-01
HHS Regions,Region 6,2019,49,336,52,3,0,16,88,0,0,2019-12-01
HHS Regions,Region 7,2019,49,155,25,3,0,4,24,0,0,2019-12-01
HHS Regions,Region 8,2019,49,174,31,7,0,4,71,0,0,2019-12-01
HHS Regions,Region 9,2019,49,605,156,15,1,33,166,6,0,2019-12-01
HHS Regions,Region 10,2019,49,234,16,12,1,80,35,1,0,2019-12-01
HHS Regions,Region 1,2019,50,126,44,10,0,1,24,2,0,2019-12-08
HHS Regions,Region 2,2019,50,108,19,5,0,12,16,1,0,2019-12-08
HHS Regions,Region 3,2019,50,574,69,10,0,56,153,3,0,2019-12-08
HHS Regions,Region 4,2019,50,485,128,12,3,12,123,1,0,2019-12-08
HHS Regions,Region 5,2019,50,478,55,9,0,11,84,2,0,2019-12-08
HHS Regions,Region 6,2019,50,314,51,5,2,23,70,0,0,2019-12-08
HHS Regions,Region 7,2019,50,156,28,4,0,1,44,1,0,2019-12-08
HHS Regions,Region 8,2019,50,189,46,3,0,9,62,0,0,2019-12-08
HHS Regions,Region 9,2019,50,604,161,13,2,67,154,5,0,2019-12-08
HHS Regions,Region 10,2019,50,326,18,7,0,121,72,0,0,2019-12-08
HHS Regions,Region 1,2019,51,151,59,5,0,2,34,2,0,2019-12-15
HHS Regions,Region 2,2019,51,125,28,5,1,12,8,0,0,2019-12-15
HHS Regions,Region 3,2019,51,632,101,6,1,49,216,2,0,2019-12-15
HHS Regions,Region 4,2019,51,592,190,5,2,24,145,2,0,2019-12-15
HHS Regions,Region 5,2019,51,466,67,2,5,24,107,4,0,2019-12-15
HHS Regions,Region 6,2019,51,332,59,0,0,24,95,0,0,2019-12-15
HHS Regions,Region 7,2019,51,216,72,4,2,2,51,1,0,2019-12-15
HHS Regions,Region 8,2019,51,298,93,6,1,9,103,0,0,2019-12-15
HHS Regions,Region 9,2019,51,631,205,8,3,19,197,2,0,2019-12-15
HHS Regions,Region 10,2019,51,390,33,9,3,113,117,0,0,2019-12-15
HHS Regions,Region 1,2019,52,160,61,5,0,0,53,0,0,2019-12-22
HHS Regions,Region 2,2019,52,105,26,6,0,20,3,8,0,2019-12-22
HHS Regions,Region 3,2019,52,804,206,24,2,32,314,3,0,2019-12-22
HHS Regions,Region 4,2019,52,402,186,5,1,5,97,2,0,2019-12-22
HHS Regions,Region 5,2019,52,567,162,8,6,33,146,6,0,2019-12-22
HHS Regions,Region 6,2019,52,231,71,1,0,32,37,0,0,2019-12-22
HHS Regions,Region 7,2019,52,207,48,4,1,2,95,0,0,2019-12-22
HHS Regions,Region 8,2019,52,331,94,8,0,17,126,1,0,2019-12-22
HHS Regions,Region 9,2019,52,830,280,18,7,100,215,2,0,2019-12-22
HHS Regions,Region 10,2019,52,427,60,7,1,104,164,0,0,2019-12-22
HHS Regions,Region 1,2020,1,194,75,11,1,0,51,2,0,2019-12-29
HHS Regions,Region 2,2020,1,158,46,9,2,23,16,0,0,2019-12-29
HHS Regions,Region 3,2020,1,870,225,25,0,29,286,1,0,2019-12-29
HHS Regions,Region 4,2020,1,433,193,12,2,4,89,1,0,2019-12-29
HHS Regions,Region 5,2020,1,583,141,6,4,28,170,4,0,2019-12-29
HHS Regions,Region 6,2020,1,220,55,1,0,22,42,0,0,2019-12-29
HHS Regions,Region 7,2020,1,186,29,2,1,7,82,0,0,2019-12-29
HHS Regions,Region 8,2020,1,291,85,5,2,20,103,0,0,2019-12-29
HHS Regions,Region 9,2020,1,778,319,26,8,11,235,2,0,2019-12-29
HHS Regions,Region 10,2020,1,362,51,4,5,80,142,5,0,2019-12-29
HHS Regions,Region 1,2020,2,208,65,11,1,0,59,2,0,2020-01-05
HHS Regions,Region 2,2020,2,183,55,8,1,30,19,0,0,2020-01-05
HHS Regions,Region 3,2020,2,772,226,15,2,20,251,3,0,2020-01-05
HHS Regions,Region 4,2020,2,517,184,4,0,9,97,3,0,2020-01-05
HHS Regions,Region 5,2020,2,420,80,3,7,24,69,1,0,2020-01-05
HHS Regions,Region 6,2020,2,317,74,5,3,37,64,0,0,2020-01-05
HHS Regions,Region 7,2020,2,157,28,3,0,3,48,0,0,2020-01-05
HHS Regions,Region 8,2020,2,318,89,8,1,33,100,6,0,2020-01-05
HHS Regions,Region 9,2020,2,905,354,22,0,20,235,1,0,2020-01-05
HHS Regions,Region 10,2020,2,266,50,4,0,41,83,2,0,2020-01-05
HHS Regions,Region 1,2020,3,195,60,6,0,4,47,1,0,2020-01-12
HHS Regions,Region 2,2020,3,148,39,5,0,14,29,1,0,2020-01-12
HHS Regions,Region 3,2020,3,888,323,13,4,29,249,4,0,2020-01-12
HHS Regions,Region 4,2020,3,567,236,7,2,7,106,1,0,2020-01-12
HHS Regions,Region 5,2020,3,645,136,2,10,31,145,1,0,2020-01-12
HHS Regions,Region 6,2020,3,399,117,0,7,29,53,0,0,2020-01-12
HHS Regions,Region 7,2020,3,132,21,4,1,10,39,0,0,2020-01-12
HHS Regions,Region 8,2020,3,407,97,4,4,51,129,1,0,2020-01-12
HHS Regions,Region 9,2020,3,883,360,15,43,39,239,2,0,2020-01-12
HHS Regions,Region 10,2020,3,193,25,2,2,58,44,0,0,2020-01-12
HHS Regions,Region 1,2020,4,253,76,10,0,3,96,2,0,2020-01-19
HHS Regions,Region 2,2020,4,201,65,5,1,39,13,1,0,2020-01-19
HHS Regions,Region 3,2020,4,754,333,19,1,26,202,1,0,2020-01-19
HHS Regions,Region 4,2020,4,541,234,8,3,13,86,0,0,2020-01-19
HHS Regions,Region 5,2020,4,866,218,4,8,30,205,0,0,2020-01-19
HHS Regions,Region 6,2020,4,399,136,3,4,35,48,0,0,2020-01-19
HHS Regions,Region 7,2020,4,174,34,4,1,12,56,1,0,2020-01-19
HHS Regions,Region 8,2020,4,467,138,3,0,56,132,1,0,2020-01-19
HHS Regions,Region 9,2020,4,751,355,18,7,20,134,2,0,2020-01-19
HHS Regions,Region 10,2020,4,135,33,1,0,45,9,0,0,2020-01-19
HHS Regions,Region 1,2020,5,258,82,9,0,1,88,3,0,2020-01-26
HHS Regions,Region 2,2020,5,165,57,8,0,33,9,0,0,2020-01-26
HHS Regions,Region 3,2020,5,610,278,6,0,16,112,1,0,2020-01-26
HHS Regions,Region 4,2020,5,698,350,11,19,7,61,1,0,2020-01-26
HHS Regions,Region 5,2020,5,926,242,10,7,52,158,0,0,2020-01-26
HHS Regions,Region 6,2020,5,261,99,0,2,19,33,0,0,2020-01-26
HHS Regions,Region 7,2020,5,150,45,2,0,0,50,0,0,2020-01-26
HHS Regions,Region 8,2020,5,379,119,7,3,17,121,0,0,2020-01-26
HHS Regions,Region 9,2020,5,681,303,14,9,41,110,1,0,2020-01-26
HHS Regions,Region 10,2020,5,60,12,0,3,21,2,0,0,2020-01-26
HHS Regions,Region 1,2020,6,134,54,9,1,0,30,0,0,2020-02-02
HHS Regions,Region 2,2020,6,42,19,3,0,2,2,0,0,2020-02-02
HHS Regions,Region 3,2020,6,160,56,3,1,18,14,0,0,2020-02-02
HHS Regions,Region 4,2020,6,355,130,0,47,3,46,0,0,2020-02-02
HHS Regions,Region 5,2020,6,469,160,11,11,10,125,0,0,2020-02-02
HHS Regions,Region 6,2020,6,76,21,0,0,0,9,0,0,2020-02-02
HHS Regions,Region 7,2020,6,106,27,3,6,3,27,0,0,2020-02-02
HHS Regions,Region 8,2020,6,234,90,1,1,13,64,0,0,2020-02-02
HHS Regions,Region 9,2020,6,355,160,4,11,14,44,1,0,2020-02-02
HHS Regions,Region 10,2020,6,5,4,0,0,0,0,0,0,2020-02-02
