region_type,region,year,week,total_specimens,a_2009_h1n1,a_h3,a_subtyping_not_performed,b,bvic,byam,h3n2v,wk_date
HHS Regions,Region 5,2019,42,196,0,6,0,6,6,0,0,2019-10-13
HHS Regions,Region 6,2019,42,129,2,1,0,1,16,0,0,2019-10-13
HHS Regions,Region 7,2019,42,53,2,2,0,0,2,0,0,2019-10-13
HHS Regions,Region 8,2019,42,56,3,11,0,0,2,0,0,2019-10-13
HHS Regions,Region 9,2019,42,153,13,19,1,1,28,1,0,2019-10-13
HHS Regions,Region 10,2019,42,102,3,12,1,2,0,0,0,2019-10-13
HHS Regions,Region 1,2019,43,20,0,1,0,0,2,0,0,2019-10-20
HHS Regions,Region 2,2019,43,48,1,7,0,1,0,1,0,2019-10-20
HHS Regions,Region 3,2019,43,296,2,4,0,3,3,0,0,2019-10-20
HHS Regions,Region 4,2019,43,179,7,6,0,2,45,2,0,2019-10-20
HHS Regions,Region 5,2019,43,210,6,4,1,5,3,0,0,2019-10-20
HHS Regions,Region 6,2019,43,117,1,7,0,3,14,0,0,2019-10-20
HHS Regions,Region 7,2019,43,75,5,4,0,0,2,0,0,2019-10-20
HHS Regions,Region 8,2019,43,69,4,11,0,0,3,0,0,2019-10-20
HHS Regions,Region 9,2019,43,194,18,25,1,4,20,2,0,2019-10-20
HHS Regions,Region 10,2019,43,127,9,8,1,1,3,0,0,2019-10-20
HHS Regions,Region 1,2019,44,28,1,5,0,0,0,0,0,2019-10-27
HHS Regions,Region 2,2019,44,50,0,8,0,1,0,0,0,2019-10-27
HHS Regions,Region 3,2019,44,296,2,6,0,0,9,0,0,2019-10-27
HHS Regions,Region 4,2019,44,192,6,6,0,8,26,3,0,2019-10-27
HHS Regions,Region 5,2019,44,229,5,4,1,15,10,2,0,2019-10-27
HHS Regions,Region 6,2019,44,125,4,0,0,4,11,0,0,2019-10-27
HHS Regions,Region 7,2019,44,63,6,0,0,0,0,0,0,2019-10-27
HHS Regions,Region 8,2019,44,71,2,10,0,1,6,0,0,2019-10-27
HHS Regions,Region 9,2019,44,210,22,12,0,8,44,0,0,2019-10-27
HHS Regions,Region 10,2019,44,103,2,8,0,0,5,0,0,2019-10-27
HHS Regions,Region 1,2019,45,32,1,0,0,0,1,0,0,2019-11-03
HHS Regions,Region 2,2019,45,84,0,2,1,0,1,0,0,2019-11-03
HHS Regions,Region 3,2019,45,323,3,4,3,2,7,1,0,2019-11-03
HHS Regions,Region 4,2019,45,292,18,3,2,5,57,3,0,2019-11-03
HHS Regions,Region 5,2019,45,270,7,1,2,25,9,2,0,2019-11-03
HHS Regions,Region 6,2019,45,139,3,2,0,3,4,0,0,2019-11-03
HHS Regions,Region 7,2019,45,74,14,1,1,0,3,1,0,2019-11-03
HHS Regions,Region 8,2019,45,94,5,15,0,0,19,0,0,2019-11-03
HHS Regions,Region 9,2019,45,368,53,27,1,29,95,2,0,2019-11-03
HHS Regions,Region 10,2019,45,125,2,6,0,5,5,0,0,2019-11-03
HHS Regions,Region 1,2019,46,17,1,0,0,0,1,0,0,2019-11-10
HHS Regions,Region 2,2019,46,89,0,0,3,0,5,0,0,2019-11-10
HHS Regions,Region 3,2019,46,230,6,2,1,6,22,0,0,2019-11-10
HHS Regions,Region 4,2019,46,206,17,3,0,5,42,2,0,2019-11-10
HHS Regions,Region 5,2019,46,239,13,7,1,8,19,2,0,2019-11-10
HHS Regions,Region 6,2019,46,124,11,1,1,7,12,0,0,2019-11-10
HHS Regions,Region 7,2019,46,82,13,2,1,1,7,1,0,2019-11-10
HHS Regions,Region 8,2019,46,94,6,7,0,2,29,0,0,2019-11-10
HHS Regions,Region 9,2019,46,328,46,13,1,45,99,3,0,2019-11-10
HHS Regions,Region 10,2019,46,108,2,9,0,7,16,0,0,2019-11-10
HHS Regions,Region 1,2019,47,28,6,2,0,1,2,0,0,2019-11-17
HHS Regions,Region 2,2019,47,24,1,0,1,0,0,0,0,2019-11-17
HHS Regions,Region 3,2019,47,166,2,5,4,8,9,0,0,2019-11-17
HHS Regions,Region 4,2019,47,177,3,2,2,7,37,0,0,2019-11-17
HHS Regions,Region 5,2019,47,166,13,0,4,11,10,1,0,2019-11-17
HHS Regions,Region 6,2019,47,120,10,1,2,8,18,0,0,2019-11-17
HHS Regions,Region 7,2019,47,91,7,1,3,2,2,0,0,2019-11-17
HHS Regions,Region 8,2019,47,66,7,5,0,1,12,0,0,2019-11-17
HHS Regions,Region 9,2019,47,301,57,16,2,42,70,0,0,2019-11-17
HHS Regions,Region 10,2019,47,54,4,3,0,0,7,1,0,2019-11-17
