region_type,region,year,week,total_specimens,a_2009_h1n1,a_h3,a_subtyping_not_performed,b,bvic,byam,h3n2v,wk_date
HHS Regions,Region 1,2019,43,30,0,1,0,0,2,0,0,2019-10-20
HHS Regions,Region 2,2019,43,50,1,7,0,1,0,1,0,2019-10-20
HHS Regions,Region 3,2019,43,298,2,4,0,3,4,0,0,2019-10-20
HHS Regions,Region 4,2019,43,179,7,6,0,2,45,2,0,2019-10-20
HHS Regions,Region 5,2019,43,208,6,4,1,5,3,0,0,2019-10-20
HHS Regions,Region 6,2019,43,118,1,7,0,3,14,0,0,2019-10-20
HHS Regions,Region 7,2019,43,75,5,4,0,0,2,0,0,2019-10-20
HHS Regions,Region 8,2019,43,69,4,11,0,0,3,0,0,2019-10-20
HHS Regions,Region 9,2019,43,203,17,25,2,4,20,2,0,2019-10-20
HHS Regions,Region 10,2019,43,129,10,9,0,2,3,0,0,2019-10-20
HHS Regions,Region 1,2019,44,52,1,5,0,0,0,0,0,2019-10-27
HHS Regions,Region 2,2019,44,52,1,8,0,1,0,0,0,2019-10-27
HHS Regions,Region 3,2019,44,298,2,6,0,0,10,0,0,2019-10-27
HHS Regions,Region 4,2019,44,194,7,6,0,8,26,3,0,2019-10-27
HHS Regions,Region 5,2019,44,229,5,4,1,15,10,2,0,2019-10-27
HHS Regions,Region 6,2019,44,134,3,0,1,5,16,0,0,2019-10-27
HHS Regions,Region 7,2019,44,63,6,0,0,0,0,0,0,2019-10-27
HHS Regions,Region 8,2019,44,71,2,10,0,1,6,0,0,2019-10-27
HHS Regions,Region 9,2019,44,226,22,13,1,9,45,0,0,2019-10-27
HHS Regions,Region 10,2019,44,114,3,9,0,0,7,0,0,2019-10-27
HHS Regions,Region 1,2019,45,62,1,0,0,0,4,0,0,2019-11-03
HHS Regions,Region 2,2019,45,85,0,3,0,0,1,0,0,2019-11-03
HHS Regions,Region 3,2019,45,340,7,4,0,2,7,1,0,2019-11-03
HHS Regions,Region 4,2019,45,297,22,4,2,5,60,3,0,2019-11-03
HHS Regions,Region 5,2019,45,273,7,1,2,25,9,2,0,2019-11-03
HHS Regions,Region 6,2019,45,167,3,12,0,4,21,0,0,2019-11-03
HHS Regions,Region 7,2019,45,75,14,1,1,0,3,1,0,2019-11-03
HHS Regions,Region 8,2019,45,94,5,15,0,0,19,0,0,2019-11-03
HHS Regions,Region 9,2019,45,397,56,27,2,32,107,2,0,2019-11-03
HHS Regions,Region 10,2019,45,136,7,7,0,6,5,1,0,2019-11-03
HHS Regions,Region 1,2019,46,39,1,0,0,0,1,0,0,2019-11-10
HHS Regions,Region 2,2019,46,91,4,1,0,0,5,0,0,2019-11-10
HHS Regions,Region 3,2019,46,278,11,2,0,8,27,0,0,2019-11-10
HHS Regions,Region 4,2019,46,283,25,7,0,6,65,2,0,2019-11-10
HHS Regions,Region 5,2019,46,257,16,8,1,7,21,2,0,2019-11-10
HHS Regions,Region 6,2019,46,181,12,3,1,7,35,0,0,2019-11-10
HHS Regions,Region 7,2019,46,82,14,2,0,1,7,1,0,2019-11-10
HHS Regions,Region 8,2019,46,99,7,8,0,2,30,0,0,2019-11-10
HHS Regions,Region 9,2019,46,393,53,16,1,40,119,5,0,2019-11-10
HHS Regions,Region 10,2019,46,166,6,11,2,18,20,0,0,2019-11-10
HHS Regions,Region 1,2019,47,64,10,3,0,1,5,0,0,2019-11-17
HHS Regions,Region 2,2019,47,77,4,4,0,0,6,0,0,2019-11-17
HHS Regions,Region 3,2019,47,340,19,10,0,21,39,0,0,2019-11-17
HHS Regions,Region 4,2019,47,385,26,8,1,5,107,0,0,2019-11-17
HHS Regions,Region 5,2019,47,345,35,5,2,10,38,5,0,2019-11-17
HHS Regions,Region 6,2019,47,304,22,15,2,13,66,1,0,2019-11-17
HHS Regions,Region 7,2019,47,116,13,2,0,1,5,0,0,2019-11-17
HHS Regions,Region 8,2019,47,120,21,5,0,3,31,0,0,2019-11-17
HHS Regions,Region 9,2019,47,490,89,21,1,73,106,3,0,2019-11-17
HHS Regions,Region 10,2019,47,208,19,5,1,47,20,1,0,2019-11-17
HHS Regions,Region 1,2019,48,65,18,5,0,0,6,0,0,2019-11-24
HHS Regions,Region 2,2019,48,58,13,9,0,2,6,0,0,2019-11-24
HHS Regions,Region 3,2019,48,342,32,12,0,16,62,0,0,2019-11-24
HHS Regions,Region 4,2019,48,313,57,7,3,14,89,1,0,2019-11-24
HHS Regions,Region 5,2019,48,344,49,6,3,9,74,2,0,2019-11-24
HHS Regions,Region 6,2019,48,194,37,3,1,11,57,0,0,2019-11-24
HHS Regions,Region 7,2019,48,90,19,4,0,0,16,0,0,2019-11-24
HHS Regions,Region 8,2019,48,127,28,11,0,2,44,0,0,2019-11-24
HHS Regions,Region 9,2019,48,399,105,14,3,37,104,2,0,2019-11-24
HHS Regions,Region 10,2019,48,216,12,12,0,51,41,5,0,2019-11-24
HHS Regions,Region 1,2019,49,105,33,8,0,0,11,0,0,2019-12-01
HHS Regions,Region 2,2019,49,91,12,12,0,3,7,1,0,2019-12-01
HHS Regions,Region 3,2019,49,441,39,7,0,34,90,2,0,2019-12-01
HHS Regions,Region 4,2019,49,448,103,7,0,8,86,1,0,2019-12-01
HHS Regions,Region 5,2019,49,433,46,9,1,15,77,3,0,2019-12-01
HHS Regions,Region 6,2019,49,336,52,3,0,16,88,0,0,2019-12-01
HHS Regions,Region 7,2019,49,155,25,3,0,4,24,0,0,2019-12-01
HHS Regions,Region 8,2019,49,174,31,7,0,4,71,0,0,2019-12-01
HHS Regions,Region 9,2019,49,605,156,15,1,33,166,6,0,2019-12-01
HHS Regions,Region 10,2019,49,233,16,12,1,80,35,1,0,2019-12-01
HHS Regions,Region 1,2019,50,126,44,10,0,1,24,2,0,2019-12-08
HHS Regions,Region 2,2019,50,108,19,5,0,10,18,1,0,2019-12-08
HHS Regions,Region 3,2019,50,574,69,10,0,56,153,3,0,2019-12-08
HHS Regions,Region 4,2019,50,488,128,12,3,14,123,1,0,2019-12-08
HHS Regions,Region 5,2019,50,477,55,9,0,11,84,2,0,2019-12-08
HHS Regions,Region 6,2019,50,312,51,5,2,23,70,0,0,2019-12-08
HHS Regions,Region 7,2019,50,156,28,4,0,1,44,1,0,2019-12-08
HHS Regions,Region 8,2019,50,189,46,3,0,9,62,0,0,2019-12-08
HHS Regions,Region 9,2019,50,605,161,13,2,68,154,5,0,2019-12-08
HHS Regions,Region 10,2019,50,326,18,7,0,121,72,0,0,2019-12-08
HHS Regions,Region 1,2019,51,151,59,5,0,2,34,2,0,2019-12-15
HHS Regions,Region 2,2019,51,130,28,5,1,7,13,3,0,2019-12-15
HHS Regions,Region 3,2019,51,631,101,6,1,49,216,2,0,2019-12-15
HHS Regions,Region 4,2019,51,606,193,5,2,26,151,2,0,2019-12-15
HHS Regions,Region 5,2019,51,466,67,2,5,24,108,4,0,2019-12-15
HHS Regions,Region 6,2019,51,332,59,0,0,24,95,0,0,2019-12-15
HHS Regions,Region 7,2019,51,216,72,4,2,2,51,1,0,2019-12-15
HHS Regions,Region 8,2019,51,297,93,6,1,9,103,0,0,2019-12-15
HHS Regions,Region 9,2019,51,633,205,8,4,19,197,2,0,2019-12-15
HHS Regions,Region 10,2019,51,392,33,9,3,113,120,0,0,2019-12-15
HHS Regions,Region 1,2019,52,160,61,5,0,0,53,0,0,2019-12-22
HHS Regions,Region 2,2019,52,117,27,6,0,8,20,10,0,2019-12-22
HHS Regions,Region 3,2019,52,804,206,24,2,32,314,3,0,2019-12-22
HHS Regions,Region 4,2019,52,409,190,5,1,5,99,2,0,2019-12-22
HHS Regions,Region 5,2019,52,567,162,8,6,33,146,6,0,2019-12-22
HHS Regions,Region 6,2019,52,231,71,1,0,32,37,0,0,2019-12-22
HHS Regions,Region 7,2019,52,207,48,4,1,2,95,0,0,2019-12-22
HHS Regions,Region 8,2019,52,330,94,8,0,17,126,1,0,2019-12-22
HHS Regions,Region 9,2019,52,831,280,18,9,100,215,2,0,2019-12-22
HHS Regions,Region 10,2019,52,465,64,7,1,104,195,0,0,2019-12-22
HHS Regions,Region 1,2020,1,194,75,11,1,0,51,2,0,2019-12-29
HHS Regions,Region 2,2020,1,169,48,9,2,13,25,7,0,2019-12-29
HHS Regions,Region 3,2020,1,870,225,25,0,29,286,1,0,2019-12-29
HHS Regions,Region 4,2020,1,440,197,12,2,4,89,1,0,2019-12-29
HHS Regions,Region 5,2020,1,585,141,6,4,26,174,4,0,2019-12-29
HHS Regions,Region 6,2020,1,220,55,1,0,22,42,0,0,2019-12-29
HHS Regions,Region 7,2020,1,186,29,2,1,7,82,0,0,2019-12-29
HHS Regions,Region 8,2020,1,291,85,5,2,20,103,0,0,2019-12-29
HHS Regions,Region 9,2020,1,775,319,26,10,11,235,2,0,2019-12-29
HHS Regions,Region 10,2020,1,370,52,4,5,80,149,5,0,2019-12-29
HHS Regions,Region 1,2020,2,208,65,11,1,0,59,2,0,2020-01-05
HHS Regions,Region 2,2020,2,188,55,8,1,30,20,0,0,2020-01-05
HHS Regions,Region 3,2020,2,776,226,16,2,21,252,3,0,2020-01-05
HHS Regions,Region 4,2020,2,522,187,4,0,9,97,3,0,2020-01-05
HHS Regions,Region 5,2020,2,423,81,3,7,23,72,1,0,2020-01-05
HHS Regions,Region 6,2020,2,317,74,5,3,37,64,0,0,2020-01-05
HHS Regions,Region 7,2020,2,157,28,3,0,3,48,0,0,2020-01-05
HHS Regions,Region 8,2020,2,317,89,8,1,33,100,6,0,2020-01-05
HHS Regions,Region 9,2020,2,906,355,22,2,16,239,1,0,2020-01-05
HHS Regions,Region 10,2020,2,269,53,4,0,41,83,2,0,2020-01-05
HHS Regions,Region 1,2020,3,207,69,6,0,4,49,2,0,2020-01-12
HHS Regions,Region 2,2020,3,157,39,5,1,15,31,1,0,2020-01-12
HHS Regions,Region 3,2020,3,915,333,13,4,29,254,4,0,2020-01-12
HHS Regions,Region 4,2020,3,602,255,7,2,8,109,1,0,2020-01-12
HHS Regions,Region 5,2020,3,646,136,2,10,31,146,1,0,2020-01-12
HHS Regions,Region 6,2020,3,399,117,0,7,29,53,0,0,2020-01-12
HHS Regions,Region 7,2020,3,133,21,4,1,11,39,0,0,2020-01-12
HHS Regions,Region 8,2020,3,407,97,4,5,51,129,1,0,2020-01-12
HHS Regions,Region 9,2020,3,925,430,23,10,37,243,2,0,2020-01-12
HHS Regions,Region 10,2020,3,260,46,3,3,58,81,0,0,2020-01-12
HHS Regions,Region 1,2020,4,275,89,11,0,3,103,2,0,2020-01-19
HHS Regions,Region 2,2020,4,210,65,5,1,38,15,1,0,2020-01-19
HHS Regions,Region 3,2020,4,854,353,20,1,27,232,1,0,2020-01-19
HHS Regions,Region 4,2020,4,591,255,8,2,15,90,0,0,2020-01-19
HHS Regions,Region 5,2020,4,877,221,4,10,31,208,0,0,2020-01-19
HHS Regions,Region 6,2020,4,409,143,3,4,35,48,0,0,2020-01-19
HHS Regions,Region 7,2020,4,174,34,4,1,12,56,1,0,2020-01-19
HHS Regions,Region 8,2020,4,467,138,3,1,56,133,1,0,2020-01-19
HHS Regions,Region 9,2020,4,816,383,19,7,19,153,2,0,2020-01-19
HHS Regions,Region 10,2020,4,261,82,2,0,47,69,0,0,2020-01-19
HHS Regions,Region 1,2020,5,277,85,10,0,3,97,3,0,2020-01-26
HHS Regions,Region 2,2020,5,365,131,10,1,63,34,0,0,2020-01-26
HHS Regions,Region 3,2020,5,960,436,9,0,36,172,1,0,2020-01-26
HHS Regions,Region 4,2020,5,936,480,14,4,17,77,1,0,2020-01-26
HHS Regions,Region 5,2020,5,1050,275,10,9,49,184,0,0,2020-01-26
HHS Regions,Region 6,2020,5,456,144,1,2,31,55,0,0,2020-01-26
HHS Regions,Region 7,2020,5,169,47,2,0,4,50,0,0,2020-01-26
HHS Regions,Region 8,2020,5,467,144,8,3,28,127,0,0,2020-01-26
HHS Regions,Region 9,2020,5,1042,510,23,7,38,182,3,0,2020-01-26
HHS Regions,Region 10,2020,5,266,82,4,3,50,63,0,0,2020-01-26
HHS Regions,Region 1,2020,6,233,89,11,0,5,55,1,0,2020-02-02
HHS Regions,Region 2,2020,6,237,96,17,1,34,14,0,0,2020-02-02
HHS Regions,Region 3,2020,6,729,384,8,1,42,98,1,0,2020-02-02
HHS Regions,Region 4,2020,6,834,413,4,4,23,95,1,0,2020-02-02
HHS Regions,Region 5,2020,6,1079,357,16,22,75,192,0,0,2020-02-02
HHS Regions,Region 6,2020,6,433,134,10,0,24,28,0,0,2020-02-02
HHS Regions,Region 7,2020,6,155,37,4,2,9,37,0,0,2020-02-02
HHS Regions,Region 8,2020,6,467,177,1,2,41,98,0,0,2020-02-02
HHS Regions,Region 9,2020,6,987,495,18,6,47,141,1,0,2020-02-02
HHS Regions,Region 10,2020,6,204,72,2,3,13,59,0,0,2020-02-02
HHS Regions,Region 1,2020,7,201,90,5,1,2,46,1,0,2020-02-09
HHS Regions,Region 2,2020,7,205,58,16,1,32,20,2,0,2020-02-09
HHS Regions,Region 3,2020,7,617,276,7,1,49,77,0,0,2020-02-09
HHS Regions,Region 4,2020,7,665,319,4,6,19,74,2,0,2020-02-09
HHS Regions,Region 5,2020,7,935,316,9,27,54,157,0,0,2020-02-09
HHS Regions,Region 6,2020,7,342,96,2,0,25,8,0,0,2020-02-09
HHS Regions,Region 7,2020,7,180,60,5,1,10,37,1,0,2020-02-09
HHS Regions,Region 8,2020,7,370,164,1,0,48,60,1,0,2020-02-09
HHS Regions,Region 9,2020,7,801,373,4,50,37,98,1,0,2020-02-09
HHS Regions,Region 10,2020,7,174,68,2,3,7,38,0,0,2020-02-09
HHS Regions,Region 1,2020,8,218,96,20,0,4,41,0,0,2020-02-16
HHS Regions,Region 2,2020,8,131,54,6,1,10,12,1,0,2020-02-16
HHS Regions,Region 3,2020,8,437,178,6,1,23,45,3,0,2020-02-16
HHS Regions,Region 4,2020,8,586,224,4,34,18,41,1,0,2020-02-16
HHS Regions,Region 5,2020,8,1045,347,19,66,40,146,1,0,2020-02-16
HHS Regions,Region 6,2020,8,306,99,1,0,17,13,0,0,2020-02-16
HHS Regions,Region 7,2020,8,181,76,2,2,5,43,0,0,2020-02-16
HHS Regions,Region 8,2020,8,399,193,2,4,29,78,1,0,2020-02-16
HHS Regions,Region 9,2020,8,632,303,9,34,17,66,0,0,2020-02-16
HHS Regions,Region 10,2020,8,179,74,2,4,11,37,1,0,2020-02-16
HHS Regions,Region 1,2020,9,204,77,15,0,0,30,1,0,2020-02-23
HHS Regions,Region 2,2020,9,95,31,3,1,4,5,0,0,2020-02-23
HHS Regions,Region 3,2020,9,343,138,8,1,11,38,1,0,2020-02-23
HHS Regions,Region 4,2020,9,389,165,3,19,8,38,1,0,2020-02-23
HHS Regions,Region 5,2020,9,761,281,12,49,16,119,4,0,2020-02-23
HHS Regions,Region 6,2020,9,141,49,0,1,11,8,0,0,2020-02-23
HHS Regions,Region 7,2020,9,137,69,2,3,0,19,0,0,2020-02-23
HHS Regions,Region 8,2020,9,284,178,1,1,1,63,0,0,2020-02-23
HHS Regions,Region 9,2020,9,437,192,6,11,13,54,0,0,2020-02-23
HHS Regions,Region 10,2020,9,124,65,1,2,8,16,0,0,2020-02-23
HHS Regions,Region 1,2020,10,137,15,11,2,1,10,0,0,2020-03-01
HHS Regions,Region 2,2020,10,155,44,2,0,1,3,0,0,2020-03-01
HHS Regions,Region 3,2020,10,417,134,12,5,14,32,0,0,2020-03-01
HHS Regions,Region 4,2020,10,303,90,0,39,7,27,0,0,2020-03-01
HHS Regions,Region 5,2020,10,368,106,11,37,9,66,0,0,2020-03-01
HHS Regions,Region 6,2020,10,132,29,1,0,9,7,0,0,2020-03-01
HHS Regions,Region 7,2020,10,107,48,3,1,1,19,0,0,2020-03-01
HHS Regions,Region 8,2020,10,163,123,0,2,0,18,0,0,2020-03-01
HHS Regions,Region 9,2020,10,340,166,8,7,13,20,0,0,2020-03-01
HHS Regions,Region 10,2020,10,75,23,1,2,2,4,0,0,2020-03-01
HHS Regions,Region 1,2020,11,73,9,0,0,0,4,0,0,2020-03-08
HHS Regions,Region 2,2020,11,34,5,0,0,2,0,0,0,2020-03-08
HHS Regions,Region 3,2020,11,586,57,7,1,1,6,0,0,2020-03-08
HHS Regions,Region 4,2020,11,104,30,0,11,4,4,0,0,2020-03-08
HHS Regions,Region 5,2020,11,130,32,6,18,2,19,0,0,2020-03-08
HHS Regions,Region 6,2020,11,60,11,0,0,2,3,0,0,2020-03-08
HHS Regions,Region 7,2020,11,79,16,1,14,5,5,0,0,2020-03-08
HHS Regions,Region 8,2020,11,94,44,2,0,0,9,0,0,2020-03-08
HHS Regions,Region 9,2020,11,187,60,4,4,5,9,0,0,2020-03-08
HHS Regions,Region 10,2020,11,27,0,0,1,0,0,0,0,2020-03-08
