region_type,region,year,week,total_specimens,a_2009_h1n1,a_h3,a_subtyping_not_performed,b,bvic,byam,h3n2v,wk_date
HHS Regions,Region 1,2019,43,30,0,1,0,0,2,0,0,2019-10-20
HHS Regions,Region 2,2019,43,50,1,7,0,1,0,1,0,2019-10-20
HHS Regions,Region 3,2019,43,298,2,4,0,3,4,0,0,2019-10-20
HHS Regions,Region 4,2019,43,178,7,6,0,2,45,2,0,2019-10-20
HHS Regions,Region 5,2019,43,209,6,4,1,5,3,0,0,2019-10-20
HHS Regions,Region 6,2019,43,118,1,7,0,3,14,0,0,2019-10-20
HHS Regions,Region 7,2019,43,75,5,4,0,0,2,0,0,2019-10-20
HHS Regions,Region 8,2019,43,69,4,11,0,0,3,0,0,2019-10-20
HHS Regions,Region 9,2019,43,203,17,25,2,4,20,2,0,2019-10-20
HHS Regions,Region 10,2019,43,130,10,9,0,2,3,0,0,2019-10-20
HHS Regions,Region 1,2019,44,52,1,5,0,0,0,0,0,2019-10-27
HHS Regions,Region 2,2019,44,52,1,8,0,1,0,0,0,2019-10-27
HHS Regions,Region 3,2019,44,298,2,6,0,0,10,0,0,2019-10-27
HHS Regions,Region 4,2019,44,194,7,6,0,8,26,3,0,2019-10-27
HHS Regions,Region 5,2019,44,229,5,4,1,15,10,2,0,2019-10-27
HHS Regions,Region 6,2019,44,134,3,0,1,5,16,0,0,2019-10-27
HHS Regions,Region 7,2019,44,63,6,0,0,0,0,0,0,2019-10-27
HHS Regions,Region 8,2019,44,71,2,10,0,1,6,0,0,2019-10-27
HHS Regions,Region 9,2019,44,226,22,13,1,9,45,0,0,2019-10-27
HHS Regions,Region 10,2019,44,114,3,9,0,0,7,0,0,2019-10-27
HHS Regions,Region 1,2019,45,61,1,0,0,0,3,0,0,2019-11-03
HHS Regions,Region 2,2019,45,85,0,3,0,0,1,0,0,2019-11-03
HHS Regions,Region 3,2019,45,340,7,4,0,2,7,1,0,2019-11-03
HHS Regions,Region 4,2019,45,296,21,4,2,5,59,3,0,2019-11-03
HHS Regions,Region 5,2019,45,273,7,1,2,25,9,2,0,2019-11-03
HHS Regions,Region 6,2019,45,168,3,12,0,7,18,0,0,2019-11-03
HHS Regions,Region 7,2019,45,75,14,1,1,0,3,1,0,2019-11-03
HHS Regions,Region 8,2019,45,94,5,15,0,0,19,0,0,2019-11-03
HHS Regions,Region 9,2019,45,397,56,27,2,32,107,2,0,2019-11-03
HHS Regions,Region 10,2019,45,136,7,7,0,6,5,1,0,2019-11-03
HHS Regions,Region 1,2019,46,39,1,0,0,0,1,0,0,2019-11-10
HHS Regions,Region 2,2019,46,91,3,1,0,0,5,0,0,2019-11-10
HHS Regions,Region 3,2019,46,278,11,2,0,8,27,0,0,2019-11-10
HHS Regions,Region 4,2019,46,279,25,7,0,6,61,2,0,2019-11-10
HHS Regions,Region 5,2019,46,257,16,8,1,7,21,2,0,2019-11-10
HHS Regions,Region 6,2019,46,181,12,3,1,11,31,0,0,2019-11-10
HHS Regions,Region 7,2019,46,82,14,2,0,1,7,1,0,2019-11-10
HHS Regions,Region 8,2019,46,99,7,8,0,2,30,0,0,2019-11-10
HHS Regions,Region 9,2019,46,393,53,16,1,40,119,5,0,2019-11-10
HHS Regions,Region 10,2019,46,166,6,11,2,18,20,0,0,2019-11-10
HHS Regions,Region 1,2019,47,64,10,3,0,1,5,0,0,2019-11-17
HHS Regions,Region 2,2019,47,77,4,4,0,0,6,0,0,2019-11-17
HHS Regions,Region 3,2019,47,340,19,10,0,21,39,0,0,2019-11-17
HHS Regions,Region 4,2019,47,375,24,8,1,5,100,0,0,2019-11-17
HHS Regions,Region 5,2019,47,347,35,5,2,10,38,5,0,2019-11-17
HHS Regions,Region 6,2019,47,304,22,15,2,36,44,0,0,2019-11-17
HHS Regions,Region 7,2019,47,116,13,2,0,1,5,0,0,2019-11-17
HHS Regions,Region 8,2019,47,120,21,5,0,3,31,0,0,2019-11-17
HHS Regions,Region 9,2019,47,491,89,21,1,73,106,3,0,2019-11-17
HHS Regions,Region 10,2019,47,208,19,5,1,47,20,1,0,2019-11-17
HHS Regions,Region 1,2019,48,64,17,5,0,0,6,0,0,2019-11-24
HHS Regions,Region 2,2019,48,55,10,9,0,2,6,0,0,2019-11-24
HHS Regions,Region 3,2019,48,342,32,12,0,16,62,0,0,2019-11-24
HHS Regions,Region 4,2019,48,305,56,7,3,14,82,1,0,2019-11-24
HHS Regions,Region 5,2019,48,345,49,6,3,9,74,2,0,2019-11-24
HHS Regions,Region 6,2019,48,193,37,3,1,23,44,0,0,2019-11-24
HHS Regions,Region 7,2019,48,90,19,4,0,0,16,0,0,2019-11-24
HHS Regions,Region 8,2019,48,127,28,11,0,2,44,0,0,2019-11-24
HHS Regions,Region 9,2019,48,398,104,14,3,37,104,2,0,2019-11-24
HHS Regions,Region 10,2019,48,215,12,11,0,51,41,5,0,2019-11-24
HHS Regions,Region 1,2019,49,104,32,8,0,0,11,0,0,2019-12-01
HHS Regions,Region 2,2019,49,89,11,12,0,3,7,0,0,2019-12-01
HHS Regions,Region 3,2019,49,441,39,7,0,34,90,2,0,2019-12-01
HHS Regions,Region 4,2019,49,448,103,7,0,8,86,1,0,2019-12-01
HHS Regions,Region 5,2019,49,433,46,9,1,16,76,3,0,2019-12-01
HHS Regions,Region 6,2019,49,334,52,3,0,37,65,0,0,2019-12-01
HHS Regions,Region 7,2019,49,155,25,3,0,4,24,0,0,2019-12-01
HHS Regions,Region 8,2019,49,174,31,7,0,4,71,0,0,2019-12-01
HHS Regions,Region 9,2019,49,592,153,15,1,33,162,5,0,2019-12-01
HHS Regions,Region 10,2019,49,233,16,12,1,80,34,1,0,2019-12-01
HHS Regions,Region 1,2019,50,125,44,10,0,1,23,2,0,2019-12-08
HHS Regions,Region 2,2019,50,105,18,5,0,10,16,1,0,2019-12-08
HHS Regions,Region 3,2019,50,574,69,10,0,56,153,3,0,2019-12-08
HHS Regions,Region 4,2019,50,474,123,12,3,12,117,1,0,2019-12-08
HHS Regions,Region 5,2019,50,478,55,9,0,12,83,2,0,2019-12-08
HHS Regions,Region 6,2019,50,315,51,5,2,58,35,0,0,2019-12-08
HHS Regions,Region 7,2019,50,156,28,4,0,1,44,1,0,2019-12-08
HHS Regions,Region 8,2019,50,189,46,3,0,9,62,0,0,2019-12-08
HHS Regions,Region 9,2019,50,579,151,13,1,67,145,5,0,2019-12-08
HHS Regions,Region 10,2019,50,325,18,7,0,121,71,0,0,2019-12-08
HHS Regions,Region 1,2019,51,148,58,5,0,2,32,2,0,2019-12-15
HHS Regions,Region 2,2019,51,115,23,5,1,7,8,0,0,2019-12-15
HHS Regions,Region 3,2019,51,632,101,6,1,49,216,2,0,2019-12-15
HHS Regions,Region 4,2019,51,589,189,5,2,24,145,2,0,2019-12-15
HHS Regions,Region 5,2019,51,464,65,2,5,30,101,4,0,2019-12-15
HHS Regions,Region 6,2019,51,327,59,0,0,71,44,0,0,2019-12-15
HHS Regions,Region 7,2019,51,216,72,4,2,2,51,1,0,2019-12-15
HHS Regions,Region 8,2019,51,298,93,6,1,9,103,0,0,2019-12-15
HHS Regions,Region 9,2019,51,611,198,8,4,19,195,2,0,2019-12-15
HHS Regions,Region 10,2019,51,388,33,9,3,113,116,0,0,2019-12-15
HHS Regions,Region 1,2019,52,160,61,5,0,0,53,0,0,2019-12-22
HHS Regions,Region 2,2019,52,90,23,6,0,8,3,8,0,2019-12-22
HHS Regions,Region 3,2019,52,802,206,24,2,32,314,3,0,2019-12-22
HHS Regions,Region 4,2019,52,396,182,5,1,5,96,2,0,2019-12-22
HHS Regions,Region 5,2019,52,560,158,7,6,36,141,6,0,2019-12-22
HHS Regions,Region 6,2019,52,228,71,1,0,44,22,0,0,2019-12-22
HHS Regions,Region 7,2019,52,207,48,4,1,2,95,0,0,2019-12-22
HHS Regions,Region 8,2019,52,331,94,8,0,17,126,1,0,2019-12-22
HHS Regions,Region 9,2019,52,802,267,18,9,100,205,2,0,2019-12-22
HHS Regions,Region 10,2019,52,425,60,7,1,104,163,0,0,2019-12-22
HHS Regions,Region 1,2020,1,190,75,11,1,0,47,2,0,2019-12-29
HHS Regions,Region 2,2020,1,145,43,9,2,13,16,0,0,2019-12-29
HHS Regions,Region 3,2020,1,851,223,25,0,27,283,1,0,2019-12-29
HHS Regions,Region 4,2020,1,428,188,12,4,3,87,1,0,2019-12-29
HHS Regions,Region 5,2020,1,574,141,6,4,28,166,4,0,2019-12-29
HHS Regions,Region 6,2020,1,211,54,1,0,46,13,0,0,2019-12-29
HHS Regions,Region 7,2020,1,186,29,2,1,7,82,0,0,2019-12-29
HHS Regions,Region 8,2020,1,290,84,5,2,20,103,0,0,2019-12-29
HHS Regions,Region 9,2020,1,735,308,25,10,13,219,2,0,2019-12-29
HHS Regions,Region 10,2020,1,289,39,3,5,81,99,5,0,2019-12-29
HHS Regions,Region 1,2020,2,196,65,11,1,0,50,0,0,2020-01-05
HHS Regions,Region 2,2020,2,178,54,8,0,30,19,0,0,2020-01-05
HHS Regions,Region 3,2020,2,716,222,15,2,19,247,3,0,2020-01-05
HHS Regions,Region 4,2020,2,506,166,4,6,9,97,3,0,2020-01-05
HHS Regions,Region 5,2020,2,407,77,3,6,36,53,1,0,2020-01-05
HHS Regions,Region 6,2020,2,294,74,5,3,59,26,0,0,2020-01-05
HHS Regions,Region 7,2020,2,156,28,3,0,3,48,0,0,2020-01-05
HHS Regions,Region 8,2020,2,316,88,8,1,33,100,5,0,2020-01-05
HHS Regions,Region 9,2020,2,814,320,20,4,27,193,1,0,2020-01-05
HHS Regions,Region 10,2020,2,121,18,1,0,40,6,0,0,2020-01-05
HHS Regions,Region 1,2020,3,171,58,6,0,2,38,1,0,2020-01-12
HHS Regions,Region 2,2020,3,109,30,5,1,11,20,1,0,2020-01-12
HHS Regions,Region 3,2020,3,768,306,12,2,29,195,2,0,2020-01-12
HHS Regions,Region 4,2020,3,501,158,4,32,13,92,1,0,2020-01-12
HHS Regions,Region 5,2020,3,597,124,2,11,42,121,1,0,2020-01-12
HHS Regions,Region 6,2020,3,339,101,0,6,43,22,0,0,2020-01-12
HHS Regions,Region 7,2020,3,128,20,4,1,10,39,0,0,2020-01-12
HHS Regions,Region 8,2020,3,374,93,4,3,48,119,0,0,2020-01-12
HHS Regions,Region 9,2020,3,571,221,6,45,36,129,2,0,2020-01-12
HHS Regions,Region 10,2020,3,81,10,1,1,35,5,0,0,2020-01-12
HHS Regions,Region 1,2020,4,106,42,5,0,0,27,0,0,2020-01-19
HHS Regions,Region 2,2020,4,62,22,0,0,7,1,0,0,2020-01-19
HHS Regions,Region 3,2020,4,205,79,5,1,7,36,0,0,2020-01-19
HHS Regions,Region 4,2020,4,171,59,0,5,1,31,0,0,2020-01-19
HHS Regions,Region 5,2020,4,396,92,1,7,42,89,0,0,2020-01-19
HHS Regions,Region 6,2020,4,157,58,1,2,13,26,0,0,2020-01-19
HHS Regions,Region 7,2020,4,131,28,4,0,7,44,1,0,2020-01-19
HHS Regions,Region 8,2020,4,245,67,1,0,36,68,0,0,2020-01-19
HHS Regions,Region 9,2020,4,304,136,6,5,21,35,0,0,2020-01-19
HHS Regions,Region 10,2020,4,24,2,1,0,8,0,0,0,2020-01-19
