region_type,region,year,week,total_specimens,a_2009_h1n1,a_h3,a_subtyping_not_performed,b,bvic,byam,h3n2v,wk_date
HHS Regions,Region 5,2019,42,197,0,7,0,6,6,0,0,2019-10-13
HHS Regions,Region 6,2019,42,131,2,1,0,1,16,0,0,2019-10-13
HHS Regions,Region 7,2019,42,53,2,2,0,0,2,0,0,2019-10-13
HHS Regions,Region 8,2019,42,56,3,11,0,0,2,0,0,2019-10-13
HHS Regions,Region 9,2019,42,162,13,19,1,1,28,1,0,2019-10-13
HHS Regions,Region 10,2019,42,102,3,12,1,2,0,0,0,2019-10-13
HHS Regions,Region 1,2019,43,20,0,1,0,0,2,0,0,2019-10-20
HHS Regions,Region 2,2019,43,48,1,7,0,1,0,1,0,2019-10-20
HHS Regions,Region 3,2019,43,297,2,4,0,3,3,0,0,2019-10-20
HHS Regions,Region 4,2019,43,178,7,6,0,2,45,2,0,2019-10-20
HHS Regions,Region 5,2019,43,210,6,4,1,5,3,0,0,2019-10-20
HHS Regions,Region 6,2019,43,118,1,7,0,3,14,0,0,2019-10-20
HHS Regions,Region 7,2019,43,75,5,4,0,0,2,0,0,2019-10-20
HHS Regions,Region 8,2019,43,69,4,11,0,0,3,0,0,2019-10-20
HHS Regions,Region 9,2019,43,202,17,25,2,4,20,2,0,2019-10-20
HHS Regions,Region 10,2019,43,128,10,8,0,2,3,0,0,2019-10-20
HHS Regions,Region 1,2019,44,28,1,5,0,0,0,0,0,2019-10-27
HHS Regions,Region 2,2019,44,50,0,8,0,1,0,0,0,2019-10-27
HHS Regions,Region 3,2019,44,297,2,6,0,0,9,0,0,2019-10-27
HHS Regions,Region 4,2019,44,194,7,6,0,8,26,3,0,2019-10-27
HHS Regions,Region 5,2019,44,229,5,4,1,15,10,2,0,2019-10-27
HHS Regions,Region 6,2019,44,134,4,0,0,5,16,0,0,2019-10-27
HHS Regions,Region 7,2019,44,63,6,0,0,0,0,0,0,2019-10-27
HHS Regions,Region 8,2019,44,71,2,10,0,1,6,0,0,2019-10-27
HHS Regions,Region 9,2019,44,225,22,12,1,9,45,0,0,2019-10-27
HHS Regions,Region 10,2019,44,109,3,8,0,0,6,0,0,2019-10-27
HHS Regions,Region 1,2019,45,32,1,0,0,0,1,0,0,2019-11-03
HHS Regions,Region 2,2019,45,84,0,3,0,0,1,0,0,2019-11-03
HHS Regions,Region 3,2019,45,338,3,4,3,2,7,1,0,2019-11-03
HHS Regions,Region 4,2019,45,295,20,3,2,5,58,3,0,2019-11-03
HHS Regions,Region 5,2019,45,273,7,1,2,25,9,2,0,2019-11-03
HHS Regions,Region 6,2019,45,168,3,11,1,7,18,0,0,2019-11-03
HHS Regions,Region 7,2019,45,75,14,1,1,0,3,1,0,2019-11-03
HHS Regions,Region 8,2019,45,94,5,15,0,0,19,0,0,2019-11-03
HHS Regions,Region 9,2019,45,395,55,27,2,33,106,2,0,2019-11-03
HHS Regions,Region 10,2019,45,128,4,6,0,5,5,0,0,2019-11-03
HHS Regions,Region 1,2019,46,17,1,0,0,0,1,0,0,2019-11-10
HHS Regions,Region 2,2019,46,90,3,1,0,0,5,0,0,2019-11-10
HHS Regions,Region 3,2019,46,268,7,2,1,6,25,0,0,2019-11-10
HHS Regions,Region 4,2019,46,273,24,6,0,6,58,2,0,2019-11-10
HHS Regions,Region 5,2019,46,253,16,7,1,7,21,2,0,2019-11-10
HHS Regions,Region 6,2019,46,180,12,3,1,11,31,0,0,2019-11-10
HHS Regions,Region 7,2019,46,82,14,2,0,1,7,1,0,2019-11-10
HHS Regions,Region 8,2019,46,99,7,8,0,2,30,0,0,2019-11-10
HHS Regions,Region 9,2019,46,390,53,16,1,44,114,5,0,2019-11-10
HHS Regions,Region 10,2019,46,153,4,9,1,17,18,0,0,2019-11-10
HHS Regions,Region 1,2019,47,40,10,3,0,1,5,0,0,2019-11-17
HHS Regions,Region 2,2019,47,72,3,4,0,0,6,0,0,2019-11-17
HHS Regions,Region 3,2019,47,306,9,9,8,17,36,0,0,2019-11-17
HHS Regions,Region 4,2019,47,357,24,8,1,5,85,0,0,2019-11-17
HHS Regions,Region 5,2019,47,346,34,5,3,9,38,5,0,2019-11-17
HHS Regions,Region 6,2019,47,295,21,13,2,36,38,0,0,2019-11-17
HHS Regions,Region 7,2019,47,115,13,2,0,1,5,0,0,2019-11-17
HHS Regions,Region 8,2019,47,117,21,5,0,3,29,0,0,2019-11-17
HHS Regions,Region 9,2019,47,459,77,20,1,76,96,3,0,2019-11-17
HHS Regions,Region 10,2019,47,159,13,5,2,21,16,1,0,2019-11-17
HHS Regions,Region 1,2019,48,42,15,5,0,0,6,0,0,2019-11-24
HHS Regions,Region 2,2019,48,46,6,9,0,2,5,0,0,2019-11-24
HHS Regions,Region 3,2019,48,226,23,7,0,9,38,0,0,2019-11-24
HHS Regions,Region 4,2019,48,258,44,3,4,16,55,0,0,2019-11-24
HHS Regions,Region 5,2019,48,334,46,6,3,9,74,2,0,2019-11-24
HHS Regions,Region 6,2019,48,164,29,1,1,21,29,0,0,2019-11-24
HHS Regions,Region 7,2019,48,89,18,4,1,3,13,0,0,2019-11-24
HHS Regions,Region 8,2019,48,122,27,10,0,2,43,0,0,2019-11-24
HHS Regions,Region 9,2019,48,313,59,9,8,46,79,2,0,2019-11-24
HHS Regions,Region 10,2019,48,116,8,9,1,17,24,5,0,2019-11-24
HHS Regions,Region 1,2019,49,57,20,5,0,0,7,0,0,2019-12-01
HHS Regions,Region 2,2019,49,45,4,7,0,0,5,0,0,2019-12-01
HHS Regions,Region 3,2019,49,221,19,2,0,6,31,0,0,2019-12-01
HHS Regions,Region 4,2019,49,204,24,3,5,5,20,0,0,2019-12-01
HHS Regions,Region 5,2019,49,253,24,5,3,14,40,1,0,2019-12-01
HHS Regions,Region 6,2019,49,157,19,2,0,18,28,0,0,2019-12-01
HHS Regions,Region 7,2019,49,136,13,2,8,12,13,0,0,2019-12-01
HHS Regions,Region 8,2019,49,109,17,5,0,2,46,0,0,2019-12-01
HHS Regions,Region 9,2019,49,290,80,9,3,48,34,4,0,2019-12-01
HHS Regions,Region 10,2019,49,36,1,3,0,5,8,1,0,2019-12-01
