region_type,region,year,week,total_specimens,a_2009_h1n1,a_h3,a_subtyping_not_performed,b,bvic,byam,h3n2v,wk_date
HHS Regions,Region 5,2019,42,196,0,6,0,6,6,0,0,2019-10-13
HHS Regions,Region 6,2019,42,129,2,1,0,1,16,0,0,2019-10-13
HHS Regions,Region 7,2019,42,53,2,2,0,0,2,0,0,2019-10-13
HHS Regions,Region 8,2019,42,56,3,11,0,0,2,0,0,2019-10-13
HHS Regions,Region 9,2019,42,142,13,18,1,1,22,1,0,2019-10-13
HHS Regions,Region 10,2019,42,102,3,12,1,2,0,0,0,2019-10-13
HHS Regions,Region 1,2019,43,20,0,1,0,0,2,0,0,2019-10-20
HHS Regions,Region 2,2019,43,48,1,7,0,1,0,1,0,2019-10-20
HHS Regions,Region 3,2019,43,296,2,4,0,3,3,0,0,2019-10-20
HHS Regions,Region 4,2019,43,179,7,6,0,2,45,2,0,2019-10-20
HHS Regions,Region 5,2019,43,210,6,4,1,6,2,0,0,2019-10-20
HHS Regions,Region 6,2019,43,117,1,7,0,3,14,0,0,2019-10-20
HHS Regions,Region 7,2019,43,75,5,4,0,0,2,0,0,2019-10-20
HHS Regions,Region 8,2019,43,69,4,11,0,0,3,0,0,2019-10-20
HHS Regions,Region 9,2019,43,180,18,25,1,8,17,1,0,2019-10-20
HHS Regions,Region 10,2019,43,127,9,8,1,1,3,0,0,2019-10-20
HHS Regions,Region 1,2019,44,28,1,5,0,0,0,0,0,2019-10-27
HHS Regions,Region 2,2019,44,49,0,8,0,1,0,0,0,2019-10-27
HHS Regions,Region 3,2019,44,289,2,6,0,0,9,0,0,2019-10-27
HHS Regions,Region 4,2019,44,186,6,5,0,8,25,3,0,2019-10-27
HHS Regions,Region 5,2019,44,225,5,4,1,15,9,2,0,2019-10-27
HHS Regions,Region 6,2019,44,124,4,0,0,4,10,0,0,2019-10-27
HHS Regions,Region 7,2019,44,62,5,0,1,0,0,0,0,2019-10-27
HHS Regions,Region 8,2019,44,70,2,10,0,1,5,0,0,2019-10-27
HHS Regions,Region 9,2019,44,197,22,11,0,13,34,0,0,2019-10-27
HHS Regions,Region 10,2019,44,92,2,8,0,0,4,0,0,2019-10-27
HHS Regions,Region 1,2019,45,28,1,0,0,0,1,0,0,2019-11-03
HHS Regions,Region 2,2019,45,68,0,2,0,0,1,0,0,2019-11-03
HHS Regions,Region 3,2019,45,292,3,4,3,1,6,1,0,2019-11-03
HHS Regions,Region 4,2019,45,239,16,2,2,16,39,3,0,2019-11-03
HHS Regions,Region 5,2019,45,248,7,1,2,29,5,2,0,2019-11-03
HHS Regions,Region 6,2019,45,118,3,2,0,3,4,0,0,2019-11-03
HHS Regions,Region 7,2019,45,68,13,1,2,0,3,1,0,2019-11-03
HHS Regions,Region 8,2019,45,80,3,14,0,0,18,0,0,2019-11-03
HHS Regions,Region 9,2019,45,263,42,18,2,20,63,1,0,2019-11-03
HHS Regions,Region 10,2019,45,74,2,6,0,2,3,0,0,2019-11-03
HHS Regions,Region 1,2019,46,13,0,0,0,0,1,0,0,2019-11-10
HHS Regions,Region 2,2019,46,23,0,0,0,0,0,0,0,2019-11-10
HHS Regions,Region 3,2019,46,165,4,1,1,3,13,0,0,2019-11-10
HHS Regions,Region 4,2019,46,94,4,1,0,3,23,1,0,2019-11-10
HHS Regions,Region 5,2019,46,166,7,6,2,13,4,1,0,2019-11-10
HHS Regions,Region 6,2019,46,81,8,0,1,3,10,0,0,2019-11-10
HHS Regions,Region 7,2019,46,56,6,1,6,4,2,0,0,2019-11-10
HHS Regions,Region 8,2019,46,44,3,4,0,0,21,0,0,2019-11-10
HHS Regions,Region 9,2019,46,131,22,8,1,19,31,1,0,2019-11-10
HHS Regions,Region 10,2019,46,6,0,1,0,0,1,0,0,2019-11-10
