component_model_id,season,Model Week,location,target,weight
Subtype Historical Average,2017/2018,61,Delaware,1 wk ahead,0.576494290083391
Dynamic Harmonic Model,2014/2015,62,Delaware,1 wk ahead,0.0353303985082528
Historical Average,2014/2015,62,Delaware,1 wk ahead,5.57297982521556e-10
Subtype Historical Average,2014/2015,62,Delaware,1 wk ahead,0.964669600934449
Dynamic Harmonic Model,2015/2016,62,Delaware,1 wk ahead,0.568827519527362
Historical Average,2015/2016,62,Delaware,1 wk ahead,5.16005039949578e-07
Subtype Historical Average,2015/2016,62,Delaware,1 wk ahead,0.431171964467598
Dynamic Harmonic Model,2016/2017,62,Delaware,1 wk ahead,9.28374578260498e-07
Historical Average,2016/2017,62,Delaware,1 wk ahead,2.34443637631307e-11
Subtype Historical Average,2016/2017,62,Delaware,1 wk ahead,0.999999071601977
Dynamic Harmonic Model,2017/2018,62,Delaware,1 wk ahead,0.99999948509352
Historical Average,2017/2018,62,Delaware,1 wk ahead,8.81512562860301e-13
Subtype Historical Average,2017/2018,62,Delaware,1 wk ahead,5.14905598045663e-07
Dynamic Harmonic Model,2014/2015,63,Delaware,1 wk ahead,0.999999108311426
Historical Average,2014/2015,63,Delaware,1 wk ahead,1.40867739227671e-12
Subtype Historical Average,2014/2015,63,Delaware,1 wk ahead,8.9168716496954e-07
Dynamic Harmonic Model,2015/2016,63,Delaware,1 wk ahead,0.999999810240677
Historical Average,2015/2016,63,Delaware,1 wk ahead,4.199370393411e-10
Subtype Historical Average,2015/2016,63,Delaware,1 wk ahead,1.89339386059042e-07
Dynamic Harmonic Model,2016/2017,63,Delaware,1 wk ahead,0.999994772339437
Historical Average,2016/2017,63,Delaware,1 wk ahead,1.43278411099596e-25
Subtype Historical Average,2016/2017,63,Delaware,1 wk ahead,5.2276605627337e-06
Dynamic Harmonic Model,2017/2018,63,Delaware,1 wk ahead,0.999999735110035
Historical Average,2017/2018,63,Delaware,1 wk ahead,2.36189808262073e-11
Subtype Historical Average,2017/2018,63,Delaware,1 wk ahead,2.64866345575341e-07
Dynamic Harmonic Model,2014/2015,64,Delaware,1 wk ahead,0.99999951880664
Historical Average,2014/2015,64,Delaware,1 wk ahead,3.90555836326145e-07
Subtype Historical Average,2014/2015,64,Delaware,1 wk ahead,9.06375234912029e-08
Dynamic Harmonic Model,2015/2016,64,Delaware,1 wk ahead,0.999999606097584
Historical Average,2015/2016,64,Delaware,1 wk ahead,6.14331386101353e-11
Subtype Historical Average,2015/2016,64,Delaware,1 wk ahead,3.93840982575071e-07
Dynamic Harmonic Model,2016/2017,64,Delaware,1 wk ahead,0.999999413993839
Historical Average,2016/2017,64,Delaware,1 wk ahead,3.20652114660494e-11
Subtype Historical Average,2016/2017,64,Delaware,1 wk ahead,5.85974095956394e-07
Dynamic Harmonic Model,2017/2018,64,Delaware,1 wk ahead,0.999999792977304
Historical Average,2017/2018,64,Delaware,1 wk ahead,8.58512769448651e-10
Subtype Historical Average,2017/2018,64,Delaware,1 wk ahead,2.06164183381717e-07
Dynamic Harmonic Model,2014/2015,65,Delaware,1 wk ahead,0.999999672649181
Historical Average,2014/2015,65,Delaware,1 wk ahead,3.27336412182015e-07
Subtype Historical Average,2014/2015,65,Delaware,1 wk ahead,1.44067294896092e-11
Dynamic Harmonic Model,2015/2016,65,Delaware,1 wk ahead,0.999999480012678
Historical Average,2015/2016,65,Delaware,1 wk ahead,5.89499439935904e-09
Subtype Historical Average,2015/2016,65,Delaware,1 wk ahead,5.14092327467774e-07
Dynamic Harmonic Model,2016/2017,65,Delaware,1 wk ahead,0.999999747150959
Historical Average,2016/2017,65,Delaware,1 wk ahead,1.17415284335306e-07
Subtype Historical Average,2016/2017,65,Delaware,1 wk ahead,1.35433756540183e-07
Dynamic Harmonic Model,2017/2018,65,Delaware,1 wk ahead,0.999999828303266
Historical Average,2017/2018,65,Delaware,1 wk ahead,1.48973501225591e-08
Subtype Historical Average,2017/2018,65,Delaware,1 wk ahead,1.56799384118852e-07
Dynamic Harmonic Model,2014/2015,66,Delaware,1 wk ahead,0.999999763703924
Historical Average,2014/2015,66,Delaware,1 wk ahead,2.36051053487927e-07
Subtype Historical Average,2014/2015,66,Delaware,1 wk ahead,2.45022226305536e-10
Dynamic Harmonic Model,2015/2016,66,Delaware,1 wk ahead,0.999999769780317
Historical Average,2015/2016,66,Delaware,1 wk ahead,6.64425222820896e-09
Subtype Historical Average,2015/2016,66,Delaware,1 wk ahead,2.23575430624026e-07
Dynamic Harmonic Model,2016/2017,66,Delaware,1 wk ahead,0.999999831419559
Historical Average,2016/2017,66,Delaware,1 wk ahead,5.68819289784818e-08
Subtype Historical Average,2016/2017,66,Delaware,1 wk ahead,1.11698511625519e-07
Dynamic Harmonic Model,2017/2018,66,Delaware,1 wk ahead,0.999999836018439
Historical Average,2017/2018,66,Delaware,1 wk ahead,3.52390544756317e-08
Subtype Historical Average,2017/2018,66,Delaware,1 wk ahead,1.2874250627755e-07
Dynamic Harmonic Model,2014/2015,67,Delaware,1 wk ahead,0.999997292677086
Historical Average,2014/2015,67,Delaware,1 wk ahead,1.5672523641297e-07
Subtype Historical Average,2014/2015,67,Delaware,1 wk ahead,2.55059767762288e-06
Dynamic Harmonic Model,2015/2016,67,Delaware,1 wk ahead,0.999998617313838
Historical Average,2015/2016,67,Delaware,1 wk ahead,1.19181723691126e-06
Subtype Historical Average,2015/2016,67,Delaware,1 wk ahead,1.90868925254352e-07
Dynamic Harmonic Model,2016/2017,67,Delaware,1 wk ahead,0.999998885083462
Historical Average,2016/2017,67,Delaware,1 wk ahead,8.2905347781249e-07
Subtype Historical Average,2016/2017,67,Delaware,1 wk ahead,2.85863060160407e-07
Dynamic Harmonic Model,2017/2018,67,Delaware,1 wk ahead,0.999998678032
Historical Average,2017/2018,67,Delaware,1 wk ahead,1.01838368724767e-06
Subtype Historical Average,2017/2018,67,Delaware,1 wk ahead,3.03584312521437e-07
Dynamic Harmonic Model,2014/2015,68,Delaware,1 wk ahead,0.999999987477941
Historical Average,2014/2015,68,Delaware,1 wk ahead,1.1022159894448e-08
Subtype Historical Average,2014/2015,68,Delaware,1 wk ahead,1.49989902475596e-09
Dynamic Harmonic Model,2015/2016,68,Delaware,1 wk ahead,0.999999986565873
Historical Average,2015/2016,68,Delaware,1 wk ahead,1.26824601513622e-08
Subtype Historical Average,2015/2016,68,Delaware,1 wk ahead,7.51666638737503e-10
Dynamic Harmonic Model,2016/2017,68,Delaware,1 wk ahead,0.999999985330752
